game_id,model_a_outcome,winner,result_score,white_agent,black_agent,moves
1,Loss,192x16_20260611_lr1e-9,0-1,192x16_20260611_lr1e-9-300,192x16_20260611_lr1e-9,g1f3 d7d5 d2d4 g8f6 c2c4 e7e6 b1c3 f8e7 c1f4 e8g8 e2e3 b7b6 c4d5 f6d5 c3d5 d8d5 f1d3 c8b7 e1g1 c7c5 a1c1 b8c6 d4c5 a8d8 d3c4 d5c5 d1e2 c5f5 f1d1 d8d1 c1d1 f8d8 d1d8 c6d8 c4d3 f5c5 h2h3 c5c1 g1h2 c1c5 a2a3 e7f6 e3e4 e6e5 f4e3 c5d6 e2c2 d8e6 g2g3 h7h6 h3h4 g7g5 h4g5 h6g5 h2g1 g5g4 f3h2 f6g5 h2g4 g5e3 g4e3 e6d4 c2d1 d6h6 d1g4 g8f8 g4d7 h6c6 d7d8 c6e8 d8d6 e8e7 d6h6 f8e8 h6h8 e8d7 h8b8 d7c6 e3d5 e7d7 g1g2 b7c8 d3b5 c6b5 d5c3 b5c4 g2g1 d4f3 g1g2 f3e1 g2g1 e1f3 g1g2 f3e1 g2g1 e1f3 g1g2 f3e1 g2g1 e1f3 g1g2 f3e1 g2f1 e1f3 b8c8 d7c8 f1g2 f3d2 a3a4 c8g4 a4a5 g4f3 g2g1 f3d3 c3d1 d3b1 b2b3 c4b3 a5b6 a7b6 g1g2 b1d1 g2h3 d1f1 h3g4 f1d1 g4h3 d1f1 h3g4 f1e2 g4g5 e2f2 g5h5 f2g3 h5h6 g3g6
2,Loss,192x16_20260611_lr1e-9,1-0,192x16_20260611_lr1e-9,192x16_20260611_lr1e-9-300,g1f3 g8f6 d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 c1f4 b8c6 e2e3 e8g8 a2a3 f6h5 f4e5 f7f6 e5g3 f6f5 f1d3 h5g3 h2g3 d5c4 d3c4 e7f6 d1c2 g7g6 e1c1 d8e7 e3e4 f5e4 c3e4 f6g7 e4g5 f8f5 g5h7 b7b5 c4a2 c8b7 g3g4 f5f3 g2f3 c6d4 c2g6 e7f7 g6g5 d4f3 d1d8 a8d8 g5d8 f7e8 d8e8 g7f8 e8f8
3,Win,192x16_20260611_lr1e-9-300,1-0,192x16_20260611_lr1e-9-300,192x16_20260611_lr1e-9,g1f3 d7d5 d2d4 e7e6 c2c4 g8f6 b1c3 f8e7 c1f4 e8g8 e2e3 b7b6 c4d5 f6d5 c3d5 d8d5 f1d3 c8b7 e1g1 c7c5 a1c1 b8c6 d4c5 c6b4 d3c4 d5d1 f1d1 e7c5 a2a3 b4d5 f4g3 a8c8 f3e5 f8d8 c4e2 f7f6 e5d3 c5e7 e3e4 c8c1 d1c1 b7a6 e4d5 d8d5 d3f4 a6e2 f4d5 e6d5 c1c7 e7c5 c7a7 d5d4 b2b4 c5f8 a7d7 d4d3 f2f3 h7h5 g1f2 b6b5 h2h4 g7g5 d7d5 g8f7 d5b5 g5h4 g3f4 e2d1 b5h5 d1a4 f2e3 d3d2 e3d2 a4d7 d2c3 h4h3 g2h3 f7g6 h5d5 d7c6 d5d3 g6f5 f4d6 f8h6 c3c4 f5e6 b4b5 c6b5 c4b5 h6g5 a3a4 g5h4 a4a5 h4f2 a5a6 f6f5 d6c5 f2c5 b5c5 e6e5 a6a7 e5f4 a7a8q f4g3 a8g8 g3h3 f3f4 h3h2 d3d2 h2h3 d2d3 h3h2 d3d2 h2h3 d2d3 h3h2 d3d1 h2h3 d1h1
4,Win,192x16_20260611_lr1e-9-300,0-1,192x16_20260611_lr1e-9,192x16_20260611_lr1e-9-300,g1f3 g8f6 d2d4 d7d5 c2c4 e7e6 b1c3 f8b4 c1g5 c7c5 c4d5 e6d5 d4c5 b8c6 e2e3 h7h6 g5f6 d8f6 a1c1 e8g8 a2a3 b4c3 c1c3 c8g4 f1e2 g4f3 e2f3 d5d4 c3b3 d4e3 f2e3 a8d8 d1c2 c6e5 e1g1 e5f3 f1f3 f6c6 b3c3 d8d5 b2b4 f8d8 h2h3 d5d1 f3f1 d1d2 f1f2 d2c2 c3c2 d8d3 c2a2 d3e3 f2e2 e3b3 e2d2 a7a5 d2b2 a5a4 b2e2 c6d5 g1h2 f7f6 e2d2 d5e5 h2g1 e5e3 g1h2 e3g3 h2h1 b3b1 d2d1 b1d1
5,Loss,192x16_20260611_lr1e-9,0-1,192x16_20260611_lr1e-9-300,192x16_20260611_lr1e-9,g1f3 d7d5 d2d4 g8f6 c2c4 e7e6 b1c3 f8e7 c1f4 e8g8 e2e3 b7b6 c4d5 f6d5 c3d5 d8d5 f1d3 c8b7 e1g1 c7c5 a1c1 b8c6 d4c5 a8d8 d3c4 d5c5 d1e2 c5f5 f1d1 d8d1 c1d1 f8d8 d1d8 c6d8 c4d3 f5c5 h2h3 c5c1 g1h2 c1c5 a2a3 e7f6 e3e4 e6e5 f4e3 c5d6 e2c2 d8e6 g2g3 h7h6 h3h4 g7g5 h4g5 h6g5 h2g1 g5g4 f3h2 f6g5 h2g4 g5e3 g4e3 e6d4 c2d1 d6h6 d1g4 g8f8 g4d7 h6c6 d7d8 c6e8 d8d6 e8e7 d6h6 f8e8 h6h8 e8d7 h8b8 d7c6 e3d5 e7d7 g1g2 b7c8 d3b5 c6b5 d5c3 b5c4 g2g1 d4f3 g1g2 f3e1 g2g1 e1f3 g1g2 f3e1 g2g1 e1f3 g1g2 f3e1 g2g1 e1f3 g1g2 f3e1 g2f1 e1f3 b8c8 d7c8 f1g2 f3d2 a3a4 c8g4 a4a5 g4f3 g2g1 f3d3 c3d1 d3b1 b2b3 c4b3 a5b6 a7b6 g1g2 b1d1 g2h3 d1f1 h3g4 f1d1 g4h3 d1f1 h3g4 f1e2 g4g5 e2f2 g5h5 f2g3 h5h6 g3g6
6,Loss,192x16_20260611_lr1e-9,1-0,192x16_20260611_lr1e-9,192x16_20260611_lr1e-9-300,g1f3 g8f6 d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 c1f4 b8c6 e2e3 e8g8 a2a3 f6h5 f4e5 f7f6 e5g3 f6f5 f1d3 h5g3 h2g3 d5c4 d3c4 e7f6 d1c2 g7g6 e1c1 d8e7 e3e4 f5e4 c3e4 f6g7 e4g5 f8f5 g5h7 b7b5 c4a2 c8b7 g3g4 f5f3 g2f3 c6d4 c2g6 e7f7 g6g5 d4f3 d1d8 a8d8 g5d8 f7e8 d8e8 g7f8 e8f8
7,Win,192x16_20260611_lr1e-9-300,1-0,192x16_20260611_lr1e-9-300,192x16_20260611_lr1e-9,g1f3 d7d5 d2d4 e7e6 c2c4 g8f6 b1c3 f8e7 c1f4 e8g8 e2e3 b7b6 c4d5 f6d5 c3d5 d8d5 f1d3 c8a6 e1g1 a6d3 d1d3 c7c5 e3e4 d5b7 d4d5 f8d8 a1d1 b8c6 f1e1 c6b4 d3b3 e6d5 e4d5 b4d5 f4g3 e7f6 f3e5 b6b5 b3f3 c5c4 e5g4 f6b2 g4e3 b2c3 e3d5 c3e1 d5f6 g8h8 f3b7 e1f2 g1f2 g7f6 d1d8 a8d8 b7f7 h7h6 f7f6 h8g8 f6d8 g8h7 d8d7 h7g6 d7e6 g6g7 e6d7 g7g6 d7e6 g6h7 e6f7 h7h8 g3e5
8,Win,192x16_20260611_lr1e-9-300,0-1,192x16_20260611_lr1e-9,192x16_20260611_lr1e-9-300,g1f3 g8f6 d2d4 d7d5 c2c4 e7e6 b1c3 f8b4 c1g5 c7c5 c4d5 e6d5 d4c5 b8c6 e2e3 h7h6 g5f6 d8f6 a1c1 e8g8 a2a3 b4c3 c1c3 c8g4 f1e2 g4f3 e2f3 d5d4 c3b3 d4e3 f2e3 a8d8 d1c2 c6e5 e1g1 e5f3 f1f3 f6c6 b3c3 d8d5 b2b4 f8d8 h2h3 d5d1 f3f1 d1d2 f1f2 d2c2 c3c2 d8d3 c2a2 d3e3 f2e2 e3b3 e2d2 a7a5 d2b2 a5a4 b2e2 c6d5 g1h2 f7f6 e2d2 d5e5 h2g1 e5e3 g1h2 e3g3 h2h1 b3b1 d2d1 b1d1
9,Loss,192x16_20260611_lr1e-9,0-1,192x16_20260611_lr1e-9-300,192x16_20260611_lr1e-9,g1f3 d7d5 d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 c1g5 c7c5 c4d5 e6d5 d4c5 b8c6 e2e3 h7h6 g5f6 d8f6 a1c1 e8g8 a2a3 b4c3 c1c3 c8g4 f1e2 g4f3 e2f3 d5d4 c3b3 d4e3 f2e3 a8d8 d1c2 c6e5 e1g1 e5f3 f1f3 f6c6 b3c3 d8d5 h2h3 f8d8 b2b4 d5d1 f3f1 d1d2 f1f2 d2c2 c3c2 d8d3 c2a2 d3e3 f2e2 e3b3 e2d2 a7a5 d2b2 a5a4 b2e2 c6d5 g1h2 f7f6 e2d2 d5e5 h2g1 e5e3 g1h2 e3g3 h2g1 b3b1 d2d1 b1d1
10,Draw,Draw,1/2-1/2,192x16_20260611_lr1e-9,192x16_20260611_lr1e-9-300,g1f3 g8f6 d2d4 d7d5 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d5c4 d3c4 b7b6 e1g1 c8b7 d1e2 b8d7 f1d1 d8e7 c4a6 b7a6 e2a6 c7c5 c1d2 f8d8 a1c1 e6e5 a2a3 b4c3 d2c3 e5e4 f3d2 f6d5 d2f1 d5c3 b2c3 d7f6 f1g3 h7h5 h2h3 g7g6 g3e2 g8g7 c3c4 c5d4 e2d4 a8c8 a3a4 f6d7 a6a7 e7f6 a4a5 b6a5 a7a5 d7c5 c1b1 c5d3 a5a2 c8a8 a2c2 d8c8 b1b5 a8a3 c4c5 f6e5 c5c6 e5f6 d1f1 a3a6 c6c7 a6a7 b5b8 c8c7 c2b1 a7a4 b8e8 c7e7 b1b8 e7e8 b8e8 a4a2 e8e4 d3f2 e4b1 a2d2 b1e1 d2d1 e1f2 d1f1 f2f1 f6f1 g1f1 g6g5 f1f2 g7f6 f2f3 f6e5 d4c6 e5f5 e3e4 f5e6 c6d4 e6e5 d4c6 e5e6 c6d4 e6e5 d4c6 e5e6 c6d4 e6e5 d4c6 e5d6 c6d4 d6e5 d4f5 e5f6 f5d4 f6e5
