game_id,model_a_outcome,winner,result_score,white_agent,black_agent,moves
1,Draw,Draw,1/2-1/2,768x15_20260605_lr1e-9-150,768x15_20260605_lr1e-9,e2e3 g8f6 f1b5 a7a5 b5d7 f6d7 d2d3 a5a4 c2c3 e7e6 d3d4 c7c6 h2h3 h7h6 a2a3 h6h5 d1h5 h8h5 h1h2 a8a7 h2h1 g7g6 e1f1 d8f6 g2g3 f6d4 c3d4 b7b6 d4d5 h5e5 d5e6 a7b7 e6d7 b8d7 e3e4 b7c7 g3g4 c7b7 g4g5 b7c7 f2f4 c7b7 f4e5 d7e5 b2b3 c8h3 h1h3 b7b8 b3a4 b8b7 a4a5 b6b5 a5a6 c6c5 a3a4 b5b4 a4a5 b4b3 a6b7 b3b2 b7b8q e8e7 a5a6 b2a1q a6a7 f7f6 a7a8q f6f5 a8a6 f5f4 b8e5 e7d8 a6d6 f8d6 h3h1 d6e5 c1f4 e5d6 f4d6 a1a8 d6e5 a8e4 f1f2 e4e1 f2e1 c5c4 e5f6 d8d7 f6e5 d7d8 e5f6 d8c8 f6e5 c4c3 e5d4 c3c2 h1h6 c8b7 h6h8 c2b1q e1d2 b1a1 d4a1 b7c6 h8e8 c6c7 e8h8 c7b6 h8e8 b6c7 e8h8 c7b7 h8d8 b7a6 d8h8 a6b6 h8d8 b6a6 d8h8 a6b7 h8d8 b7a6 d8h8 a6b6 h8e8 b6a7 e8h8 a7a6 h8h6 a6a7 h6h7 a7a8 a1e5
2,Loss,768x15_20260605_lr1e-9,1-0,768x15_20260605_lr1e-9,768x15_20260605_lr1e-9-150,e2e3 g8h6 f1b5 h6g8 b5d7 c8d7 a2a3 e7e6 a3a4 c7c6 a4a5 g7g6 a5a6 f8e7 a6b7 d8c7 d1h5 g6h5 b7a8q c7h2 h1h2 e8d8 a8b8 d7c8 c2c3 a7a6 d2d4 f7f5 b2b3 d8e8 b8c8 e7d8 g2g3 a6a5 c8d8 e8f7 d8g8 h8g8 h2h5 g8g3 h5h7 g3g7 h7g7 f7f8 b3b4 c6c5 b4c5 e6e5 c3c4 e5d4 f2f4 d4e3 g7g8 f8e7 g8h8 e7f7 h8a8 e3e2 a8h8 f7e7 h8a8 e7f7 g1e2 f7f6 a8e8 f6f7 e8h8 f7g7 c5c6 g7f7 c6c7 f7e7 c7c8q a5a4 c8b7 e7d6 b7h7 d6e6 h7a7 a4a3 h8h6
3,Win,768x15_20260605_lr1e-9-150,1-0,768x15_20260605_lr1e-9-150,768x15_20260605_lr1e-9,e2e3 g8h6 f1e2 h6f5 e2f1 f5e3 f2e3 c7c6 f1d3 d7d6 d3h7 d6d5 h7d3 b8a6 d3a6 b7a6 d2d3 d8d6 c2c3 d6h2 h1h2 h8g8 b1d2 g8h8 e1e2 e7e6 h2h8 a6a5 h8f8 e8d7 d1e1 a5a4 e1d1 a7a5 d1e1 a4a3 e1h4 a5a4 h4d8
4,Loss,768x15_20260605_lr1e-9,1-0,768x15_20260605_lr1e-9,768x15_20260605_lr1e-9-150,e2e3 g8h6 f1e2 h6g4 e2g4 a7a6 g4d7 d8d7 g1e2 d7d2 d1d2 c8d7 a2a3 d7c8 h1f1 c8d7 c2c3 d7c8 a1a2 e7e6 d2d3 b8d7 d3d7 c8d7 g2g3 f8a3 a2a3 e8e7 c1d2 c7c6 b2b3 e7e8 h2h3 e8e7 b3b4 e7f6 b4b5 c6b5 f2f3 g7g6 e2d4 f6g7 d4e2 g7h6 h3h4 h6g7 e2d4 g7h6 d4e2 b7b6 h4h5 h6h5 a3b3 h8e8 g3g4 h5h6 b3b5 a8a7 e1d1 a7b7 d1e1 b7c7 e1d1 c7c3 d2c3 e8h8 f1h1
5,Draw,Draw,1/2-1/2,768x15_20260605_lr1e-9-150,768x15_20260605_lr1e-9,e2e3 g8h6 f1b5 h6g8 b5d7 c8d7 a2a3 e7e6 a3a4 c7c6 a4a5 g7g6 a5a6 f8e7 a6b7 d8c7 d1h5 g6h5 b7a8q c7h2 h1h2 e8d8 a8b8 d7c8 c2c3 a7a6 d2d4 d8e8 b2b3 e8d8 b3b4 e7b4 g2g3 d8e8 b8c8 e8e7 c8g8 h8g8 e1d2 g8g3 b1a3 g3e3 a3b1 e3c3 b1c3 c6c5 d2d1 c5d4 d1d2 d4c3 d2d1 f7f6 d1e1 f6f5 e1f1 c3c2 f1g2 e6e5 a1a6 e5e4 a6a8 f5f4 a8h8 f4f3 g1f3 e4f3 g2g3 e7f7 g3f4 f7g7 h8c8 g7f7 c8c5 f7g7 c5c7 g7g6 c7c5 g6g7 c5c4 b4f8 f4e3 f8d6 e3d3 d6f8 d3e3 h7h6 e3d3 f8e7 d3e3 e7d8 e3f4 d8b6 c4a4 b6d8 a4c4 h5h4 f4e3 d8c7 c4a4 c7d8 a4c4 d8e7 c4a4 e7d8 a4c4 h6h5 e3d4 d8b6 d4d3 b6d8 c4a4 d8b6 a4a8 g7f7 a8a7 b6c7 a7b7 f7g7 h2h1 g7f7 h1h2 f7g8 b7b8 c7d8 d3e3 h4h3 e3f4 g8g7 f4f3 d8c7 b8h8 h5h4 h8h5 c7d8 f3e4 d8c7 e4f3 c7h2 h5h4 h2d6 h4f4 g7g8 f4f7 g8h8 f7b7 d6f8 b7f7 f8d6 f7a7 d6f8 a7f7 h8g8 f7f8 g8f8 c1h6 f8e7 h6g7 h3h2 g7e5 e7d8 e5g7 d8c8 g7h6 c8d8 h6g7 d8e7 g7e5 e7e8 e5g7 e8d7 g7h6 d7d8 h6g7 d8c8 g7h6 c8d8 h6g7 d8c8 g7h6 c8d8 h6g7
6,Draw,Draw,1/2-1/2,768x15_20260605_lr1e-9,768x15_20260605_lr1e-9-150,e2e3 g8f6 g1f3 f6g8 f1b5 a7a5 b5f1 d7d5 f3g1 e7e6 c2c3 c7c6 d2d4 g7g6 c1d2 c6c5 d4c5 g8e7 d2c1 f8g7 d1d5 e7d5 b1d2 a5a4 d2b1 e8g8 g1e2 h7h6 h1g1 g7c3 b1c3 a4a3 c3d5 d8d5 e2c3 a3b2 c3d5 e6d5 c1b2 d5d4 e3d4 c8d7 f2f3 d7e8 g2g3 e8d7 g1g2 d7e8 g2g1 e8d7 g1g2 d7e8 g2g1 f7f5 f3f4 e8d7 b2a3 a8a3 e1f2 g6g5 f4g5 d7c6 f2e2 a3g3 a2a3 g3g1 a1b1 h6g5 b1b7 g8h8 b7b8 g1f1 e2f1 f8b8 f1f2 c6d5 f2f1 h8h7 a3a4 b8b3 a4a5 b3b6 c5b6 g5g4 f1g1 g4g3 h2g3 f5f4 g3f4 d5h1 g1h1 h7g7 f4f5 g7h6 f5f6 h6h7 f6f7 h7h8 f7f8q h8h7 b6b7 h7g6 b7b8r g6h7 b8b6
7,Draw,Draw,1/2-1/2,768x15_20260605_lr1e-9-150,768x15_20260605_lr1e-9,e2e3 g8h6 f1e2 h6g8 e2c4 g8f6 c4f7 e8f7 b1a3 f6e8 a3b1 h8g8 g1h3 e7e6 h3g1 d8f6 b1a3 f8a3 b2a3 f6e7 a3a4 c7c6 a4a5 e7f6 a5a6 f6e7 d1h5 g7g6 h5h7 g8g7 h7g6 g7g6 d2d3 f7g7 c2c3 b8a6 g2g4 e7d8 a2a4 d7d5 g1e2 e8f6 f2f3 f6g4 f3g4 b7b5 c1a3 b5a4 h2h4 c6c5 e2d4 c5d4 h4h5 d4e3 h5g6 g7g6 d3d4 g6g7 c3c4 g7g8 c4d5 g8g7 d5e6 g7g8 g4g5 g8g7 g5g6 g7g6 h1h8 g6g7 e6e7 g7f7 e7d8n f7g6 a3c1 a6c7 d8f7 g6f7 h8c8 a8b8 c8c7 f7g8 e1e2 b8b1 c7c8 g8g7 c1e3 b1a1 e2f2 a1h1 f2g2 h1h8 c8h8 a4a3 d4d5 a7a5 h8h6 g7f7 h6h5 f7g8 h5h1 g8f8 h1h6 f8f7 h6h5 f7g8 g2h2 g8f8 h2g2 f8g8 g2h2 g8f8 h2h3 f8g7 h5h4 g7g8 h3h2 g8f8 h2h3 f8g8 h3h2 g8f8 h2h3 f8g8 h3h2 g8f8 h2h3 f8g8 h3h2 g8f8 h2h3 f8g8
8,Draw,Draw,1/2-1/2,768x15_20260605_lr1e-9,768x15_20260605_lr1e-9-150,e2e3 g8f6 g1f3 a7a5 b1a3 b8a6 f1a6 a5a4 h1f1 f6g8 a6d3 g8h6 c2c3 h6g8 d1a4 a8a4 d3h7 a4a3 e1d1 a3c3 d2c3 h8h7 f1h1 d7d6 a1b1 h7h2 h1g1 h2h8 g1h1 h8h1 f3e1 h1e1 d1e1 c8e6 a2a4 e8d7 b1a1 g7g6 a1b1 e6d5 b2b3 e7e6 c3c4 d5c4 b3b4 g6g5 a4a5 c4d5 a5a6 f8e7 a6b7 c7c5 b7b8q d8b8 b4c5 b8b1 e3e4 d6c5 g2g3 e6e5 g3g4 f7f5 e4d5 f5g4 f2f3 b1c1 e1f2 g4f3 f2f3 c5c4 d5d6 g5g4 f3e2 e7h4
9,Draw,Draw,1/2-1/2,768x15_20260605_lr1e-9-150,768x15_20260605_lr1e-9,g1f3 a7a5 f3g1 d7d5 g1f3 g8f6 f3g1 f6d7 g1f3 c7c5 f3g1 h8g8 e2e3 e7e6 d2d4 c5d4 e3d4 g7g6 g1e2 g8g7 e2g1 f7f6 g1e2 g7f7 e2g1 f7g7 g1e2 g7g8 e2g1 g8g7 g1e2 g7f7 c1d2 f7g7 d2c1 g7f7 e2g1 f7g7 g1e2
10,Draw,Draw,1/2-1/2,768x15_20260605_lr1e-9,768x15_20260605_lr1e-9-150,g1f3 g8f6 f3g1 a7a5 g1f3 d7d5 f3g1 f6d7 b1c3 c7c5 c3d5 d7f6 d5f6 e7f6 e2e3 f6f5 c2c3 g7g6 g1e2 b7b6 d1c2 d8d2 c1d2 b6b5 a2a3 h7h6 h1g1 a8a7 c2f5 c8f5 d2c1 a7b7 c1d2 g6g5 d2c1 f7f6 c1d2 b7b6 d2c1 b6b7 g1h1 b7b6 h1g1 b6b7 g1h1 b7e7 c1d2 e7e3 f2e3 a5a4 h2h3 f5h3 g2g3 h3f1 h1f1 h8h7 b2b3 h7b7 b3b4 c5b4 e3e4 b4c3 f1f6 b8c6 f6c6 f8a3 c6h6 b7b8 h6h5 b8a8 d2c3 a8b8 e4e5 b8a8 c3d4 a8b8 d4c3 b8a8 c3d4 a8b8 d4c3 b8a8 c3d4 a8b8 d4f2 b8a8 a1a3 g5g4 h5h3 g4h3 a3a4 b5a4 g3g4 a4a3 g4g5 a3a2 e1d1 a2a1q d1d2 h3h2 g5g6 h2h1q g6g7 a1d4 e2d4 h1d5 g7g8q d5g8 e5e6 g8g3 f2g3 a8d8 d2e3 d8d6 e6e7 d6e6 e3d2 e6d6 d2c3 d6e6 c3d2 e6e1 d2e1 e8f7 e7e8q f7f6 e1d2 f6g7 g3f4 g7f6 f4h6
