game_id,model_a_outcome,winner,result_score,white_agent,black_agent,moves
1,Loss,256x20_20260605_lr1e-9,0-1,256x20_20260605_lr1e-9-170,256x20_20260605_lr1e-9,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c6 e2e3 b8d7 d1c2 f8d6 g2g4 h7h6 c1d2 e8g8 e1c1 d5c4 g4g5 h6g5 h2h4 g5g4 f3g5 b7b5 h4h5 b5b4 h5h6 g7g6 c3e4 f6e4 h6h7 g8h8 g5e4 c4c3 b2c3 d6e7 c3b4 a7a5 b4a5 f7f5 e4c5 d7f6 f1g2 a8b8 d2c3 f6d5 c5d3 c8a6 d3c5 a6c4 c3b2 c4a2 a5a6 d8c8 g2f1 b8b4 b2a3 a2b1 c2d2 b4b8 h1h6 f5f4 e3e4 b1e4 a3b2 e4f5 f1d3 g4g3 f2g3 f4g3 h6h1 e7d6 d1e1 d6f4 c1d1 f5g4 d1c2 f4d2 c2d2 b8b2 d2c1 f8f2 c5e4 d5b4 e4f2 b4d3 f2d3 b2a2 c1b1 g4f5 b1a2 c8a6 a2b3 a6d3 b3a2 g3g2 h1g1 d3c3 e1d1 c3b4 d1c1 e6e5 d4e5 f5e6 a2a1 b4a3 a1b1 e6f5 c1c2 a3b3 b1a1 b3c2 e5e6 f5e6 g1b1 g2g1q b1d1 g1d1
2,Loss,256x20_20260605_lr1e-9,1-0,256x20_20260605_lr1e-9,256x20_20260605_lr1e-9-170,d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 b1c3 c7c6 e2e3 b8d7 d1c2 f8d6 g2g4 h7h6 c1d2 d5c4 f1c4 b7b5 c4e2 c8b7 e1g1 e8g8 g4g5 h6g5 f3g5 b5b4 c3e4 f6e4 g5e4 c6c5 f2f4 c5d4 e4d6 d4e3 d2e3 b7d5 e2f3 d7f6 d6e4 d5e4 f3e4 f6e4 c2e4 a7a5 e3d4 f7f5 e4e3 d8e7 g1h1 f8f7 f1g1 g8h7 g1g5 h7g8 a1g1 e6e5 d4e5 e7e6 g5g7 g8f8 g7g8 f8e7 e3c5 e7d7 c5b5 d7e7 e5d6 e6d6 b5b7 d6d7 b7a8 d7e6 a8d8
3,Loss,256x20_20260605_lr1e-9,0-1,256x20_20260605_lr1e-9-170,256x20_20260605_lr1e-9,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c6 e2e3 b8d7 d1c2 f8d6 f1e2 e8g8 e1g1 d5c4 e2c4 b7b5 c4d3 c8b7 c1d2 b5b4 c3a4 c6c5 d4c5 d7c5 a4c5 d6c5 c2c5 d8d3 c5b4 b7f3 g2f3 a7a5 b4c3 d3e2 e3e4 f8d8 d2g5 h7h6 g5f6 d8d3 c3c6 g7f6 c6a8 g8h7 e4e5 f6e5 g1h1 e2f3 a8f3 d3f3 h1g2 e5e4 f1e1 f7f5 a2a4 h7g6 b2b4 a5b4 a4a5 b4b3 a5a6 b3b2 a1a2 f3b3 a6a7 b2b1q a7a8q b1e1 a8e8 g6f6 e8d8 f6f7 d8d7 f7f6 d7d8 f6f7 d8d7 f7f6 d7d8 f6f7 d8d7 f7g6 d7e6 g6h5 e6f5 h5h4 f5f4 h4h5 a2a5 e1a5 f4f7 h5g5 h2h4 g5h4 f7f4 h4h5 f4f7 h5g5 f7g8 g5h4 g8b3 a5g5 g2f1 h6h5 b3c4 g5f5 f1g2 f5g4 g2f1 h4h3 c4d5 h5h4 d5d4 g4f3 d4e5 f3d1
4,Loss,256x20_20260605_lr1e-9,1-0,256x20_20260605_lr1e-9,256x20_20260605_lr1e-9-170,d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 b1c3 c7c6 e2e3 b8d7 d1c2 f8d6 f1e2 e8g8 e1g1 d5c4 e2c4 b7b5 c4d3 c8b7 c1d2 b5b4 c3a4 c6c5 d4c5 d7c5 a4c5 d6c5 c2c5 d8d3 d2b4 b7f3 g2f3 f6d5 b4a3 d3e2 c5d4 f8d8 d4g4 h7h5 g4g3 h5h4 g3h4 d5e3 f2e3 d8d2 h4g3 e2e3 g1h1 e3h6 f1g1 g7g6 h2h4 a7a5 a1d1 d2c2 d1d4 h6g7 h4h5 g7h6 d4h4 h6g7 h5g6 f7g6 h4g4 g7h6 g4h4 h6g7 g3h3 g8f7 h4h7 a8g8 h7g7 g8g7 h3h8 g7g8 h8h7 g8g7 h7h6 g7g8 h6h7 g8g7 h7h6 a5a4 h6f4 f7g8 f4f8 g8h7 g1g4 g6g5 f3f4 c2c1 h1g2 c1c2 g2f3 c2c1 f4g5 h7g6 f8f6 g6h5 f6h6
5,Win,256x20_20260605_lr1e-9-170,1-0,256x20_20260605_lr1e-9-170,256x20_20260605_lr1e-9,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c6 e2e3 b8d7 d1c2 f8d6 g2g4 h7h6 c1d2 e8g8 e1c1 d5c4 g4g5 h6g5 h2h4 g5g4 f3g5 b7b5 h4h5 b5b4 h5h6 g7g6 c3e4 f6e4 g5e4 c4c3 b2c3 b4c3 d2c3 a8b8 h6h7 g8h8 e4d6 d8e7 d6c8 b8c8 f1e2 f7f5 h1h6 d7f6 d1h1 e7f7 f2f3 g4f3 e2f3 f6d5 c3b2 a7a5 c2h2 f5f4 f3e4 d5e7 d4d5 e6e5 d5d6 e7f5 e4f5 f7f5 e3f4 f5f4 h2f4 f8f4 h6g6 f4c4 c1d2 c4d4 d2e3 d4d5 g6g8 c8g8 h7g8q h8g8 d6d7 g8f7 d7d8q d5d8 h1h7 f7g6 h7a7 d8d5 b2c3 d5c5 e3d3 g6f5 a2a4 f5e6 a7a5 e5e4 d3c2 e6d6 c2b3 c5h5 b3c4 c6c5 a5a6 d6c7 a6e6 c7d7 e6e4 d7c6 a4a5 c6b7 e4e7 b7c6 a5a6 h5h4 c4b3 c5c4 b3b4 c6d5 a6a7 d5c6 a7a8q c6d6 c3e5 d6e7 a8b7 e7e8 e5f6 c4c3 b4c3 h4h3 c3d4 e8f8 d4e5 h3e3 e5f5 f8e8 f5g6 e3g3 f6g5 g3g5 g6g5 e8f8 g5f6 f8e8 b7c8
6,Draw,Draw,1/2-1/2,256x20_20260605_lr1e-9,256x20_20260605_lr1e-9-170,d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 b1c3 c7c6 e2e3 b8d7 d1c2 f8d6 g2g4 h7h6 c1d2 d5c4 f1c4 b7b5 c4e2 c8b7 e1g1 e8g8 g4g5 h6g5 f3g5 b5b4 c3e4 f6e4 g5e4 c6c5 f2f4 c5d4 e4d6 d4e3 d2e3 b7d5 e2f3 d7f6 d6e4 d5e4 f3e4 f6e4 c2e4 a7a5 a2a3 b4a3 a1a3 a8b8 e3d4 f7f5 e4e5 f8f7 a3g3 b8b7 d4c3 a5a4 e5e6 a4a3 b2a3 d8e7 e6d5 e7d7 d5c4 d7c7 c4d5 c7d7 d5c4 b7c7 c4b3 c7b7 b3a2 g8h7 a2g2 h7g8 g2h3 d7e6 f1e1 e6d7 h3h5 b7b8 g3h3 d7a7 g1f1 a7a6 f1g2 a6b7 g2g1 b7a7 g1f1 a7a6 f1g2 a6b7 g2g1 b7a7 g1f1 a7a6 f1g2 a6b7 g2g1 b7a7 g1f1 a7a6 f1g2 a6b7 g2g3 b7c6 g3f2 c6b6 f2g2 b6b7
7,Draw,Draw,1/2-1/2,256x20_20260605_lr1e-9-170,256x20_20260605_lr1e-9,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c6 e2e3 b8d7 d1c2 f8d6 f1e2 e8g8 e1g1 d5c4 e2c4 b7b5 c4d3 c8b7 c1d2 b5b4 c3a4 c6c5 d4c5 d7c5 a4c5 d6c5 c2c5 d8d3 c5b4 b7f3 g2f3 a7a5 b4c3 d3e2 e3e4 f8d8 d2f4 d8d3 c3c6 a8e8 f4e3 e2f3 e4e5 f3g4 g1h1 f6e4 f2f3 e4g3 h2g3 g4h3 h1g1 h3g3 g1h1 g3h3 h1g1 h3g3 g1h1 g3h3 h1g1 h3g3 g1h1 g3h3 h1g1 h3g3 g1h1 g3h3 h1g1 h3g3
8,Loss,256x20_20260605_lr1e-9,1-0,256x20_20260605_lr1e-9,256x20_20260605_lr1e-9-170,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c6 e2e3 b8d7 d1c2 f8d6 f1e2 e8g8 e1g1 d5c4 e2c4 b7b5 c4d3 c8b7 c1d2 b5b4 c3a4 c6c5 d4c5 d7c5 a4c5 d6c5 c2c5 d8d3 d2b4 b7f3 g2f3 f6d5 b4a3 d3e2 c5d4 f8d8 d4g4 h7h5 g4g3 h5h4 g3h4 d5e3 f2e3 d8d2 h4g3 e2e3 g1h1 e3h6 f1g1 g7g6 h2h4 a7a5 a1d1 d2c2 d1d4 h6g7 h4h5 g7h6 d4h4 h6g7 h5g6 f7g6 h4g4 g7h6 g4h4 h6g7 g3h3 g8f7 h4h7 a8g8 h7g7 g8g7 h3h8 g7g8 h8h7 g8g7 h7h6 g7g8 h6h7 g8g7 h7h6 a5a4 h6f4 f7g8 f4f8 g8h7 g1g4 g6g5 f3f4 c2c1 h1g2 c1c2 g2f3 c2c1 f4g5 h7g6 f8f6 g6h5 f6h6
9,Draw,Draw,1/2-1/2,256x20_20260605_lr1e-9-170,256x20_20260605_lr1e-9,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c6 e2e3 b8d7 d1c2 f8d6 f1e2 e8g8 e1g1 d5c4 e2c4 b7b5 c4d3 c8b7 c1d2 b5b4 c3a4 c6c5 d4c5 d7c5 a4c5 d6c5 c2c5 d8d3 d2b4 b7f3 g2f3 f6d5 b4a3 d3e2 c5d4 f8d8 d4e4 d5f6 e4f4 d8d5 e3e4 d5d3 f1e1 e2f3 f4f3 d3f3 g1g2 f3d3 a3b4 a7a5 b4c3 a5a4 f2f3 f6h5 g2f2 h5f4 e1d1 f7f6 d1d2 a4a3 d2d3 a3b2 c3b2 f4d3 f2g3 d3b2 a2a4 a8a4 a1b1 a4b4 h2h4 h7h5 b1a1 b2d3 a1a8 g8h7 a8a3 g7g5 h4g5 f6g5 g3g2 h5h4 g2f1 b4b1 f1g2 b1b2 g2f1 h4h3 f1g1 h3h2 g1h1 d3f2 h1h2 f2e4 h2g1 e4d2 g1f2 d2f3 f2g3 f3d4 g3g4 h7g6 g4h3 g5g4 h3g4 b2g2 g4h3 g2g1 h3h2 d4f3 h2h3 e6e5 a3f3 e5e4 f3f4 e4e3 f4e4 g6f5 e4e3 f5f4 h3h2 f4e3 h2g1
10,Loss,256x20_20260605_lr1e-9,1-0,256x20_20260605_lr1e-9,256x20_20260605_lr1e-9-170,d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 b1c3 c7c6 e2e3 b8d7 d1c2 f8d6 f1e2 e8g8 e1g1 d5c4 e2c4 b7b5 c4d3 c8b7 c1d2 b5b4 c3a4 c6c5 d4c5 d7c5 a4c5 d6c5 c2c5 d8d3 d2b4 b7f3 g2f3 f6d5 b4a3 d3g6 g1h1 g6h5 f1g1 h5f3 g1g2 g7g6 c5d4 f8e8 b2b3 e6e5 d4g4 f3g4 g2g4 f7f5 g4c4 f5f4 e3f4 d5f4 a1d1 a7a5 a3b2 a5a4 b3a4 g6g5 b2c3 e5e4 a4a5 h7h6 a2a4 a8a7 h2h4 g8h7 d1d6 g5h4 a5a6 a7f7 c3d4 f4e6 d4e3 e6g5 a6a7 g5e6 c4b4 f7e7 b4b8 e6c7 d6h6 h7g7 h6h4 g7f7 h4h7 f7g6 h7h6 g6f7 e3f4 c7a8 h6h7 f7g6 h7h6 g6f7 f4g5 e7e5 h6h7 f7g6 h7h8 g6f7 g5h4 f7g6 h1g1 g6f7 g1f1 f7g6 f1g2 g6f7 g2h3 f7g6 h3g4 g6f7 g4f4 f7g6 f4e3 g6f7 h4f6 e5e6 f6d4 e8h8 b8h8 f7g6 a4a5 g6f7 h8a8 f7g6 a8b8 g6f7 a7a8q f7g6 b8g8 g6h5 a8d5 h5h6 d5e6 h6h7 g8h8
