game_id,model_a_outcome,winner,result_score,white_agent,black_agent,moves
1,Loss,maia-2200,0-1,128x10_20260605_lr1e-9-280,maia-2200,d2d4 g8f6 g1f3 g7g6 c2c4 f8g7 b1c3 e8g8 e2e4 d7d6 h2h3 e7e5 d4d5 a7a5 c1e3 b8a6 f3d2 a6c5 g2g4 f6d7 h3h4 f7f5 g4f5 g6f5 e4f5 f8f5 d2e4 c5e4 c3e4 d7f6 h1g1 f6e4 f1d3 d8h4 d1c2 f5f4 e1c1 e4f2 e3f2 f4f2 c1b1 f2c2 d3c2 c8g4 g1g4 h4g4 c4c5 a8f8 c5c6 b7c6 d5c6 f8f2 d1c1 g7h6 a2a3 h6c1 a3a4 g4g1 b1a2 f2c2 a2a3 g1d4 a3b3 d4b2
2,Draw,Draw,1/2-1/2,maia-2200,128x10_20260605_lr1e-9-280,e2e4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 g8f6 b1c3 c6d4 d1d4 d7d6 c1g5 h7h6 g5f6 g7f6 e1c1 a7a6 f2f4 e7e6 e4e5 f6e5 f4e5 d6d5 f1d3 h8g8 h1f1 g8g2 d4f4 g2g7 f4h6 d8g5 h6g5 g7g5 d1e1 a8b8 h2h4 g5h5 f1f4 b7b5 e1f1 b5b4 c3e2 a6a5 f4f7 f8e7 d3g6 h5h4 f7h7 e8d8 f1f7 b8b7 h7h4 e7h4 f7f8 d8c7 e2d4 b7b8 f8f7 c7b6 f7f8 a5a4 g6e8 a4a3 b2a3 b4a3 e8f7 h4g5 c1d1 g5f4 f7e6 f4e5 f8c8 b8c8 e6c8 e5d4 c8e6 b6c6 d1d2 c6d6 e6g8 d6c5 d2d3 d4b2 c2c3 d5d4 c3d4 b2d4 d3c2 c5b4 g8f7 d4c5 f7b3 b4b5 c2c3 b5b6 c3c4 b6c6 b3a4 c6b6 a4b3 b6c6 b3a4 c6b6 a4b3 c5d6 c4d5 d6c5 d5c4 c5d6 c4d5 b6c7 d5e6 d6c5 e6d5 c7b6 d5c4
3,Loss,maia-2200,0-1,128x10_20260605_lr1e-9-280,maia-2200,e2e4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 g8f6 b1c3 e7e5 d4b5 d7d6 c3d5 f6d5 e4d5 c6b8 c2c4 a7a6 b5c3 f8e7 f1e2 e8g8 e1g1 f7f5 a1b1 b8d7 b2b4 d7f6 c4c5 c8d7 a2a4 a8c8 c5c6 b7c6 e2a6 c8a8 d5c6 d7c6 b4b5 c6e8 c3d5 f6d5 d1d5 e8f7 d5c6 d6d5 a4a5 d8a5 h2h3 d5d4 c1d2 a5d2 c6c7 e7f6 b5b6 f7d5 b6b7 a8b8 b1b5 d5e4 b5b6 d2g5 f2f3 e4d5 b6b5 d5f7 f3f4 e5f4 b5c5 d4d3 g1h1 d3d2 a6e2 f6d4 c5f5 g5f5 c7c8 f5c8 b7c8q f8c8 h1h2 d4e3 g2g3 f4g3 h2g3 c8c1 h3h4 c1f1 h4h5 f1e1 g3g4 e1e2 h5h6 d2d1q g4f5 d1f1 f5e4 b8e8 e4d3 f1d1 d3c3 d1d4
4,Loss,maia-2200,1-0,maia-2200,128x10_20260605_lr1e-9-280,e2e4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 g8f6 b1c3 c6d4 d1d4 d7d6 c1g5 h7h6 g5f6 g7f6 e1c1 h6h5 f1b5 c8d7 b5d7 d8d7 c3d5 a8c8 d4a7 f6f5 a7d4 f5e4 d4h8 d7c6 d5c3 e7e6 h8h5 d6d5 f2f3 e4e3 h1e1 c6b6 d1d3 d5d4 h5b5 b6b5 c3b5 e6e5 c2c3 b7b6 c1c2 c8c5 a2a4 f7f6 b2b4 c5c4 c2b3 c4c6 c3d4 e5d4 d3d4 c6e6 d4e4 f6f5 e4e6 e8d8 e1e3 f5f4 e3e4 d8d7 e6b6 d7d8 b6b8 d8d7 b8f8 d7c6 f8f6 c6b7 e4e7 b7b8 f6f8
5,Loss,maia-2200,0-1,128x10_20260605_lr1e-9-280,maia-2200,d2d4 g8f6 g1f3 g7g6 c2c4 f8g7 b1c3 e8g8 e2e4 d7d6 h2h3 e7e5 d4d5 a7a5 c1e3 b8a6 f3d2 a6c5 g2g4 f6d7 h3h4 f7f5 g4f5 g6f5 e4f5 f8f5 d2e4 c5e4 c3e4 d7f6 h1g1 f6e4 f1d3 d8h4 d1c2 f5f4 e1c1 e4f2 e3f2 f4f2 c1b1 f2c2 d3c2 c8g4 g1g4 h4g4 c4c5 a8f8 c5c6 b7c6 d5c6 f8f2 d1c1 g7h6 a2a3 h6c1 a3a4 g4g1 b1a2 f2c2 a2a3 g1d4 a3b3 d4b2
6,Draw,Draw,1/2-1/2,maia-2200,128x10_20260605_lr1e-9-280,e2e4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 g8f6 b1c3 c6d4 d1d4 d7d6 c1g5 h7h6 g5f6 g7f6 e1c1 a7a6 f2f4 e7e6 e4e5 f6e5 f4e5 d6d5 f1d3 h8g8 h1f1 g8g2 d4f4 g2g7 f4h6 d8g5 h6g5 g7g5 d1e1 a8b8 h2h4 g5h5 f1f4 b7b5 e1f1 b5b4 c3e2 a6a5 f4f7 f8e7 d3g6 h5h4 f7h7 e8d8 f1f7 b8b7 h7h4 e7h4 f7f8 d8c7 e2d4 b7b8 f8f7 c7b6 f7f8 a5a4 g6e8 a4a3 b2a3 b4a3 e8f7 h4g5 c1d1 g5f4 f7e6 f4e5 f8c8 b8c8 e6c8 e5d4 c8e6 b6c6 d1d2 c6d6 e6g8 d6c5 d2d3 d4b2 c2c3 d5d4 c3d4 b2d4 d3c2 c5b4 g8f7 d4c5 f7b3 b4b5 c2c3 b5b6 c3c4 b6c6 b3a4 c6b6 a4b3 b6c6 b3a4 c6b6 a4b3 c5d6 c4d5 d6c5 d5c4 c5d6 c4d5 b6c7 d5e6 d6c5 e6d5 c7b6 d5c4
7,Loss,maia-2200,0-1,128x10_20260605_lr1e-9-280,maia-2200,e2e4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 g8f6 b1c3 e7e5 d4b5 d7d6 c3d5 f6d5 e4d5 c6b8 c2c4 a7a6 b5c3 f8e7 f1e2 e8g8 e1g1 f7f5 a1b1 b8d7 b2b4 d7f6 c4c5 c8d7 a2a4 a8c8 c5c6 b7c6 e2a6 c8a8 d5c6 d7c6 b4b5 c6e8 c3d5 f6d5 d1d5 e8f7 d5c6 d6d5 a4a5 d8a5 h2h3 d5d4 c1d2 a5d2 c6c7 e7f6 b5b6 f7d5 b6b7 a8b8 b1b5 d5e4 b5b6 d2g5 f2f3 e4d5 b6b5 d5f7 f3f4 e5f4 b5c5 d4d3 g1h1 d3d2 a6e2 f6d4 c5f5 g5f5 c7c8 f5c8 b7c8q f8c8 h1h2 d4e3 g2g3 f4g3 h2g3 c8c1 h3h4 c1f1 h4h5 f1e1 g3g4 e1e2 h5h6 d2d1q g4f5 d1f1 f5e4 b8e8 e4d3 f1d1 d3c3 d1d4
8,Loss,maia-2200,1-0,maia-2200,128x10_20260605_lr1e-9-280,e2e4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 g8f6 b1c3 c6d4 d1d4 d7d6 c1g5 h7h6 g5f6 g7f6 e1c1 h6h5 f1b5 c8d7 b5d7 d8d7 c3d5 a8c8 d4a7 f6f5 a7d4 f5e4 d4h8 d7c6 d5c3 e7e6 h8h5 d6d5 f2f3 e4e3 h1e1 c6b6 d1d3 d5d4 h5b5 b6b5 c3b5 e6e5 c2c3 b7b6 c1c2 c8c5 a2a4 f7f6 b2b4 c5c4 c2b3 c4c6 c3d4 e5d4 d3d4 c6e6 d4e4 f6f5 e4e6 e8d8 e1e3 f5f4 e3e4 d8d7 e6b6 d7d8 b6b8 d8d7 b8f8 d7c6 f8f6 c6b7 e4e7 b7b8 f6f8
9,Loss,maia-2200,0-1,128x10_20260605_lr1e-9-280,maia-2200,e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 h2h3 e7e5 d4e2 c8e6 e2g3 f8e7 f1e2 e8g8 e1g1 b8d7 a2a4 a8c8 a4a5 d8c7 c3d5 e6d5 e4d5 c7c2 d1c2 c8c2 g3f5 f6d5 f1d1 d7f6 f5e7 d5e7 d1d6 c2e2 g1f1 e2c2 d6b6 c2c7 b2b3 e7d5 c1a3 f8c8 b6d6 h7h6 f2f3 c7c2 d6d5 f6d5 g2g3 d5e3 f1e1 e3g2 e1f1 g2e3 f1e1 c2h2 a1a2 c8c2 a2b2 h2h1
10,Draw,Draw,1/2-1/2,maia-2200,128x10_20260605_lr1e-9-280,e2e4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 g8f6 b1c3 c6d4 d1d4 d7d6 c1g5 h7h6 g5f6 g7f6 e1c1 h6h5 f1b5 c8d7 b5d7 d8d7 c3d5 a8c8 d4a7 h5h4 c1b1 e7e6 d5f6 e8d8 f6d7 d8d7 a7b7 c8c7 b7b5 c7c6 e4e5 h8h5 b5b7 c6c7 b7b5 c7c6 b5b7 c6c7 b7b5 c7c6 b5b7 c6c7 b7b5 c7c6 b5b7 c6c7 b7b5 c7c6
