game_id,model_a_outcome,winner,result_score,white_agent,black_agent,moves
1,Win,192x16_20260522_lr1e-9-280,1-0,192x16_20260522_lr1e-9-280,maia-2200,g1f3 g8f6 d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 c1f4 e8g8 e2e3 c7c5 d4c5 e7c5 a2a3 a7a5 d1c2 b8c6 a1d1 d8e7 c4d5 e6d5 f1e2 c8e6 e1g1 f8d8 c3b5 a8c8 h2h3 f6e4 e2d3 e6f5 c2e2 f5g6 d3c2 g6h5 g2g4 h5g6 c2b3 e4f6 f1e1 g6e4 f3d4 c6d4 e3d4 c5d6 b5d6 d8d6 f4d6 e7d6 d1c1 c8e8 b3a4 e8f8 e2e3 h7h5 g4g5 f6h7 h3h4 f7f6 g5g6 e4g6 e3e6 d6e6 e1e6 g6f5 e6b6 f8f7 a4b3 f5e4 c1c5 h7f8 b3d5 e4d5 c5d5 f8g6 d5h5 g6f4 h5a5 f4e2 g1f1 e2d4 a5d5 d4f3 h4h5 g8h7 a3a4 f3e5 d5b5 h7h6 b6b7 f7b7 b5b7 h6h5 a4a5 g7g5 a5a6 e5c6 b2b4 f6f5 b4b5 c6d4 a6a7 h5g4 b5b6 d4b5 b7d7 f5f4 a7a8q f4f3 a8d5 b5c3 d5e6 g4h4 d7h7
2,Draw,Draw,1/2-1/2,maia-2200,192x16_20260522_lr1e-9-280,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 f8e7 f1d3 e4f6 e1g1 e8g8 h2h3 c7c5 c2c3 b8c6 f1e1 c8e6 c1g5 h7h6 g5h4 d8b6 d1c2 c5d4 c3d4 c6b4 c2d2 b4d3 d2d3 b6b2 b1c3 a8c8 a1c1 f6d5 c3d5 e7h4 c1c8 b2f2 g1h1 f8c8 e1e6 f7e6 d5e7 h4e7 d3g6 c8c1 h1h2 g8f8 g6e6 c1c2 e6f5 e7f6 f5g6 c2a2 h3h4 f2f3 g6g3 f3d5 g3g6 a2d2 g6g4 d2d4 g4c8 f8e7 c8c7 e7f8 c7c8 f8e7 c8c7 e7e6 c7c8 e6f7 c8d7 f7f8 d7c8 f8e7 c8c7 e7e6 c7c8 e6f7 c8d7 f7f8 d7c8 f8f7 c8d7 f7f8 d7c8
3,Loss,maia-2200,0-1,192x16_20260522_lr1e-9-280,maia-2200,g1f3 g8f6 d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 c1f4 e8g8 e2e3 c7c5 d4c5 e7c5 a2a3 b8c6 d1c2 d5d4 e1c1 d4c3 d1d8 f8d8 b2b4 c5e7 f4c7 d8d7 c7g3 a7a5 b4b5 e7a3 c1b1 c6b4 c2a4 c3c2 a4c2 b4c2 b1c2 b7b6 f3e5 d7d8 f1d3 c8b7 e5c6 b7c6 b5c6 a8c8 c6c7 d8d7 h1d1 a3d6 g3d6 d7d6 d3e2 d6d1 c2d1 c8c7 d1c2 g8f8 g2g4 f8e7 g4g5 f6d7 h2h4 d7e5 c2b3 e7d6 h4h5 d6c5 f2f4 e5c6 e2d3 c7d7 d3h7 d7d1 h7g8 d1d3 b3a4 d3e3 h5h6 g7h6 g5h6 e3h3 h6h7 c5c4 h7h8n h3h8 g8f7 b6b5 a4a3 b5b4 a3a2 a5a4 f7e6 c4b5 e6d7 b4b3 a2a3 h8d8 d7c6 b5c6 a3b2 d8f8 b2a3 f8f4 a3b2 c6c5 b2a3 c5c4 a3a4 b3b2 a4a5 b2b1q a5a6 f4f6 a6a7 f6f7 a7a6 b1b5
4,Win,192x16_20260522_lr1e-9-280,0-1,maia-2200,192x16_20260522_lr1e-9-280,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 f8e7 f1d3 d6d5 e1g1 e8g8 c2c4 e4f6 b1c3 b8c6 h2h3 c6b4 d3b1 d5c4 a2a3 b4d5 d1c2 c7c6 c1g5 g7g6 f1e1 c8f5 c2c1 f5b1 a1b1 f8e8 f3e5 f6h5 g5e7 e8e7 e5c4 d5f4 c1d2 e7e1 b1e1 d8g5 g2g3 f4h3 g1g2 h5f4 g2h2 g5h6 g3f4 h3f4 h2g3 g6g5 e1h1 h6h1 d2f4 g5f4 g3f4 a8d8 f4e3 h1e1 e3d3 e1f1 c3e2 d8e8 c4e3 f1f2 e3g4 f2e2 d3c3 g8g7 g4e5 c6c5 c3b3 c5d4 e5c4 b7b5 c4d6 e8e3 b3a2 e3e5 d6e8 e5e8 a3a4 e2c4 b2b3 e8e2 a2a1 c4c1
5,Win,192x16_20260522_lr1e-9-280,1-0,192x16_20260522_lr1e-9-280,maia-2200,g1f3 g8f6 d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 c1f4 e8g8 e2e3 c7c5 d4c5 e7c5 a2a3 a7a5 d1c2 b8c6 a1d1 d8e7 c4d5 e6d5 f1e2 c8e6 e1g1 f8d8 c3b5 a8c8 h2h3 f6e4 e2d3 e6f5 c2e2 f5g6 d3c2 g6h5 g2g4 h5g6 c2b3 e4f6 f1e1 g6e4 f3d4 c6d4 e3d4 c5d6 b5d6 d8d6 f4d6 e7d6 d1c1 c8e8 b3a4 e8f8 e2e3 h7h5 g4g5 f6h7 h3h4 f7f6 g5g6 e4g6 e3e6 d6e6 e1e6 g6f5 e6b6 f8f7 a4b3 f5e4 c1c5 h7f8 b3d5 e4d5 c5d5 f8g6 d5h5 g6f4 h5a5 f4e2 g1f1 e2d4 a5d5 d4f3 h4h5 g8h7 a3a4 f3e5 d5b5 h7h6 b6b7 f7b7 b5b7 h6h5 a4a5 g7g5 a5a6 e5c6 b2b4 f6f5 b4b5 c6d4 a6a7 h5g4 b5b6 d4b5 b7d7 f5f4 a7a8q f4f3 a8d5 b5c3 d5e6 g4h4 d7h7
6,Draw,Draw,1/2-1/2,maia-2200,192x16_20260522_lr1e-9-280,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 f8e7 f1d3 e4f6 e1g1 e8g8 h2h3 c7c5 c2c3 b8c6 f1e1 c8e6 c1g5 h7h6 g5h4 d8b6 d1c2 c5d4 c3d4 c6b4 c2d2 b4d3 d2d3 b6b2 b1c3 a8c8 a1c1 f6d5 c3d5 e7h4 c1c8 b2f2 g1h1 f8c8 e1e6 f7e6 d5e7 h4e7 d3g6 c8c1 h1h2 g8f8 g6e6 c1c2 e6f5 e7f6 f5g6 c2a2 h3h4 f2f3 g6g3 f3d5 g3g6 a2d2 g6g4 d2d4 g4c8 f8e7 c8c7 e7f8 c7c8 f8e7 c8c7 e7e6 c7c8 e6f7 c8d7 f7f8 d7c8 f8e7 c8c7 e7e6 c7c8 e6f7 c8d7 f7f8 d7c8 f8f7 c8d7 f7f8 d7c8
7,Loss,maia-2200,0-1,192x16_20260522_lr1e-9-280,maia-2200,g1f3 g8f6 d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 c1f4 e8g8 e2e3 c7c5 d4c5 e7c5 a2a3 b8c6 d1c2 d5d4 e1c1 d4c3 d1d8 f8d8 b2b4 c5e7 f4c7 d8d7 c7g3 a7a5 b4b5 e7a3 c1b1 c6b4 c2a4 c3c2 a4c2 b4c2 b1c2 b7b6 f3e5 d7d8 f1d3 c8b7 e5c6 b7c6 b5c6 a8c8 c6c7 d8d7 h1b1 a3c5 b1d1 f6e8 d3e4 d7d1 c2d1 e8c7 e4b7 c8d8 d1c2 c7e8 b7c6 e8d6 c2b3 d6f5 g3c7 d8c8 g2g4 f5e7 c6b7 c8c7 b7h1 c7d7 h1e4 f7f5 g4f5 e6f5 e4b1 d7d2 h2h4 d2f2 b1c2 f2c2 b3c2 c5e3 c2d3 e3c5 h4h5 g7g5 h5g6 h7g6 d3d2 g6g5 d2c2 g5g4 c2d2 g4g3 d2e2 g3g2 e2d1 g2g1q d1d2 g1e3 d2c2 f5f4 c2b1 f4f3 b1a1 f3f2 a1a2 f2f1q a2b2 f1f2 b2b1 e3e1
8,Win,192x16_20260522_lr1e-9-280,0-1,maia-2200,192x16_20260522_lr1e-9-280,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 f8e7 f1d3 d6d5 e1g1 e8g8 c2c4 e4f6 b1c3 b8c6 h2h3 c6b4 d3b1 d5c4 a2a3 b4d5 d1c2 c7c6 c1g5 g7g6 f1e1 c8f5 c2c1 f5b1 a1b1 f8e8 f3e5 f6h5 g5e7 e8e7 e5c4 d5f4 c1d2 e7e1 b1e1 d8g5 g2g3 f4h3 g1g2 h5f4 g2h2 g5h6 g3f4 h3f4 h2g3 g6g5 e1h1 h6h1 d2f4 g5f4 g3f4 a8d8 f4e3 h1e1 e3d3 e1f1 c3e2 d8e8 c4e3 f1f2 e3g4 f2e2 d3c3 g8g7 g4e5 c6c5 c3b3 c5d4 e5c4 b7b5 c4d6 e8e3 b3a2 e3e5 d6e8 e5e8 a3a4 e2c4 b2b3 e8e2 a2a1 c4c1
9,Draw,Draw,1/2-1/2,192x16_20260522_lr1e-9-280,maia-2200,g1f3 g8f6 d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 c1f4 e8g8 e2e3 c7c5 d4c5 e7c5 a2a3 a7a5 d1c2 b8c6 a1d1 d8e7 c4d5 e6d5 f1e2 c8e6 e1g1 f8d8 c3b5 a8c8 h2h3 f6e4 e2d3 e6f5 b5c3 f5g6 c2b3 e4c3 b3c3 d5d4 e3d4 c6d4 f3d4 c5d4 c3a5 d4b2 d3g6 h7g6 a3a4 b2c3 a5b5 d8d1 f1d1 c8d8 d1d8 e7d8 b5b7 d8d1 g1h2 d1a4 b7b8 g8h7 f4e3 c3e5 b8e5 f7f6 e5e6 g6g5 g2g4 a4d1 e6f5 h7g8 f5e6 g8h7 e6e4 h7g8 e4e8 g8h7 e8e4 h7g8 e4e6 g8h7 e6e4 h7g8 e4e8 g8h7 e8e4 h7g8 e4e6 g8h7 e6e4
10,Draw,Draw,1/2-1/2,maia-2200,192x16_20260522_lr1e-9-280,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 b1c3 e4c3 d2c3 f8e7 c1e3 e8g8 d1d2 b8d7 e1c1 d7f6 f1d3 c7c5 h2h4 d8a5 c1b1 c8e6 c3c4 a5d2 d1d2 d6d5 c4d5 f6d5 f3g5 d5e3 f2e3 e7g5 h4g5 g7g6 d3e4 a8d8 h1d1 d8d2 d1d2 b7b6 b2b3 f7f6 d2d6 g8f7 g5f6 f7f6 e4d5 f8e8 d5e6 e8e6 d6d7 e6e7 d7e7 f6e7 b1c1 h7h5 c1d2 e7f6 d2e2 g6g5 e2f3 f6e5 c2c3 b6b5 e3e4 g5g4 f3e3 h5h4 a2a3 c5c4 b3c4 b5c4 a3a4 a7a5 e3f2 e5e4 f2e2 g4g3 e2d2 h4h3 g2h3 g3g2 d2e2 g2g1n e2f2 g1h3 f2g3 h3f4 g3g4 f4e2 g4g5 e2c3 g5f6 c3a4 f6e6 c4c3 e6d6 c3c2 d6c6 a4b2 c6b5 a5a4 b5b4 e4d4 b4a3 b2d1 a3a2 a4a3 a2a3 d4c4 a3a2 c4c3 a2a3 c3d3 a3b3 d1c3 b3b2 d3d2 b2b3 d2d3 b3b2 c3e2 b2b3 e2c3 b3b2 d3d2 b2b3 d2d3 b3b2 d3d2 b2b3 c3e2 b3b2 e2c3 b2b3 d2d3
