game_id,model_a_outcome,winner,result_score,white_agent,black_agent,moves
1,Draw,Draw,1/2-1/2,192x16_20260611_lr1e-9-110,192x16_20260611_lr1e-9,e2e4 e7e5 g1f3 g8f6 d2d4 e5d4 e4e5 f6e4 d1d4 d7d5 e5d6 e4d6 b1c3 b8c6 d4f4 f8e7 f1d3 c8e6 e1g1 h7h6 f1e1 d8d7 c3a4 b7b6 a4c3 g7g5 f4a4 a7a6 c3e4 e8g8 h2h4 b6b5 e4c5 b5a4 c5d7 e6d7 h4g5 h6g5 c1g5 e7g5 f3g5 f8b8 b2b3 g8g7 g5e4 c6b4 e4c5 d7c6 b3a4 b8e8 e1e8 a8e8 a2a3 b4d3 c2d3 a6a5 a1c1 c6d5 c5a6 c7c6 a6c7 e8e5 c1c5 d6b7 c5c1 b7d6 c1c5 d6b7 c5c1 b7d6 c1c5 d6b7 c5c1 b7d6 c1c5 d6b7 c5c1 b7d6
2,Win,192x16_20260611_lr1e-9-110,0-1,192x16_20260611_lr1e-9,192x16_20260611_lr1e-9-110,g1f3 g8f6 d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 c1f4 e8g8 e2e3 b7b6 c4d5 f6d5 c3d5 d8d5 f1d3 c8a6 e1g1 a6d3 d1d3 c7c5 e3e4 d5b7 d4d5 e6d5 e4d5 e7f6 a1e1 b8d7 b2b3 b6b5 f3d2 f6d4 d5d6 a8e8 e1e7 e8e7 d6e7 f8e8 f1e1 d7f6 f4d6 b7d5 d6g3 a7a6 d2f3 d4f2 g1f2 d5d3 g3h4 f6e4 e1e4 d3e4 h4g5 f7f6 g5d2 e4b1 h2h3 e8e7 a2a4 b1b3 a4b5 a6b5 h3h4 b3d3 f2g3 e7e2 h4h5 d3d6 g3h3 d6e6 h3g3 e6d6 g3h3 d6e6 h3g3 e6d6 g3h4 e2g2 d2e1 d6f4 h4h3 f4g4
3,Loss,192x16_20260611_lr1e-9,0-1,192x16_20260611_lr1e-9-110,192x16_20260611_lr1e-9,e2e4 e7e5 g1f3 g8f6 f3e5 d8e7 e5f3 f6e4 f1e2 d7d5 e1g1 c8e6 d2d4 b8c6 c2c4 d5c4 b1c3 e4c3 b2c3 e8c8 d1a4 e6d5 f1e1 e7d7 a1b1 d7f5 b1b2 f8d6 e2c4 d5f3 g2f3 h8e8 e1e8 d8e8 c1e3 f5f3 c4e2 f3h3 a4b5 d6h2 g1h1 h2f4 h1g1 f4h2 g1h1 h2f4 h1g1 f4h2 g1h1 h2f4 h1g1 h3h2 g1f1 h2h1
4,Win,192x16_20260611_lr1e-9-110,0-1,192x16_20260611_lr1e-9,192x16_20260611_lr1e-9-110,g1f3 g8f6 d2d4 d7d5 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d5c4 d3c4 b7b6 e1g1 c8b7 d1e2 b8d7 f1d1 d8e7 c4a6 b7a6 e2a6 b4c3 b2c3 f6e4 c1a3 c7c5 a6d3 f7f5 f3d2 e4d2 d1d2 d7f6 c3c4 f6e4 d2d1 e7h4 d3c2 a8c8 f2f3 e4d6 a1c1 f8d8 d4c5 b6c5 a3b2 h4e7 b2e5 d6f7 e5g3 h7h5 h2h4 g7g5 h4g5 e7g5 g3f4 g5f6 c1b1 e6e5 f4g3 h5h4 g3e1 d8d1 b1d1 h4h3 g2h3 f7g5 c2g2 g8h8 h3h4 g5f7 d1d7 c8g8 e1g3 f5f4 e3f4 e5f4 d7d5 g8g3 d5h5 h8g7 g2g3 f4g3 g1g2 f6f4 h5c5 f7e5 c5e5 f4e5 c4c5 e5e1 a2a3 e1f2 g2h3 g3g2 h3g4 f2c5 h4h5 g7h6 a3a4 g2g1n f3f4 c5h5 g4g3 h5f3 g3h2 g1e2 a4a5 f3g3 h2h1 g3g1
5,Draw,Draw,1/2-1/2,192x16_20260611_lr1e-9-110,192x16_20260611_lr1e-9,e2e4 e7e5 g1f3 g8f6 d2d4 e5d4 e4e5 f6e4 d1d4 d7d5 e5d6 e4d6 b1c3 b8c6 d4f4 f8e7 f1d3 c8e6 e1g1 h7h6 f1e1 d8d7 c3a4 b7b6 a4c3 g7g5 f4a4 a7a6 c3e4 e8g8 h2h4 b6b5 e4c5 b5a4 c5d7 e6d7 h4g5 h6g5 c1g5 e7g5 f3g5 f8b8 b2b3 g8g7 g5e4 c6b4 e4c5 d7c6 b3a4 b8e8 e1e8 a8e8 a2a3 b4d3 c2d3 a6a5 a1c1 c6d5 c5a6 c7c6 a6c7 e8e5 c1c5 d6b7 c5c1 b7d6 c1c5 d6b7 c5c1 b7d6 c1c5 d6b7 c5c1 b7d6 c1c5 d6b7 c5c1 b7d6
6,Loss,192x16_20260611_lr1e-9,1-0,192x16_20260611_lr1e-9,192x16_20260611_lr1e-9-110,g1f3 g8f6 d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 c1f4 e8g8 e2e3 b7b6 c4d5 f6d5 c3d5 d8d5 f1d3 c8a6 e1g1 a6d3 d1d3 c7c5 e3e4 d5b7 d4d5 f8d8 a1d1 b8c6 f1e1 c6b4 d3b3 e6d5 e4d5 b4d5 f4g3 e7f6 f3e5 b6b5 b3f3 c5c4 e5g4 f6b2 g4e3 b2c3 e3d5 c3e1 d5f6 g7f6 f3b7 d8d1 b7a8 g8g7 g1f1 e1c3 f1e2 d1d2 e2f3 d2a2 g3d6 h7h5 a8f8 g7g6 f8g8 g6f5 g8c8 f5g6 c8g8 g6f5 g8f7 a2d2 f7h5 f5e6 d6c5 d2d8 c5a7 c3e5 h5g4 e6f7 a7e3 c4c3 h2h4 c3c2 g4e4 d8c8 e4b7 c8c7 b7d5 f7g7 e3c1 b5b4 h4h5 c7c3 f3e2 c3c7 h5h6 g7h8 f2f4 e5a1 d5d8 h8h7 d8c7 h7h6 c7c2 a1d4 c2c4 d4a1 f4f5 h6g7 c4b4 g7f7 b4b3 f7g7 b3b4 g7f7 b4b3 f7g7 b3b7 g7g8 b7d5 g8g7 d5b7 g7g8 c1h6 a1e5 b7g7
7,Loss,192x16_20260611_lr1e-9,0-1,192x16_20260611_lr1e-9-110,192x16_20260611_lr1e-9,e2e4 e7e5 g1f3 g8f6 f3e5 d8e7 e5f3 f6e4 f1e2 d7d5 e1g1 c8e6 d2d4 b8c6 c2c4 d5c4 b1c3 e4c3 b2c3 e8c8 d1a4 e6d5 f1e1 e7d7 a1b1 d7f5 b1b2 f8d6 e2c4 d5f3 g2f3 h8e8 e1e8 d8e8 c1e3 f5f3 c4e2 f3h3 a4b5 d6h2 g1h1 h2f4 h1g1 f4h2 g1h1 h2f4 h1g1 f4h2 g1h1 h2f4 h1g1 h3h2 g1f1 h2h1
8,Win,192x16_20260611_lr1e-9-110,0-1,192x16_20260611_lr1e-9,192x16_20260611_lr1e-9-110,g1f3 g8f6 d2d4 d7d5 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d5c4 d3c4 b7b6 e1g1 c8b7 d1e2 b8d7 f1d1 d8e7 c4a6 b7a6 e2a6 b4c3 b2c3 f6e4 c1a3 c7c5 a6d3 f7f5 f3d2 e4d2 d1d2 d7f6 c3c4 f6e4 d2d1 e7h4 d3c2 a8c8 f2f3 e4d6 a1c1 f8d8 d4c5 b6c5 a3b2 h4e7 b2e5 d6f7 e5g3 h7h5 h2h4 g7g5 h4g5 e7g5 g3f4 g5f6 c1b1 e6e5 f4g3 h5h4 g3e1 d8d1 b1d1 h4h3 g2h3 f7g5 c2g2 g8h8 h3h4 g5f7 d1d7 c8g8 e1g3 f5f4 e3f4 e5f4 d7d5 g8g3 d5h5 h8g7 g2g3 f4g3 g1g2 f6f4 h5c5 f7e5 c5e5 f4e5 c4c5 e5e1 a2a3 e1f2 g2h3 g3g2 h3g4 f2c5 h4h5 g7h6 a3a4 g2g1n f3f4 c5h5 g4g3 h5f3 g3h2 g1e2 a4a5 f3g3 h2h1 g3g1
9,Win,192x16_20260611_lr1e-9-110,1-0,192x16_20260611_lr1e-9-110,192x16_20260611_lr1e-9,e2e4 e7e5 g1f3 g8f6 f3e5 d8e7 e5f3 f6e4 f1e2 d7d5 e1g1 c8e6 d2d3 e4f6 d3d4 h7h6 f1e1 b8d7 c2c4 d5c4 e2c4 e8c8 c4e6 f7e6 b1c3 g7g5 d1b3 e7b4 b3e6 b4b6 e6c4 f8d6 c1d2 c8b8 f3e5 d6e5 d4e5 d7e5 c4e2 e5d3 d2e3 b6b2 e2b2 d3b2 a1b1 b2c4 e3c5 h8e8 c5e7 f6d5 e7d8 e8d8 c3d5 b7b6 b1d1 d8d6 d5c3 d6d1 e1d1 c4d6 g2g4 b8c8 g1g2 a7a6 f2f4 g5f4 g2f3 b6b5 h2h4 b5b4 c3d5 a6a5 g4g5 h6g5 h4g5 d6f5 f3f4 f5g7 f4e5 c8d7 g5g6 d7c6 d5e7 c6c5 e7f5 g7e8 d1d8 b4b3 a2b3 a5a4 b3a4 e8g7 f5g7 c7c6 g7e6 c5b4 g6g7 b4b3 d8b8 b3a2 g7g8n a2a3 a4a5 a3a4 a5a6 a4a5 g8e7 a5a6 e5d6 a6a5 d6c6 a5a4 c6c5 a4a3 c5c4 a3a2 c4c3 a2a1 e7d5 a1a2 e6d4 a2a1 d4c2 a1a2 c2d4 a2a1 c3c2 a1a2 b8a8
10,Draw,Draw,1/2-1/2,192x16_20260611_lr1e-9,192x16_20260611_lr1e-9-110,g1f3 g8f6 d2d4 d7d5 c2c4 e7e6 b1c3 f8b4 e2e3 e8g8 f1d3 d5c4 d3c4 b7b6 e1g1 c8b7 d1e2 b8d7 f1d1 d8e7 c4a6 b7a6 e2a6 e6e5 c1d2 e5e4 f3h4 e7e6 c3b5 f6d5 d2b4 d5b4 a6b7 a8b8 b7c7 a7a6 b5c3 d7f6 c7e5 b4d3 e5e6 f7e6 d1d2 g7g5 h4f3 h7h6 f3e5 d3e5 d4e5 f6g4 c3e4 g4e5 a1c1 f8c8 c1c8 b8c8 g1f1 c8c1 f1e2 e5c4 d2d8 g8f7 b2b3 c4e5 h2h3 c1a1 d8d2 f7e7 f2f4 g5f4 e3f4 e5d7 d2c2 a6a5 e2f3 a1f1 f3e3 f1e1 e3f3 e1f1 f3e3 f1e1 e3f3 e1f1 f3e3 f1e1 e3f3 e1f1 f3e3 f1e1 e3f3 e1f1
