game_id,model_a_outcome,winner,result_score,white_agent,black_agent,moves
1,Win,48x5_20260617_lr1e-9-280,1-0,48x5_20260617_lr1e-9-280,maia-1100,e2e4 e7e6 d2d4 d7d5 b1c3 d5e4 c3e4 g8f6 e4f6 d8f6 g1f3 b8c6 c2c3 e6e5 c1g5 f6f5 f1d3 e5e4 d1e2 f8e7 d3e4 f5e6 d4d5 e6g4 d5c6 e7g5 c6b7 c8b7 e4b7 g5e7 b7a8 e8g8 a8d5 g4g2 h1g1 g2h3 e2e7 h3f5 d5e4 f5f4 f3g5 g7g6 e4d5 f4h2 d5f7 g8g7 g5e6 g7h6 e7g5
2,Win,48x5_20260617_lr1e-9-280,0-1,maia-1100,48x5_20260617_lr1e-9-280,e2e4 e7e6 d2d4 d7d5 e4e5 c7c5 c2c3 g8e7 g1f3 b8c6 f1b5 c8d7 e1g1 c5d4 c3d4 e7f5 b1c3 f8e7 c1g5 e7g5 f3g5 d8g5 f2f4 g5d8 d1g4 c6d4 b5d7 d8d7 a1d1 h7h5 g4g5 h5h4 h2h3 a8c8 g2g4 h4g3 g1g2 d7c6 d1c1 c6b6 c3a4 b6b5 c1c8 e8d7 c8h8 b5e2 g2h1 e2f1
3,Win,48x5_20260617_lr1e-9-280,1-0,48x5_20260617_lr1e-9-280,maia-1100,e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1g1 f6e4 d2d4 e5d4 f1e1 d7d5 f3d4 c8d7 c2c4 f8c5 c4d5 c6d4 e1e4 e8f8 b5d7 d8d7 c1e3 d7d5 b1c3 d5f5 e3d4 a8d8 d1a4 c5d4 e4d4 d8d4 a4d4 g7g6 d4h8 f8e7 a1e1 e7d6 e1d1 d6c6 h8d8 c6b6 c3d5 b6a6 d5c7 a6b6 c7d5 b6a6 d5c7 a6b6 c7d5 b6a6 d5c7 a6b6 c7d5 b6a6 a2a4 b7b6 b2b4 f5c2 d1e1 c2a4 d8c8 a6b5 c8d7 b5c4 d7a4 c4d5 a4d7 d5c4 d7f7 c4b4 f7a7 b6b5 e1b1 b4c4 a7d7 b5b4 d7c6 c4d4 c6d6 d4c4 b1b4 c4c3 d6c5 c3d3 b4d4 d3e2 c5e5
4,Win,48x5_20260617_lr1e-9-280,0-1,maia-1100,48x5_20260617_lr1e-9-280,e2e4 e7e6 d2d4 d7d5 e4e5 c7c5 c2c3 g8e7 g1f3 b8c6 f1b5 c8d7 e1g1 c5d4 c3d4 e7f5 b1c3 f8e7 a2a3 e8g8 b2b4 a7a5 b4a5 c6a5 b5d7 d8d7 a3a4 f8c8 c3b5 c8c4 c1a3 a5c6 a3e7 d7e7 b5d6 f5d6 e5d6 e7d6 d1b3 d6b4 b3b4 c6b4 f3e5 c4d4 e5d7 d4c4 d7b6 a8a6 b6c4 d5c4 f1c1 a6c6 a1b1 b4d3 c1c3 b7b6 a4a5 b6b5 b1b5 g7g6 h2h3 d3f4 g1h2 f4d5 c3a3 c4c3 a5a6 c3c2 a3a1 c6a6 a1c1 a6c6 b5b2 g8g7 b2c2 c6c2 c1c2 g7f6 h2g3 g6g5 g3g4 f6g6 h3h4 g5h4 g4h4 d5f4 g2g3 f4d5 f2f4 d5e3 c2e2 e3f5 h4g4 h7h5 g4h3 g6f6 g3g4 h5g4 h3g4 f5h6 g4f3 h6f5 e2h2 f5e7 f3g4 e7f5 h2h7 f6g6 h7h5 f5e3 g4f3 g6h5 f3e3 h5g4 e3e4 f7f6 e4e3 f6f5 e3f2 g4f4 f2e2 f4g3 e2e3 f5f4 e3e2 g3g2 e2e1 f4f3 e1d2 g2g3 d2e1 g3g2 e1d2 g2g3 d2e1 g3g2 e1d2 f3f2 d2e2 f2f1q e2e3 g2g3 e3e4 f1f5 e4d4 f5d5 d4e3 e6e5 e3e2 e5e4 e2e1 g3f3 e1f1 d5d1
5,Win,48x5_20260617_lr1e-9-280,1-0,48x5_20260617_lr1e-9-280,maia-1100,e2e4 e7e6 d2d4 d7d5 b1c3 d5e4 c3e4 g8f6 e4f6 d8f6 g1f3 b8c6 c2c3 e6e5 c1g5 f6f5 f1d3 e5e4 d1e2 f8e7 d3e4 f5e6 d4d5 e6g4 d5c6 e7g5 c6b7 c8b7 e4b7 g5e7 b7a8 e8g8 a8d5 g4g2 h1g1 g2h3 e2e7 h3f5 d5e4 f5f4 f3g5 g7g6 e4d5 f4h2 d5f7 g8g7 g5e6 g7h6 e7g5
6,Win,48x5_20260617_lr1e-9-280,0-1,maia-1100,48x5_20260617_lr1e-9-280,e2e4 e7e6 d2d4 d7d5 e4e5 c7c5 c2c3 g8e7 g1f3 b8c6 f1b5 c8d7 e1g1 c5d4 c3d4 e7f5 b1c3 f8e7 c1g5 e7g5 f3g5 d8g5 f2f4 g5d8 d1g4 c6d4 b5d7 d8d7 a1d1 h7h5 g4g5 h5h4 h2h3 a8c8 g2g4 h4g3 g1g2 d7c6 d1c1 c6b6 c3a4 b6b5 c1c8 e8d7 c8h8 b5e2 g2h1 e2f1
7,Win,48x5_20260617_lr1e-9-280,1-0,48x5_20260617_lr1e-9-280,maia-1100,e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1g1 f6e4 d2d4 e5d4 f1e1 d7d5 f3d4 c8d7 c2c4 f8c5 c4d5 c6d4 e1e4 e8f8 b5d7 d8d7 c1e3 d7d5 b1c3 d5f5 e3d4 a8d8 d1a4 c5d4 e4d4 d8d4 a4d4 g7g6 d4h8 f8e7 a1e1 e7d6 e1d1 d6c6 h8d8 c6b6 c3d5 b6a6 d5c7 a6b6 c7d5 b6a6 d5c7 a6b6 c7d5 b6a6 d5c7 a6b6 c7d5 b6a6 d5c7 a6b6 c7d5 b6a6 a2a4 b7b6 b2b4 f5c2 d1e1 c2a4 d8c8 a6b5 c8d7 b5c4 d7a4 c4d5 a4d7 d5c4 d7f7 c4b4 f7a7 b6b5 e1b1 b4c4 a7d7 b5b4 d7c6 c4d4 c6d6 d4c4 b1b4 c4c3 d6c5 c3d3 b4d4 d3e2 c5e5
8,Win,48x5_20260617_lr1e-9-280,0-1,maia-1100,48x5_20260617_lr1e-9-280,e2e4 e7e6 d2d4 d7d5 e4e5 c7c5 c2c3 g8e7 g1f3 b8c6 f1b5 c8d7 e1g1 c5d4 c3d4 e7f5 b1c3 f8e7 a2a3 e8g8 b2b4 a7a5 b4a5 c6a5 b5d7 d8d7 a3a4 f8c8 c3b5 c8c4 c1a3 a5c6 a3e7 d7e7 b5d6 f5d6 e5d6 e7d6 d1b3 d6b4 b3b4 c6b4 f3e5 c4d4 e5d7 d4c4 d7b6 a8a6 b6c4 d5c4 f1c1 a6c6 a1b1 b4d3 c1c3 b7b6 a4a5 b6b5 b1b5 g7g6 h2h3 d3f4 g1h2 f4d5 c3a3 c4c3 a5a6 c3c2 a3a1 c6a6 a1c1 a6c6 b5b2 g8g7 b2c2 c6c2 c1c2 g7f6 h2g3 g6g5 g3g4 f6g6 h3h4 g5h4 g4h4 d5f4 g2g3 f4d5 f2f4 d5e3 c2e2 e3f5 h4g4 h7h5 g4h3 g6f6 g3g4 h5g4 h3g4 f5h6 g4f3 h6f5 e2h2 f5e7 f3g4 e7f5 h2h7 f6g6 h7h5 f5e3 g4f3 g6h5 f3e3 h5g4 e3e4 f7f6 e4e3 f6f5 e3f2 g4f4 f2e2 f4g3 e2e3 f5f4 e3e2 g3g2 e2e1 f4f3 e1d2 g2g3 d2e1 g3g2 e1d2 g2g3 d2e1 g3g2 e1d2 f3f2 d2e2 f2f1q e2e3 g2g3 e3e4 f1f5 e4d4 f5d5 d4e3 e6e5 e3e2 e5e4 e2e1 g3f3 e1f1 d5d1
9,Loss,maia-1100,0-1,48x5_20260617_lr1e-9-280,maia-1100,e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1g1 f6e4 d2d4 e5d4 f1e1 d7d5 f3d4 c8d7 d4c6 d7c6 b5c6 b7c6 c2c4 f8c5 c1e3 c5e3 e1e3 e8g8 c4d5 c6d5 b1c3 e4c3 e3c3 d5d4 c3d3 c7c5 a1c1 a8c8 b2b3 a7a5 c1c4 d8d5 h2h3 f8e8 c4c1 h7h6 d3d2 d5g5 d2d3 g5d5 d3d2 d5g5 d2c2 e8e5 d1d3 c8e8 c1f1 e5e1 f2f4 g5h5 g1h2 e8e3 d3c4 e1f1 c4f1 d4d3 c2d2 h5f5 d2d1 f5e4 f1f2 e3e2 f2f3 e4f3 d1g1 f3f4 h2h1 d3d2 a2a3 e2e1 g2g4 e1g1 h1g1 d2d1q g1g2 d1f3 g2g1 f4g3
10,Loss,maia-1100,1-0,maia-1100,48x5_20260617_lr1e-9-280,e2e4 e7e6 d2d4 d7d5 e4e5 c7c5 c2c3 g8e7 g1f3 b8c6 f1b5 c8d7 e1g1 c5d4 c3d4 e7f5 c1g5 d8b6 b1c3 c6d4 b5d7 e8d7 f3d4 f5d4 g5e3 f8c5 c3a4 b6b4 a4c5 b4c5 e3d4 c5b5 a2a4 b5a5 d4c3 a5c7 a1c1 c7b6 c3d4 b6b4 d4c3 b4e7 d1b3 b7b6 b3b5 d7d8 c3b4 e7d7 c1c6 a8c8 c6d6 c8c7 d6d7 c7d7 f1c1 h7h5 a4a5 d7b7 a5b6 h5h4 b5c6 b7b6 c6c8
