game_id,model_a_outcome,winner,result_score,white_agent,black_agent,moves
1,Win,128x10_20260531_lr1e-9-50,1-0,128x10_20260531_lr1e-9-50,128x10_20260531_lr1e-9,d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 b1c3 a7a6 c4d5 e6d5 a2a3 h7h6 d1c2 b8c6 e2e3 f8d6 f1d3 e8g8 h2h3 f8e8 e1g1 c6e7 e3e4 f6e4 c3e4 d5e4 d3e4 c7c6 f1e1 a6a5 c1d2 e7d5 e1e2 d5f6 e4d3 e8e2 d3e2 c8e6 e2d3 e6d5 a1e1 a5a4 f3e5 d6c7 c2c1 f6e4 e1e4 f7f6 e5f3 f6f5 e4e1 d5f3 g2f3 g8h8 g1f1 d8d4 c1c2 d4d5 f3f4 a8d8 f1g1 d5d3 c2d3 d8d3 d2c3 h8g8 e1e7 c7b6 g1f1 d3c3 b2c3 g8f8 e7b7 g7g6 b7b6 g6g5 b6c6 g5f4 h3h4 f4f3 c6h6 f5f4 h4h5 f8f7 c3c4 f7f8 c4c5 f8f7 c5c6 f7f8 c6c7 f8f7 c7c8q f7g7 h6g6 g7f7 c8c7 f7f8 h5h6 f8e8 g6g8
2,Loss,128x10_20260531_lr1e-9,1-0,128x10_20260531_lr1e-9,128x10_20260531_lr1e-9-50,g1f3 g8f6 d2d4 d7d5 c2c4 e7e6 b1c3 a7a6 c4d5 e6d5 h2h3 h7h6 e2e3 f8d6 f1d3 e8g8 e1g1 b8c6 a2a3 f8e8 f1e1 c6e7 e3e4 d5e4 c3e4 f6e4 d3e4 c8f5 e4d3 f5d3 d1d3 d8d7 c1d2 c7c6 f3e5 d6e5 e1e5 f7f6 e5e4 e7d5 a1e1 e8e4 e1e4 a6a5 a3a4 b7b6 b2b3 b6b5 e4e1 b5b4 h3h4 h6h5 g2g3 a8d8 e1e2 d5e7 e2e1 e7f5 e1e4 c6c5 d4d5 f5d4 d5d6 d7d6 e4d4 c5d4 g3g4 h5g4 h4h5 f6f5 h5h6 g7g6 d3c4 d6d5 h6h7 g8h8 c4c7 d8d7 c7c8 h8h7 c8f8 d4d3 f8e8 f5f4 d2f4 d3d2 f4e5 d2d1q g1h2 g4g3 h2h3 g6g5 f2f3 g3g2 e8h5 h7g8 h5h8 g8f7 h8g7 f7e6 g7f6
3,Draw,Draw,1/2-1/2,128x10_20260531_lr1e-9-50,128x10_20260531_lr1e-9,g1f3 g8f6 d2d4 d7d5 c2c4 e7e6 b1c3 a7a6 c4c5 b7b6 b2b4 a6a5 a2a3 c7c6 a1b1 f6e4 c3e4 d5e4 f3e5 f7f6 e5c4 b6b5 c4b6 a8a7 g2g3 f6f5 a3a4 f8e7 b6c8 d8c8 e2e3 a5b4 a4b5 c6b5 f1b5 b8c6 d4d5 e6d5 d1d5 a7c7 c1b2 e7f6 e1g1 e8e7 f1d1 h8d8 d5c4 d8d1 b1d1 f6b2 b5c6 c7c6 c4b4 b2f6 h2h3 c6c5 g3g4 e7f7 g4f5 h7h6 b4b3 f7f8 b3b4 f8g8 b4b3 g8h8 b3b4 h8g8 b4b3 g8h8 b3b4 h8h7 b4e4 c5c4 e4d5 c4c2 d5e4 c2c4 e4d5 c4c5 d5d3 c5c3 d3d5 c3c5 d5d3 c5c3 d3d5 c3c5 d5d3 c5c3 d3d5 c3c5 d5d3 c5c3 d3d5 c3c2 g1g2 h6h5 h3h4 h7h6 e3e4 c8c7 e4e5 c7c6 d5c6 c2c6 e5f6 g7f6 g2g3 c6c5 f2f3 c5f5 f3f4 h6g6 g3f3 f5b5 f3e4 b5b4 e4e3 g6f5 d1d5 f5g6 f4f5 g6h6 d5d6 h6g7 d6d7 g7g8 d7d8 g8g7 d8d7 g7g8 d7d8 g8g7 d8d7 g7g8 d7d8 g8g7 d8d7 g7g8 d7d8 g8g7 d8d7
4,Win,128x10_20260531_lr1e-9-50,0-1,128x10_20260531_lr1e-9,128x10_20260531_lr1e-9-50,g1f3 d7d5 d2d4 g8f6 c2c4 d5c4 e2e3 c7c5 f1c4 e7e6 e1g1 a7a6 d4c5 f8c5 d1d8 e8d8 a2a3 b7b5 c4e2 c8b7 b2b4 c5d6 b1d2 d8e7 c1b2 b8d7 a3a4 h8c8 a4b5 a6b5 f3d4 d6b4 d2b3 a8a1 f1a1 e6e5 d4f5 e7d8 f5g7 c8c2 a1b1 c2e2 g7f5 b7e4 f5d4 e5d4 b3d4 e2d2 d4c6 e4c6 f2f3 f6d5 b2a1 d5e3 h2h3 h7h6 b1b4 d2g2 g1h1 f7f6 h3h4 h6h5 b4b5 c6b5 f3f4 b5c6 f4f5 g2g4 h1h2 e3f1 h2h3 g4g3
5,Win,128x10_20260531_lr1e-9-50,1-0,128x10_20260531_lr1e-9-50,128x10_20260531_lr1e-9,d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 b1c3 a7a6 c4d5 e6d5 a2a3 h7h6 d1c2 b8c6 e2e3 f8d6 f1d3 e8g8 h2h3 f8e8 e1g1 c6e7 e3e4 f6e4 c3e4 d5e4 d3e4 c7c6 f1e1 a6a5 c1d2 e7d5 e1e2 d5f6 e4d3 e8e2 d3e2 c8e6 e2d3 e6d5 a1e1 a5a4 f3e5 d6c7 c2c1 f6e4 e1e4 f7f6 e5f3 f6f5 e4e1 d5f3 g2f3 g8h8 g1f1 d8d4 c1c2 d4d5 f3f4 a8d8 f1g1 d5d3 c2d3 d8d3 d2c3 h8g8 e1e7 c7b6 g1f1 d3c3 b2c3 g8f8 e7b7 g7g6 b7b6 g6g5 b6c6 g5f4 h3h4 f4f3 c6h6 f5f4 h4h5 f8f7 c3c4 f7f8 c4c5 f8f7 c5c6 f7f8 c6c7 f8f7 c7c8q f7g7 h6g6 g7f7 c8c7 f7f8 h5h6 f8e8 g6g8
6,Loss,128x10_20260531_lr1e-9,1-0,128x10_20260531_lr1e-9,128x10_20260531_lr1e-9-50,g1f3 g8f6 d2d4 d7d5 c2c4 e7e6 b1c3 a7a6 c4d5 e6d5 h2h3 h7h6 e2e3 f8d6 f1d3 e8g8 e1g1 b8c6 a2a3 f8e8 f1e1 c6e7 e3e4 d5e4 c3e4 f6e4 d3e4 c8f5 e4d3 f5d3 d1d3 d8d7 c1d2 c7c6 f3e5 d6e5 e1e5 f7f6 e5e4 e7d5 a1e1 e8e4 e1e4 a6a5 a3a4 b7b6 b2b3 b6b5 e4e1 b5b4 h3h4 h6h5 g2g3 a8d8 e1e2 d5e7 e2e1 e7f5 e1e4 c6c5 d4d5 f5d4 d5d6 d7d6 e4d4 c5d4 g3g4 h5g4 h4h5 f6f5 h5h6 g7g6 d3c4 d6d5 h6h7 g8h8 c4c7 d8d7 c7c8 h8h7 c8f8 d4d3 f8e8 f5f4 d2f4 d3d2 f4e5 d2d1q g1h2 g4g3 h2h3 g6g5 f2f3 g3g2 e8h5 h7g8 h5h8 g8f7 h8g7 f7e6 g7f6
7,Draw,Draw,1/2-1/2,128x10_20260531_lr1e-9-50,128x10_20260531_lr1e-9,g1f3 g8f6 d2d4 d7d5 c2c4 e7e6 b1c3 a7a6 c4c5 b7b6 b2b4 a6a5 a2a3 c7c6 a1b1 f6e4 c3e4 d5e4 f3e5 f7f6 e5c4 b6b5 c4b6 a8a7 g2g3 f6f5 a3a4 f8e7 b6c8 d8c8 e2e3 a5b4 a4b5 c6b5 f1b5 b8c6 d4d5 e6d5 d1d5 a7c7 c1b2 e7f6 e1g1 e8e7 f1d1 h8d8 d5c4 d8d1 b1d1 f6b2 b5c6 c7c6 c4b4 b2f6 h2h3 c6c5 g3g4 e7f7 g4f5 h7h6 b4b3 f7f8 b3b4 f8g8 b4b3 g8h8 b3b4 h8g8 b4b3 g8h8 b3b4 h8h7 b4e4 c5c4 e4d5 c4c2 d5e4 c2c4 e4d5 c4c5 d5d3 c5c3 d3d5 c3c5 d5d3 c5c3 d3d5 c3c5 d5d3 c5c3 d3d5 c3c5 d5d3 c5c3 d3d5 c3c2 g1g2 h6h5 h3h4 h7h6 e3e4 c8c7 e4e5 c7c6 d5c6 c2c6 e5f6 g7f6 g2g3 c6c5 f2f3 c5f5 f3f4 h6g6 g3f3 f5b5 f3e4 b5b4 e4e3 g6f5 d1d5 f5g6 f4f5 g6h6 d5d6 h6g7 d6d7 g7g8 d7d8 g8g7 d8d7 g7g8 d7d8 g8g7 d8d7 g7g8 d7d8 g8g7 d8d7 g7g8 d7d8 g8g7 d8d7
8,Win,128x10_20260531_lr1e-9-50,0-1,128x10_20260531_lr1e-9,128x10_20260531_lr1e-9-50,g1f3 d7d5 d2d4 g8f6 c2c4 d5c4 e2e3 c7c5 f1c4 e7e6 e1g1 a7a6 d4c5 f8c5 d1d8 e8d8 a2a3 b7b5 c4e2 c8b7 b2b4 c5d6 b1d2 d8e7 c1b2 b8d7 a3a4 h8c8 a4b5 a6b5 f3d4 d6b4 d2b3 a8a1 f1a1 e6e5 d4f5 e7d8 f5g7 c8c2 a1b1 c2e2 g7f5 b7e4 f5d4 e5d4 b3d4 e2d2 d4c6 e4c6 f2f3 f6d5 b2a1 d5e3 h2h3 h7h6 b1b4 d2g2 g1h1 f7f6 h3h4 h6h5 b4b5 c6b5 f3f4 b5c6 f4f5 g2g4 h1h2 e3f1 h2h3 g4g3
9,Win,128x10_20260531_lr1e-9-50,1-0,128x10_20260531_lr1e-9-50,128x10_20260531_lr1e-9,g1f3 d7d5 d2d4 g8f6 c2c4 d5c4 e2e3 a7a6 f1c4 e7e6 e1g1 b7b5 c4d3 c8b7 a2a4 b5b4 b1d2 c7c5 a4a5 b8d7 e3e4 f8e7 e4e5 f6d5 d2c4 e8g8 f1e1 c5d4 f3d4 d7c5 c4d6 e7d6 e5d6 c5d3 d1d3 d8d6 h2h3 f8e8 d4b3 e6e5 f2f3 h7h6 c1d2 a8d8 a1c1 d5f4 d3d6 d8d6 c1c7 d6d2 b3d2 e8d8 d2c4 e5e4 c7b7 f4d3 e1d1 e4e3 c4e3 g7g6 b7a7 b4b3 a7a6 h6h5 a6b6 d3f4 d1d8 g8g7 a5a6 f4e2 g1f1 e2c3 a6a7 c3d1 a7a8q d1e3 f1e2 e3f5 d8g8 g7h7 h3h4 f5g3 e2e1 h7h6 g8h8 h6g7 a8g8
10,Win,128x10_20260531_lr1e-9-50,0-1,128x10_20260531_lr1e-9,128x10_20260531_lr1e-9-50,g1f3 d7d5 d2d4 g8f6 c2c4 d5c4 e2e3 a7a6 f1c4 e7e6 e1g1 b7b5 c4d3 c8b7 a2a4 b5b4 b1d2 c7c5 a4a5 b8d7 e3e4 f8e7 e4e5 f6d5 d2c4 e8g8 c4d6 e7d6 e5d6 h7h6 f1e1 a8c8 f3e5 d7e5 d4e5 c5c4 d3b1 f7f5 e5f6 f8f6 h2h3 d8d6 f2f3 b4b3 a1a4 d6c5 g1h1 d5f4 d1d2 f4g2 d2g2 f6f3 b1e4 f3f2 g2g3 f2f1 e1f1 b7e4 h1h2 c5c6 f1g1 e6e5 a4b4 c8c7 b4b6 c6d5 b6h6 c4c3 h6h5 c3b2 c1b2 c7c2 g1g2 c2g2 g3g2 e4g2 h5g5 g2e4 h3h4 d5d2 h2h3 d2b2 g5g7 g8g7 h4h5 b2b1 h3h4 b3b2 h5h6 g7g6 h6h7 g6h7 h4g5 b1h1 g5g4 h7h6 g4g3 h6h5 g3f2 b2b1r f2e3 b1e1 e3d2 h5h4 d2c3 h4h3 c3d2 h3h2 d2c3 h2h3 c3c4 h3h2 c4c5 h2g3 c5c4 e1d1 c4c3 d1c1 c3b3 e4d5 b3b2 c1b1 b2c2 b1b3 c2d2 h1h2 d2c1 b3a3 c1b1 a3a4 b1c1 a4a1
