game_id,model_a_outcome,winner,result_score,white_agent,black_agent,moves
1,Loss,48x5_20260617_lr1e-9,0-1,48x5_20260617_lr1e-9-0,48x5_20260617_lr1e-9,e2e4 e7e5 g1f3 b8c6 f1b5 c6d4 f3d4 e5d4 e1g1 c7c6 b5e2 d7d5 e4e5 g8e7 d2d3 e7g6 f2f4 g6h4 g2g3 h4f5 e2g4 h7h5 g4h5 g7g6 h5f3 f5e3 c1e3 d4e3 d1e2 d5d4 c2c3 c8h3 f1e1 g6g5 c3d4 g5f4 d4d5 f4g3 h2g3 d8g5 e2h2 e8c8 b1c3 g5e5 d5c6 b7c6 c3e4 f7f5 e1e3 f5e4 e3e4 e5c5 d3d4 c5b6 a1c1 c8b7 h2f2 f8d6 e4h4 h8h4 g3h4 d8g8 g1h1 d6g3 f2e3 b6b2 e3e7 b7a8 f3c6 a8b8 e7b7 b2b7 c6b7 b8b7 c1b1 b7c6 b1c1 c6d5 c1c5 d5d4 c5g5 g8g5 h4g5 d4e5 g5g6 e5f6 h1g1 g3e5 g1f2 h3d7 f2e2 f6g6 e2d3 g6f5 d3c4 f5e4 a2a3 e5d6 c4b3 e4d4 b3a2 d4c3 a2a1 c3b3 a3a4 a7a5 a1b1 d7a4 b1a1 a4b5 a1b1 a5a4 b1a1 a4a3 a1b1 d6b4 b1a1 b4c3 a1b1 a3a2 b1c1 a2a1q
2,Loss,48x5_20260617_lr1e-9,1-0,48x5_20260617_lr1e-9,48x5_20260617_lr1e-9-0,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8e7 e1g1 e8g8 c2c4 b8c6 b1c3 e4c3 b2c3 d5c4 d3c4 c6a5 c4d3 c7c5 f1e1 c8e6 d1c2 g7g6 c1h6 f8e8 e1e6 f7e6 d3g6 d8d5 g6h7 g8h8 h7g6 e8g8 f3e5 g8g6 e5g6 h8h7 g6e7 d5f5 e7f5 e6f5 c2f5 h7h6 f5f6 h6h5 f6f7 h5h4 f7f6 h4h5 f6f7 h5h6 f7f6 h6h7 f6f7 h7h6 f7f6 h6h5 f6f7 h5h4 f7f6 h4h5 a1e1 a8g8 e1e5 g8g5 e5g5 h5h4 f6h6
3,Draw,Draw,1/2-1/2,48x5_20260617_lr1e-9-0,48x5_20260617_lr1e-9,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8e7 e1g1 e8g8 c2c4 b8c6 c4d5 d8d5 b1c3 e4c3 b2c3 c8g4 f1e1 e7d6 h2h3 g4f3 d1f3 d5f3 g2f3 c6e7 a1b1 b7b6 g1g2 e7d5 c1d2 a8d8 a2a4 d6f4 b1d1 f4d2 d1d2 d5c3 d2c2 c3d5 d3e4 g7g6 e4d5 d8d5 c2c7 d5d4 c7a7 f8d8 e1e7 d8f8 e7b7 d4b4 g2g3 h7h5 h3h4 g8g7 f3f4 g7f6 a7a6 b4b3 g3g2 b3b4 a6b6 b4b6 b7b6 f6f5 a4a5 f8a8 a5a6 f5f4 b6f6 f4g4 f6f7 a8a6 f2f3 g4h4 f7f4 h4g5 f4b4 a6a2 g2g3 a2a5 f3f4 g5h6 b4b6 a5a3 g3h4 a3a4 h4g3 a4a3 g3h4 a3a4 h4g3 a4a3 g3h4 a3a4 h4g3 a4a3 g3h4 h6g7 b6b7 g7h6 b7b6
4,Draw,Draw,1/2-1/2,48x5_20260617_lr1e-9,48x5_20260617_lr1e-9-0,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8e7 e1g1 e8g8 c2c4 c7c6 b1c3 e4c3 b2c3 d5c4 d3c4 c8f5 f1e1 b8d7 c4d3 f5d3 d1d3 f8e8 c1f4 d7b6 c3c4 e7f6 a2a4 e8e1 a1e1 b6a4 d3b3 a4b6 c4c5 b6d5 f4d6 d8d7 f3e5 f6e5 d4e5 a7a5 e5e6 f7e6 h2h3 a5a4 b3a3 d7f7 d6e5 h7h6 e1a1 f7f5 e5b2 d5f4 a1d1 f4e2 g1f1 e2f4 f1g1 f4e2 g1f1 e2f4 f1g1 f4e2 g1f1 e2f4 f1g1 f4e2 g1f1 e2f4 f1g1
5,Loss,48x5_20260617_lr1e-9,0-1,48x5_20260617_lr1e-9-0,48x5_20260617_lr1e-9,e2e4 e7e5 g1f3 b8c6 f1b5 c6d4 f3d4 e5d4 e1g1 c7c6 b5e2 d7d5 e4e5 g8e7 d2d3 e7g6 f2f4 g6h4 g2g3 h4f5 e2g4 h7h5 g4h5 g7g6 h5f3 f5e3 c1e3 d4e3 d1e2 d5d4 c2c3 c8h3 f1e1 g6g5 c3d4 g5f4 d4d5 f4g3 h2g3 d8g5 e2h2 e8c8 b1c3 g5e5 d5c6 b7c6 c3e4 f7f5 e1e3 f5e4 e3e4 e5c5 d3d4 c5b6 a1c1 c8b7 h2f2 f8d6 e4h4 h8h4 g3h4 d8g8 g1h1 d6g3 f2e3 b6b2 e3e7 b7a8 f3c6 a8b8 e7b7 b2b7 c6b7 b8b7 c1b1 b7c6 b1c1 c6d5 c1c5 d5d4 c5g5 g8g5 h4g5 d4e5 g5g6 e5f6 h1g1 g3e5 g1f2 h3d7 f2e2 f6g6 e2d3 g6f5 d3c4 f5e4 a2a3 e5d6 c4b3 e4d4 b3a2 d4c3 a2a1 c3b3 a3a4 a7a5 a1b1 d7a4 b1a1 a4b5 a1b1 a5a4 b1a1 a4a3 a1b1 d6b4 b1a1 b4c3 a1b1 a3a2 b1c1 a2a1q
6,Loss,48x5_20260617_lr1e-9,1-0,48x5_20260617_lr1e-9,48x5_20260617_lr1e-9-0,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8e7 e1g1 e8g8 c2c4 b8c6 b1c3 e4c3 b2c3 d5c4 d3c4 c6a5 c4d3 c7c5 f1e1 c8e6 d1c2 g7g6 c1h6 f8e8 e1e6 f7e6 d3g6 d8d5 g6h7 g8h8 h7g6 e8g8 f3e5 g8g6 e5g6 h8h7 g6e7 d5f5 e7f5 e6f5 c2f5 h7h6 f5f6 h6h5 f6f7 h5h4 f7f6 h4h5 f6f7 h5h6 f7f6 h6h7 f6f7 h7h6 f7f6 h6h5 f6f7 h5h4 f7f6 h4h5 a1e1 b7b6 e1e5 h5g4 h2h3
7,Draw,Draw,1/2-1/2,48x5_20260617_lr1e-9-0,48x5_20260617_lr1e-9,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8e7 e1g1 e8g8 c2c4 b8c6 c4d5 d8d5 b1c3 e4c3 b2c3 c8g4 f1e1 e7d6 h2h3 g4f3 d1f3 d5f3 g2f3 c6e7 a1b1 b7b6 g1g2 e7d5 c1d2 a8d8 a2a4 d6f4 b1d1 f4d2 d1d2 d5c3 d2c2 c3d5 d3e4 g7g6 e4d5 d8d5 c2c7 d5d4 c7a7 f8d8 e1e7 d8f8 e7b7 d4b4 g2g3 h7h5 h3h4 g8g7 f3f4 g7f6 a7a6 b4b3 g3g2 b3b4 a6b6 b4b6 b7b6 f6f5 a4a5 f8a8 a5a6 f5f4 b6f6 f4g4 f6f7 a8a6 f2f3 g4h4 f7f4 h4g5 f4b4 a6a2 g2g3 a2a5 f3f4 g5h6 b4b6 a5a3 g3h4 a3a4 h4g3 a4a3 g3h4 a3a4 h4g3 a4a3 g3h4 a3a4 h4g3 a4a3 g3h4 h6g7 b6b7 g7h6 b7b6
8,Loss,48x5_20260617_lr1e-9,1-0,48x5_20260617_lr1e-9,48x5_20260617_lr1e-9-0,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8e7 e1g1 e8g8 c2c4 c7c6 b1c3 e4c3 b2c3 d5c4 d3c4 c8f5 f1e1 b8d7 c4d3 f5d3 d1d3 f8e8 c1f4 d7b6 c3c4 e7f6 a2a4 e8e1 a1e1 b6a4 d3b3 a4b6 c4c5 b6d5 f4d6 d8d7 f3e5 f6e5 d4e5 a7a5 e5e6 f7e6 h2h3 a5a4 b3a3 d7f7 d6e5 h7h6 e1a1 f7f5 e5b2 f5e4 a3g3 e6e5 b2e5 g7g5 h3h4 a8e8 e5d6 e4d4 a1f1 d4h4 g3a3 e8e4 f1b1 e4e2 a3f3 h4e4 f3f8 g8h7 b1b7 d5e7 b7e7 e4e7 d6e7 e2e1 g1h2 a4a3 f8f7 h7h8 e7f6
9,Win,48x5_20260617_lr1e-9-0,1-0,48x5_20260617_lr1e-9-0,48x5_20260617_lr1e-9,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8e7 e1g1 e8g8 c2c4 b8c6 c4d5 d8d5 b1c3 e4c3 b2c3 c8f5 c3c4 d5d7 d3f5 d7f5 f1e1 e7f6 c1e3 a8d8 a1b1 b7b6 d4d5 c6e5 f3e5 f6e5 e3d4 e5d4 d1d4 f8e8 b1d1 f5c2 h2h3 e8e1 d1e1 c2a2 e1e7 a2b1 g1h2 b1f5 e7c7 a7a5 d4b6 f5f4 g2g3 f4d2 h2g2 d8f8 d5d6 a5a4 d6d7 f8d8 c7c8 d8f8 b6b8 h7h6 c8f8 g8h7 d7d8q d2f2 g2f2 h7g6 d8d6 f7f6 d6d3 g6g5 b8b5 f6f5 b5f5
10,Draw,Draw,1/2-1/2,48x5_20260617_lr1e-9,48x5_20260617_lr1e-9-0,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8e7 e1g1 e8g8 c2c4 c7c6 b1c3 e4c3 b2c3 d5c4 d3c4 c8f5 f1e1 b8d7 c4d3 f5d3 d1d3 f8e8 c1f4 d7b6 a1b1 e7f6 c3c4 e8e1 b1e1 h7h6 h2h3 d8d7 f3e5 f6e5 f4e5 a8e8 c4c5 b6d5 d3g3 f7f6 e5d6 e8e1 g1h2 d7f5 a2a3 f5e4 f2f3 e4e3 h3h4 e3g1 h2h3 g1h1 g3h2 h1f1 h2g3 f1h1 g3h2 h1f1 h2g3 f1h1 g3h2 h1f1 h2g3 f1h1 g3h2 h1f1 h2g3 f1h1
