network,step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll
48x5_20260522_lr1e-9,20,Sicilian Defense: Grand Prix Attack,35,0.409647,0.117121,0.377194,0.063665,4.441556
48x5_20260522_lr1e-9,20,Sicilian Defense: Löwenthal Variation,10,0.511599,0.08778,0.501852,0.056042,0.960378
48x5_20260522_lr1e-9,20,Sicilian Defense: Modern Variations,35,0.306768,0.081092,0.311342,0.025573,5.130419
48x5_20260522_lr1e-9,20,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.392377,0.119849,0.38408,0.073125,4.147063
48x5_20260522_lr1e-9,20,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.38515,0.066549,0.391511,0.061378,1.199843
48x5_20260522_lr1e-9,20,"Sicilian Defense: Modern Variations, Main Line",10,0.463217,0.07846,0.567433,0.085864,1.081484
48x5_20260522_lr1e-9,20,Sicilian Defense: Old Sicilian,35,0.372323,0.081703,0.32401,0.04858,4.428628
48x5_20260522_lr1e-9,20,Sicilian Defense: Open,17,0.476208,0.091443,0.45994,0.088346,1.924244
48x5_20260522_lr1e-9,20,Sicilian Defense: Taimanov Variation,9,0.572575,0.053186,0.45596,0.071935,0.65074
48x5_20260522_lr1e-9,30,Bishop's Opening,35,0.292497,0.128305,0.352661,0.054265,8.459031
48x5_20260522_lr1e-9,30,Bishop's Opening: Berlin Defense,28,0.350759,0.096869,0.308934,0.012975,5.363667
48x5_20260522_lr1e-9,30,Bogo-Indian Defense: Exchange Variation,18,0.431096,0.072647,0.347724,0.024347,1.05786
48x5_20260522_lr1e-9,30,Bogo-Indian Defense: Nimzowitsch Variation,18,0.312936,0.081926,0.301482,0.012573,4.976492
48x5_20260522_lr1e-9,30,Catalan Opening: Closed,24,0.380003,0.051259,0.379432,0.059839,3.119467
48x5_20260522_lr1e-9,30,Grünfeld Defense,10,0.394762,0.143644,0.346147,0.059713,6.072693
48x5_20260522_lr1e-9,30,Grünfeld Defense: Exchange Variation,10,0.479762,0.108559,0.436404,0.082957,2.568738
48x5_20260522_lr1e-9,30,Grünfeld Defense: Three Knights Variation,30,0.315688,0.107471,0.330739,0.060153,6.784926
48x5_20260522_lr1e-9,30,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.247428,0.059924,0.377614,0.068151,4.656896
48x5_20260522_lr1e-9,30,Indian Defense: Anti-Nimzo-Indian,22,0.308869,0.060217,0.274575,0.03745,4.283926
48x5_20260522_lr1e-9,30,Indian Defense: London System,35,0.327908,0.066639,0.350224,0.05641,4.081632
48x5_20260522_lr1e-9,30,Italian Game: Classical Variation,18,0.372919,0.092807,0.364866,0.031454,4.808174
48x5_20260522_lr1e-9,30,"Italian Game: Classical Variation, Albin Gambit",16,0.337701,0.107213,0.380332,0.028566,6.392097
48x5_20260522_lr1e-9,30,"Italian Game: Classical Variation, Center Attack",16,0.482141,0.12758,0.428088,0.023157,5.036787
48x5_20260522_lr1e-9,30,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.321873,0.085362,0.346306,0.017855,5.503293
48x5_20260522_lr1e-9,30,"Italian Game: Giuoco Pianissimo, Normal",27,0.325094,0.062751,0.349352,0.016064,4.291473
48x5_20260522_lr1e-9,30,Italian Game: Giuoco Piano,22,0.352125,0.127749,0.369313,0.020547,7.205838
48x5_20260522_lr1e-9,30,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.431293,0.162464,0.444001,0.080385,5.838032
48x5_20260522_lr1e-9,30,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.307305,0.062349,0.299176,0.015923,4.029292
48x5_20260522_lr1e-9,30,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.221455,0.074416,0.323835,0.020155,7.75508
48x5_20260522_lr1e-9,30,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.349667,0.129403,0.372124,0.029836,6.638301
48x5_20260522_lr1e-9,30,King's Indian Defense,10,0.357611,0.078427,0.405792,0.040393,4.43728
48x5_20260522_lr1e-9,30,King's Indian Defense: Fianchetto Variation,22,0.282331,0.057443,0.441064,0.108347,5.126264
48x5_20260522_lr1e-9,30,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.236762,0.060708,0.291299,0.054513,6.666451
48x5_20260522_lr1e-9,30,King's Indian Defense: Four Pawns Attack,9,0.368456,0.07443,0.459675,0.05215,3.068525
48x5_20260522_lr1e-9,30,King's Indian Defense: Normal Variation,10,0.346872,0.051432,0.400227,0.041976,2.801214
48x5_20260522_lr1e-9,30,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.351266,0.093965,0.414267,0.048594,4.088027
48x5_20260522_lr1e-9,30,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.383606,0.06305,0.43958,0.049356,2.466761
48x5_20260522_lr1e-9,30,King's Indian Defense: Smyslov Variation,21,0.319849,0.082981,0.407008,0.054143,3.80234
48x5_20260522_lr1e-9,30,London System,29,0.300882,0.088813,0.341028,0.051066,5.906843
48x5_20260522_lr1e-9,30,"London System, with Bd3",13,0.306819,0.068388,0.399965,0.07114,5.076697
48x5_20260522_lr1e-9,30,"London System, with Be2",13,0.301603,0.06997,0.383035,0.07741,5.111026
48x5_20260522_lr1e-9,30,Neo-Grünfeld Defense: with Nf3,24,0.373368,0.114492,0.320509,0.051207,5.311013
48x5_20260522_lr1e-9,30,Nimzo-Indian Defense,21,0.298662,0.04045,0.272688,0.013207,2.893425
48x5_20260522_lr1e-9,30,Nimzo-Indian Defense: Classical Variation,10,0.262222,0.082919,0.336314,0.019322,7.958125
48x5_20260522_lr1e-9,30,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.379394,0.06055,0.339277,0.020024,2.744102
48x5_20260522_lr1e-9,30,Nimzo-Indian Defense: Three Knights Variation,30,0.314657,0.0894,0.326212,0.067083,4.103528
48x5_20260522_lr1e-9,30,Petrov's Defense: Italian Variation,20,0.377436,0.13802,0.314097,0.012347,6.928005
48x5_20260522_lr1e-9,30,Philidor Defense,51,0.309048,0.103578,0.3688,0.063277,6.509181
48x5_20260522_lr1e-9,30,Philidor Defense: Exchange Variation,20,0.416264,0.072285,0.372259,0.040539,1.965588
48x5_20260522_lr1e-9,30,Queen's Gambit Accepted,33,0.29384,0.093809,0.340622,0.036558,7.324153
48x5_20260522_lr1e-9,30,Queen's Gambit Accepted: Old Variation,34,0.383147,0.091339,0.377624,0.054529,4.064945
48x5_20260522_lr1e-9,30,Queen's Gambit Declined,38,0.309331,0.057708,0.336386,0.029532,4.328646
48x5_20260522_lr1e-9,30,Queen's Gambit Declined: Harrwitz Attack,34,0.411966,0.020984,0.334187,0.015322,0.947503
48x5_20260522_lr1e-9,30,Queen's Gambit Declined: Modern Variation,19,0.388575,0.036737,0.329033,0.019593,1.064131
48x5_20260522_lr1e-9,30,Queen's Gambit Declined: Ragozin Defense,39,0.391711,0.021176,0.329671,0.017334,1.002467
48x5_20260522_lr1e-9,30,Queen's Gambit Declined: Three Knights Variation,34,0.392734,0.024803,0.359526,0.014769,1.012269
48x5_20260522_lr1e-9,30,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.148597,0.022827,0.303791,0.005946,7.240878
48x5_20260522_lr1e-9,30,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.226311,0.04727,0.263161,0.008344,6.226764
48x5_20260522_lr1e-9,30,Queen's Pawn Game: Accelerated London System,98,0.296066,0.050069,0.320097,0.018738,2.377175
48x5_20260522_lr1e-9,30,Queen's Pawn Game: London System,35,0.296977,0.040428,0.323223,0.028665,1.983338
48x5_20260522_lr1e-9,30,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.402515,0.055233,0.373112,0.028875,4.263209
48x5_20260522_lr1e-9,30,Ruy Lopez: Exchange Variation,9,0.511681,0.104907,0.467343,0.036089,2.800471
48x5_20260522_lr1e-9,30,"Ruy Lopez: Exchange Variation, Lutikov Variation",10,0.480425,0.073072,0.401795,0.027337,2.504563
48x5_20260522_lr1e-9,30,"Ruy Lopez: Exchange Variation, Normal Variation",9,0.57094,0.076307,0.473418,0.034082,2.485669
48x5_20260522_lr1e-9,30,Ruy Lopez: Morphy Defense,9,0.403299,0.059602,0.497945,0.022661,4.629034
48x5_20260522_lr1e-9,30,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.347744,0.073548,0.453968,0.026772,6.59876
48x5_20260522_lr1e-9,30,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.392969,0.108602,0.460445,0.07087,6.008199
48x5_20260522_lr1e-9,30,Ruy Lopez: Steinitz Defense,17,0.364946,0.074221,0.371974,0.05218,4.970121
48x5_20260522_lr1e-9,30,Semi-Slav Defense,14,0.270174,0.03868,0.367238,0.0222,3.76197
48x5_20260522_lr1e-9,30,Semi-Slav Defense: Accelerated Move Order,17,0.314343,0.070452,0.33232,0.02061,5.155469
48x5_20260522_lr1e-9,30,Semi-Slav Defense: Main Line,17,0.38709,0.053306,0.323265,0.020431,2.995875
48x5_20260522_lr1e-9,30,Sicilian Defense,10,0.437874,0.102133,0.479263,0.074454,2.716917
48x5_20260522_lr1e-9,30,Sicilian Defense: Chekhover Variation,13,0.397304,0.058797,0.409734,0.052242,1.195722
48x5_20260522_lr1e-9,30,Sicilian Defense: Closed,66,0.342347,0.110815,0.361892,0.055075,6.024927
48x5_20260522_lr1e-9,30,"Sicilian Defense: Closed, Traditional",34,0.395485,0.11981,0.3396,0.063751,4.596284
48x5_20260522_lr1e-9,30,Sicilian Defense: Franco-Sicilian Variation,20,0.381413,0.10842,0.384879,0.075675,5.239879
48x5_20260522_lr1e-9,30,Sicilian Defense: Grand Prix Attack,35,0.417164,0.112427,0.377194,0.063665,3.955151
48x5_20260522_lr1e-9,30,Sicilian Defense: Löwenthal Variation,10,0.511454,0.089803,0.501852,0.056042,0.985691
48x5_20260522_lr1e-9,30,Sicilian Defense: Modern Variations,35,0.308736,0.080813,0.311342,0.025573,5.566268
48x5_20260522_lr1e-9,30,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.401818,0.134226,0.38408,0.073125,5.050435
48x5_20260522_lr1e-9,30,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.388935,0.068632,0.391511,0.061378,1.217978
48x5_20260522_lr1e-9,30,"Sicilian Defense: Modern Variations, Main Line",10,0.474,0.067987,0.567433,0.085864,0.972621
48x5_20260522_lr1e-9,30,Sicilian Defense: Old Sicilian,35,0.379011,0.08243,0.32401,0.04858,4.409735
48x5_20260522_lr1e-9,30,Sicilian Defense: Open,17,0.469304,0.092262,0.45994,0.088346,1.939641
48x5_20260522_lr1e-9,30,Sicilian Defense: Taimanov Variation,9,0.582468,0.053908,0.45596,0.071935,0.633548
48x5_20260522_lr1e-9,40,Bishop's Opening,35,0.293342,0.12701,0.352661,0.054265,8.449023
48x5_20260522_lr1e-9,40,Bishop's Opening: Berlin Defense,28,0.355151,0.099907,0.308934,0.012975,5.351436
48x5_20260522_lr1e-9,40,Bogo-Indian Defense: Exchange Variation,18,0.42531,0.071599,0.347724,0.024347,1.074612
48x5_20260522_lr1e-9,40,Bogo-Indian Defense: Nimzowitsch Variation,18,0.310677,0.081469,0.301482,0.012573,4.984856
48x5_20260522_lr1e-9,40,Catalan Opening: Closed,24,0.377653,0.051077,0.379432,0.059839,3.117116
48x5_20260522_lr1e-9,40,Grünfeld Defense,10,0.38781,0.140593,0.346147,0.059713,6.090974
48x5_20260522_lr1e-9,40,Grünfeld Defense: Exchange Variation,10,0.47281,0.106691,0.436404,0.082957,2.587018
48x5_20260522_lr1e-9,40,Grünfeld Defense: Three Knights Variation,30,0.325614,0.108133,0.330739,0.060153,6.749236
48x5_20260522_lr1e-9,40,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.257971,0.05762,0.377614,0.068151,4.604204
48x5_20260522_lr1e-9,40,Indian Defense: Anti-Nimzo-Indian,22,0.314728,0.063443,0.274575,0.03745,4.268185
48x5_20260522_lr1e-9,40,Indian Defense: London System,35,0.323006,0.070534,0.350224,0.05641,4.105646
48x5_20260522_lr1e-9,40,Italian Game: Classical Variation,18,0.375324,0.092612,0.364866,0.031454,4.796133
48x5_20260522_lr1e-9,40,"Italian Game: Classical Variation, Albin Gambit",16,0.331286,0.102623,0.380332,0.028566,6.401703
48x5_20260522_lr1e-9,40,"Italian Game: Classical Variation, Center Attack",16,0.48278,0.126736,0.428088,0.023157,5.030091
48x5_20260522_lr1e-9,40,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.324416,0.087244,0.346306,0.017855,5.94502
48x5_20260522_lr1e-9,40,"Italian Game: Giuoco Pianissimo, Normal",27,0.324008,0.065517,0.349352,0.016064,4.881865
48x5_20260522_lr1e-9,40,Italian Game: Giuoco Piano,22,0.352085,0.121993,0.369313,0.020547,7.188418
48x5_20260522_lr1e-9,40,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.429489,0.165961,0.444001,0.080385,6.479581
48x5_20260522_lr1e-9,40,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.308588,0.066965,0.299176,0.015923,4.548758
48x5_20260522_lr1e-9,40,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.219288,0.077572,0.323835,0.020155,8.487361
48x5_20260522_lr1e-9,40,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.347732,0.133186,0.372124,0.029836,7.367213
48x5_20260522_lr1e-9,40,King's Indian Defense,10,0.360233,0.078768,0.405792,0.040393,4.433614
48x5_20260522_lr1e-9,40,King's Indian Defense: Fianchetto Variation,22,0.284164,0.057709,0.441064,0.108347,5.109497
48x5_20260522_lr1e-9,40,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.238759,0.058946,0.291299,0.054513,6.628939
48x5_20260522_lr1e-9,40,King's Indian Defense: Four Pawns Attack,9,0.384274,0.076754,0.459675,0.05215,3.072324
48x5_20260522_lr1e-9,40,King's Indian Defense: Normal Variation,10,0.34262,0.049758,0.400227,0.041976,2.819349
48x5_20260522_lr1e-9,40,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.356551,0.09786,0.414267,0.048594,4.855672
48x5_20260522_lr1e-9,40,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.394232,0.061449,0.43958,0.049356,2.427376
48x5_20260522_lr1e-9,40,King's Indian Defense: Smyslov Variation,21,0.325614,0.078242,0.407008,0.054143,3.058688
48x5_20260522_lr1e-9,40,London System,29,0.294247,0.080367,0.341028,0.051066,5.419374
48x5_20260522_lr1e-9,40,"London System, with Bd3",13,0.330069,0.065355,0.399965,0.07114,4.985112
48x5_20260522_lr1e-9,40,"London System, with Be2",13,0.313231,0.07065,0.383035,0.07741,5.09175
48x5_20260522_lr1e-9,40,Neo-Grünfeld Defense: with Nf3,24,0.370144,0.11237,0.320509,0.051207,5.308075
48x5_20260522_lr1e-9,40,Nimzo-Indian Defense,21,0.294472,0.040266,0.272688,0.013207,2.910249
48x5_20260522_lr1e-9,40,Nimzo-Indian Defense: Classical Variation,10,0.282222,0.07603,0.336314,0.019322,6.277001
48x5_20260522_lr1e-9,40,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.374444,0.059285,0.339277,0.020024,2.753808
48x5_20260522_lr1e-9,40,Nimzo-Indian Defense: Three Knights Variation,30,0.311398,0.089887,0.326212,0.067083,4.125157
48x5_20260522_lr1e-9,40,Petrov's Defense: Italian Variation,20,0.374646,0.141453,0.314097,0.012347,7.730204
48x5_20260522_lr1e-9,40,Philidor Defense,51,0.30343,0.108475,0.3688,0.063277,7.452009
48x5_20260522_lr1e-9,40,Philidor Defense: Exchange Variation,20,0.422506,0.069931,0.372259,0.040539,1.202548
48x5_20260522_lr1e-9,40,Queen's Gambit Accepted,33,0.287998,0.089732,0.340622,0.036558,6.400186
48x5_20260522_lr1e-9,40,Queen's Gambit Accepted: Old Variation,34,0.371879,0.094158,0.377624,0.054529,4.572851
48x5_20260522_lr1e-9,40,Queen's Gambit Declined,38,0.31826,0.056397,0.336386,0.029532,4.283723
48x5_20260522_lr1e-9,40,Queen's Gambit Declined: Harrwitz Attack,34,0.404625,0.021128,0.334187,0.015322,0.961712
48x5_20260522_lr1e-9,40,Queen's Gambit Declined: Modern Variation,19,0.395619,0.036428,0.329033,0.019593,1.026005
48x5_20260522_lr1e-9,40,Queen's Gambit Declined: Ragozin Defense,39,0.385635,0.021632,0.329671,0.017334,1.016597
48x5_20260522_lr1e-9,40,Queen's Gambit Declined: Three Knights Variation,34,0.383998,0.025022,0.359526,0.014769,1.031946
48x5_20260522_lr1e-9,40,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.135241,0.022309,0.303791,0.005946,7.328484
48x5_20260522_lr1e-9,40,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.237755,0.038548,0.263161,0.008344,5.015774
48x5_20260522_lr1e-9,40,Queen's Pawn Game: Accelerated London System,98,0.287092,0.047158,0.320097,0.018738,2.54872
48x5_20260522_lr1e-9,40,Queen's Pawn Game: London System,35,0.290546,0.036441,0.323223,0.028665,2.416667
48x5_20260522_lr1e-9,40,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.420661,0.064348,0.373112,0.028875,4.236836
48x5_20260522_lr1e-9,40,Ruy Lopez: Exchange Variation,9,0.518855,0.106503,0.467343,0.036089,2.789042
48x5_20260522_lr1e-9,40,"Ruy Lopez: Exchange Variation, Lutikov Variation",10,0.487303,0.074928,0.401795,0.027337,2.492703
48x5_20260522_lr1e-9,40,"Ruy Lopez: Exchange Variation, Normal Variation",9,0.578114,0.077053,0.473418,0.034082,2.474241
48x5_20260522_lr1e-9,40,Ruy Lopez: Morphy Defense,9,0.410707,0.062955,0.497945,0.022661,4.617327
48x5_20260522_lr1e-9,40,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.36441,0.071833,0.453968,0.026772,4.816412
48x5_20260522_lr1e-9,40,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.399636,0.111762,0.460445,0.07087,5.997663
48x5_20260522_lr1e-9,40,Ruy Lopez: Steinitz Defense,17,0.366057,0.079229,0.371974,0.05218,4.978748
48x5_20260522_lr1e-9,40,Semi-Slav Defense,14,0.297112,0.044194,0.367238,0.0222,3.643282
48x5_20260522_lr1e-9,40,Semi-Slav Defense: Accelerated Move Order,17,0.332999,0.077901,0.33232,0.02061,5.106623
48x5_20260522_lr1e-9,40,Semi-Slav Defense: Main Line,17,0.403102,0.058602,0.323265,0.020431,2.952743
48x5_20260522_lr1e-9,40,Sicilian Defense,10,0.441146,0.100047,0.479263,0.074454,2.67949
48x5_20260522_lr1e-9,40,Sicilian Defense: Chekhover Variation,13,0.392963,0.061283,0.409734,0.052242,2.369621
48x5_20260522_lr1e-9,40,Sicilian Defense: Closed,66,0.336778,0.106529,0.361892,0.055075,6.035392
48x5_20260522_lr1e-9,40,"Sicilian Defense: Closed, Traditional",34,0.400253,0.122694,0.3396,0.063751,5.494168
48x5_20260522_lr1e-9,40,Sicilian Defense: Franco-Sicilian Variation,20,0.38779,0.109896,0.384879,0.075675,5.227538
48x5_20260522_lr1e-9,40,Sicilian Defense: Grand Prix Attack,35,0.416313,0.117791,0.377194,0.063665,3.972184
48x5_20260522_lr1e-9,40,Sicilian Defense: Löwenthal Variation,10,0.51235,0.08212,0.501852,0.056042,0.921212
48x5_20260522_lr1e-9,40,Sicilian Defense: Modern Variations,35,0.309752,0.078744,0.311342,0.025573,5.132372
48x5_20260522_lr1e-9,40,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.395168,0.128816,0.38408,0.073125,5.058161
48x5_20260522_lr1e-9,40,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.393221,0.08208,0.391511,0.061378,1.230202
48x5_20260522_lr1e-9,40,"Sicilian Defense: Modern Variations, Main Line",10,0.4752,0.068552,0.567433,0.085864,0.968299
48x5_20260522_lr1e-9,40,Sicilian Defense: Old Sicilian,35,0.378325,0.085984,0.32401,0.04858,4.429165
48x5_20260522_lr1e-9,40,Sicilian Defense: Open,17,0.473511,0.090368,0.45994,0.088346,1.925588
48x5_20260522_lr1e-9,40,Sicilian Defense: Taimanov Variation,9,0.55132,0.050973,0.45596,0.071935,0.691599
48x5_20260522_lr1e-9,50,Bishop's Opening,35,0.292654,0.129709,0.352661,0.054265,8.895352
48x5_20260522_lr1e-9,50,Bishop's Opening: Berlin Defense,28,0.340465,0.093834,0.308934,0.012975,5.398901
48x5_20260522_lr1e-9,50,Bogo-Indian Defense: Exchange Variation,18,0.421364,0.06503,0.347724,0.024347,1.074625
48x5_20260522_lr1e-9,50,Bogo-Indian Defense: Nimzowitsch Variation,18,0.287706,0.089622,0.301482,0.012573,6.029192
48x5_20260522_lr1e-9,50,Catalan Opening: Closed,24,0.383644,0.05116,0.379432,0.059839,3.103634
48x5_20260522_lr1e-9,50,Grünfeld Defense,10,0.397854,0.160796,0.346147,0.059713,6.11381
48x5_20260522_lr1e-9,50,Grünfeld Defense: Exchange Variation,10,0.482854,0.125186,0.436404,0.082957,2.609854
48x5_20260522_lr1e-9,50,Grünfeld Defense: Three Knights Variation,30,0.305247,0.111858,0.330739,0.060153,7.370452
48x5_20260522_lr1e-9,50,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.232594,0.065945,0.377614,0.068151,5.514191
48x5_20260522_lr1e-9,50,Indian Defense: Anti-Nimzo-Indian,22,0.320086,0.060945,0.274575,0.03745,4.237853
48x5_20260522_lr1e-9,50,Indian Defense: London System,35,0.330472,0.071595,0.350224,0.05641,4.088959
48x5_20260522_lr1e-9,50,Italian Game: Classical Variation,18,0.386636,0.093338,0.364866,0.031454,4.763745
48x5_20260522_lr1e-9,50,"Italian Game: Classical Variation, Albin Gambit",16,0.342243,0.102056,0.380332,0.028566,6.363285
48x5_20260522_lr1e-9,50,"Italian Game: Classical Variation, Center Attack",16,0.49932,0.128763,0.428088,0.023157,4.990556
48x5_20260522_lr1e-9,50,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.327493,0.089868,0.346306,0.017855,5.942392
48x5_20260522_lr1e-9,50,"Italian Game: Giuoco Pianissimo, Normal",27,0.328593,0.068552,0.349352,0.016064,4.873137
48x5_20260522_lr1e-9,50,Italian Game: Giuoco Piano,22,0.366252,0.123997,0.369313,0.020547,6.43319
48x5_20260522_lr1e-9,50,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.437604,0.166999,0.444001,0.080385,6.447464
48x5_20260522_lr1e-9,50,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.31119,0.069383,0.299176,0.015923,4.544418
48x5_20260522_lr1e-9,50,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.228446,0.082638,0.323835,0.020155,8.4516
48x5_20260522_lr1e-9,50,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.357017,0.135936,0.372124,0.029836,7.330648
