step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll_sum,human_nll_sum
0,Bishop's Opening,35,0.276333,0.105273,0.352661,0.054265,264.509524,45.741233
0,Bishop's Opening: Berlin Defense,28,0.373578,0.077182,0.308934,0.012975,99.59621,34.812974
0,Bogo-Indian Defense: Exchange Variation,18,0.453388,0.082435,0.347724,0.024347,19.762777,20.703641
0,Bogo-Indian Defense: Nimzowitsch Variation,18,0.467347,0.092466,0.301482,0.012573,50.546016,22.691327
0,Catalan Opening: Closed,24,0.528293,0.072545,0.379432,0.059839,18.968866,27.006645
0,Grünfeld Defense,10,0.490114,0.080676,0.346147,0.059713,25.2567,14.212191
0,Grünfeld Defense: Exchange Variation,10,0.573447,0.081243,0.436404,0.082957,23.124014,10.904629
0,Grünfeld Defense: Three Knights Variation,30,0.415918,0.126657,0.330739,0.060153,163.129067,42.197992
0,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.43714,0.105344,0.377614,0.068151,55.28051,25.488274
0,Indian Defense: Anti-Nimzo-Indian,22,0.389703,0.074523,0.274575,0.03745,58.747073,36.274228
0,Indian Defense: London System,35,0.371624,0.088504,0.350224,0.05641,124.750358,45.473879
0,Italian Game: Classical Variation,18,0.418294,0.123312,0.364866,0.031454,101.912683,20.864884
0,"Italian Game: Classical Variation, Albin Gambit",16,0.445841,0.114373,0.380332,0.028566,49.921667,17.306238
0,"Italian Game: Classical Variation, Center Attack",16,0.505007,0.115081,0.428088,0.023157,47.087012,14.92749
0,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.585618,0.068861,0.346306,0.017855,71.327284,39.841182
0,"Italian Game: Giuoco Pianissimo, Normal",27,0.496548,0.081803,0.349352,0.016064,71.839326,30.233633
0,Italian Game: Giuoco Piano,22,0.484424,0.133526,0.369313,0.020547,87.163379,23.673696
0,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.505238,0.173248,0.444001,0.080385,122.311862,30.973696
0,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.436093,0.099741,0.299176,0.015923,83.715214,40.095809
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.416282,0.139516,0.323835,0.020155,122.853459,27.153871
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.313665,0.117487,0.372124,0.029836,144.739876,24.647432
0,King's Indian Defense,10,0.491789,0.068786,0.405792,0.040393,9.355024,10.220564
0,King's Indian Defense: Fianchetto Variation,22,0.502483,0.1001,0.441064,0.108347,38.217962,26.620346
0,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.436475,0.085667,0.291299,0.054513,33.679589,25.066807
0,King's Indian Defense: Four Pawns Attack,9,0.579639,0.078825,0.459675,0.05215,22.335887,8.295772
0,King's Indian Defense: Normal Variation,10,0.506437,0.081201,0.400227,0.041976,25.311417,10.360807
0,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.498969,0.082732,0.414267,0.048594,16.783758,18.514729
0,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.548568,0.080553,0.43958,0.049356,18.989833,22.951681
0,King's Indian Defense: Smyslov Variation,21,0.410542,0.093813,0.407008,0.054143,41.928342,22.122515
0,London System,29,0.369947,0.099943,0.341028,0.051066,148.9143,39.710726
0,"London System, with Bd3",13,0.383173,0.111566,0.399965,0.07114,80.169848,14.833596
0,"London System, with Be2",13,0.424898,0.089293,0.383035,0.07741,45.949525,15.926746
0,Neo-Grünfeld Defense: with Nf3,24,0.386851,0.088729,0.320509,0.051207,108.495909,33.330833
0,Nimzo-Indian Defense,21,0.341561,0.07258,0.272688,0.013207,61.272969,28.684242
0,Nimzo-Indian Defense: Classical Variation,10,0.579093,0.078677,0.336314,0.019322,22.96701,11.678434
0,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.512426,0.092186,0.339277,0.020024,24.912921,11.632695
0,Nimzo-Indian Defense: Three Knights Variation,30,0.351051,0.117168,0.326212,0.067083,170.698441,48.718731
0,Petrov's Defense: Italian Variation,20,0.367222,0.115089,0.314097,0.012347,122.442663,24.594656
0,Philidor Defense,51,0.35825,0.120924,0.3688,0.063277,340.657918,67.006097
0,Philidor Defense: Exchange Variation,20,0.498007,0.147749,0.372259,0.040539,100.366822,23.163618
0,Queen's Gambit Accepted,33,0.308167,0.064936,0.340622,0.036558,189.529723,40.516912
0,Queen's Gambit Accepted: Old Variation,34,0.455532,0.144313,0.377624,0.054529,182.162408,40.351444
0,Queen's Gambit Declined,38,0.405087,0.08335,0.336386,0.029532,138.51225,48.541262
0,Queen's Gambit Declined: Harrwitz Attack,34,0.487183,0.030517,0.334187,0.015322,26.693861,39.44284
