step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll
0,Sicilian Defense,10,0.412222,0.129073,0.479263,0.074454,4.452368
0,Sicilian Defense: Chekhover Variation,13,0.302564,0.088797,0.409734,0.052242,6.406693
0,Sicilian Defense: Closed,66,0.360426,0.155498,0.361892,0.055075,7.958475
0,"Sicilian Defense: Closed, Traditional",34,0.335175,0.18219,0.3396,0.063751,10.024751
0,Sicilian Defense: Franco-Sicilian Variation,20,0.3208,0.162912,0.384879,0.075675,9.577683
0,Sicilian Defense: Grand Prix Attack,35,0.357879,0.150109,0.377194,0.063665,7.835601
0,Sicilian Defense: Löwenthal Variation,10,0.464444,0.182983,0.501852,0.056042,6.041863
0,Sicilian Defense: Modern Variations,35,0.29798,0.11428,0.311342,0.025573,8.404961
0,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.458824,0.204223,0.38408,0.073125,7.853739
0,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.47,0.165162,0.391511,0.061378,5.993621
0,"Sicilian Defense: Modern Variations, Main Line",10,0.53,0.153162,0.567433,0.085864,4.21723
0,Sicilian Defense: Old Sicilian,35,0.349582,0.13674,0.32401,0.04858,7.360928
0,Sicilian Defense: Open,17,0.453875,0.179149,0.45994,0.088346,5.96489
0,Sicilian Defense: Taimanov Variation,9,0.541526,0.17925,0.45596,0.071935,4.610339
100,Bishop's Opening,35,0.036736,0.000772,0.352661,0.054265,3.814554
100,Bishop's Opening: Berlin Defense,28,0.030134,0.000123,0.308934,0.012975,4.521477
100,Bogo-Indian Defense: Exchange Variation,18,0.151323,0.072666,0.347724,0.024347,2.756542
100,Bogo-Indian Defense: Nimzowitsch Variation,18,0.056508,0.002604,0.301482,0.012573,3.08223
100,Catalan Opening: Closed,24,0.035743,4.2e-05,0.379432,0.059839,3.34585
100,Grünfeld Defense,10,0.037911,5.8e-05,0.346147,0.059713,3.292034
100,Grünfeld Defense: Exchange Variation,10,0.038113,5.6e-05,0.436404,0.082957,3.285684
100,Grünfeld Defense: Three Knights Variation,30,0.034641,3.9e-05,0.330739,0.060153,3.377142
100,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.036476,4.3e-05,0.377614,0.068151,3.326387
100,Indian Defense: Anti-Nimzo-Indian,22,0.089905,0.02218,0.274575,0.03745,2.988687
100,Indian Defense: London System,35,0.030446,6.6e-05,0.350224,0.05641,3.90749
100,Italian Game: Classical Variation,18,0.034962,4.2e-05,0.364866,0.031454,3.36882
100,"Italian Game: Classical Variation, Albin Gambit",16,0.032447,0.000104,0.380332,0.028566,4.316807
100,"Italian Game: Classical Variation, Center Attack",16,0.035655,4.3e-05,0.428088,0.023157,3.349127
100,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.032513,6.1e-05,0.346306,0.017855,3.838309
100,"Italian Game: Giuoco Pianissimo, Normal",27,0.032151,6.9e-05,0.349352,0.016064,3.967569
100,Italian Game: Giuoco Piano,22,0.032436,0.000178,0.369313,0.020547,4.72658
100,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.032806,3.2e-05,0.444001,0.080385,3.430147
100,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.032247,3.2e-05,0.299176,0.015923,3.448116
100,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.033497,3.2e-05,0.323835,0.020155,3.409133
100,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.033497,3.2e-05,0.372124,0.029836,3.409133
100,King's Indian Defense,10,0.038191,6.1e-05,0.405792,0.040393,3.286116
100,King's Indian Defense: Fianchetto Variation,22,0.036744,3.9e-05,0.441064,0.108347,3.317532
100,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.038139,4.1e-05,0.291299,0.054513,3.280218
100,King's Indian Defense: Four Pawns Attack,9,0.035927,0.000205,0.459675,0.05215,4.912098
100,King's Indian Defense: Normal Variation,10,0.037334,7.7e-05,0.400227,0.041976,3.316596
100,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.037461,4.1e-05,0.414267,0.048594,3.298528
100,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.035531,9.2e-05,0.43958,0.049356,3.937938
100,King's Indian Defense: Smyslov Variation,21,0.037246,4.1e-05,0.407008,0.054143,3.304568
100,London System,29,0.030451,0.00015,0.341028,0.051066,4.955188
100,"London System, with Bd3",13,0.037482,5.7e-05,0.399965,0.07114,3.304065
100,"London System, with Be2",13,0.037482,5.7e-05,0.383035,0.07741,3.304065
100,Neo-Grünfeld Defense: with Nf3,24,0.035673,3.6e-05,0.320509,0.051207,3.345958
100,Nimzo-Indian Defense,21,0.052058,0.002334,0.272688,0.013207,3.158979
100,Nimzo-Indian Defense: Classical Variation,10,0.031303,0.000286,0.336314,0.019322,6.289773
100,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.037553,5.1e-05,0.339277,0.020024,3.298784
100,Nimzo-Indian Defense: Three Knights Variation,30,0.059794,0.004247,0.326212,0.067083,3.128016
100,Petrov's Defense: Italian Variation,20,0.03304,6.6e-05,0.314097,0.012347,3.436503
100,Philidor Defense,51,0.030339,6.6e-05,0.3688,0.063277,4.054974
100,Philidor Defense: Exchange Variation,20,0.029199,0.000104,0.372259,0.040539,4.257782
100,Queen's Gambit Accepted,33,0.030784,6.2e-05,0.340622,0.036558,3.917636
100,Queen's Gambit Accepted: Old Variation,34,0.031414,3e-05,0.377624,0.054529,3.473095
100,Queen's Gambit Declined,38,0.050063,0.00711,0.336386,0.029532,3.285883
100,Queen's Gambit Declined: Harrwitz Attack,34,0.034464,3.5e-05,0.334187,0.015322,3.380431
100,Queen's Gambit Declined: Modern Variation,19,0.03579,4.7e-05,0.329033,0.019593,3.346071
100,Queen's Gambit Declined: Ragozin Defense,39,0.035035,2.7e-05,0.329671,0.017334,3.360861
100,Queen's Gambit Declined: Three Knights Variation,34,0.034464,3.5e-05,0.359526,0.014769,3.380431
100,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.037002,5.1e-05,0.303791,0.005946,3.313445
100,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.034548,4.6e-05,0.263161,0.008344,3.381977
100,Queen's Pawn Game: Accelerated London System,98,0.028869,5.4e-05,0.320097,0.018738,4.121292
100,Queen's Pawn Game: London System,35,0.031363,2.9e-05,0.323223,0.028665,3.474593
100,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.037174,3.6e-05,0.373112,0.028875,3.303831
100,Ruy Lopez: Exchange Variation,9,0.042335,0.000187,0.467343,0.036089,3.203589
100,"Ruy Lopez: Exchange Variation, Lutikov Variation",10,0.041948,0.00017,0.401795,0.027337,3.20904
100,"Ruy Lopez: Exchange Variation, Normal Variation",9,0.038062,3.8e-05,0.473418,0.034082,3.280606
100,Ruy Lopez: Morphy Defense,9,0.037113,4.3e-05,0.497945,0.022661,3.307718
100,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.037113,4.3e-05,0.453968,0.026772,3.307718
100,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.037523,3.8e-05,0.460445,0.07087,3.295345
100,Ruy Lopez: Steinitz Defense,17,0.086783,0.041008,0.371974,0.05218,3.139232
100,Semi-Slav Defense,14,0.03368,5e-05,0.367238,0.0222,3.409265
100,Semi-Slav Defense: Accelerated Move Order,17,0.033521,4.2e-05,0.33232,0.02061,3.41121
100,Semi-Slav Defense: Main Line,17,0.033153,4.3e-05,0.323265,0.020431,3.422635
100,Sicilian Defense,10,0.035138,7.8e-05,0.479263,0.074454,3.379899
100,Sicilian Defense: Chekhover Variation,13,0.032363,9.7e-05,0.409734,0.052242,3.47823
100,Sicilian Defense: Closed,66,0.033286,9.7e-05,0.361892,0.055075,3.640053
100,"Sicilian Defense: Closed, Traditional",34,0.031963,0.000142,0.3396,0.063751,4.291313
100,Sicilian Defense: Franco-Sicilian Variation,20,0.031513,0.000103,0.384879,0.075675,4.178075
100,Sicilian Defense: Grand Prix Attack,35,0.035332,8.6e-05,0.377194,0.063665,3.368518
100,Sicilian Defense: Löwenthal Variation,10,0.03589,7.5e-05,0.501852,0.056042,3.357261
100,Sicilian Defense: Modern Variations,35,0.031959,6.7e-05,0.311342,0.025573,3.858755
100,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.031966,5.8e-05,0.38408,0.073125,3.46789
100,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.035181,7.1e-05,0.391511,0.061378,3.374922
100,"Sicilian Defense: Modern Variations, Main Line",10,0.035138,7.8e-05,0.567433,0.085864,3.379899
100,Sicilian Defense: Old Sicilian,35,0.030345,0.000115,0.32401,0.04858,4.704179
100,Sicilian Defense: Open,17,0.036095,0.000152,0.45994,0.088346,3.370117
100,Sicilian Defense: Taimanov Variation,9,0.036929,6.3e-05,0.45596,0.071935,3.321657
200,Bishop's Opening,35,0.030762,0.000148,0.352661,0.054265,4.310224
200,Bishop's Opening: Berlin Defense,28,0.027772,0.000175,0.308934,0.012975,5.591416
200,Bogo-Indian Defense: Exchange Variation,18,0.144363,0.072025,0.347724,0.024347,2.772908
200,Bogo-Indian Defense: Nimzowitsch Variation,18,0.047208,0.00054,0.301482,0.012573,3.132568
200,Catalan Opening: Closed,24,0.035406,4e-05,0.379432,0.059839,3.354918
200,Grünfeld Defense,10,0.03786,4.6e-05,0.346147,0.059713,3.288999
200,Grünfeld Defense: Exchange Variation,10,0.03786,4.6e-05,0.436404,0.082957,3.288999
200,Grünfeld Defense: Three Knights Variation,30,0.034326,3.6e-05,0.330739,0.060153,3.38558
200,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.036025,4.1e-05,0.377614,0.068151,3.338442
200,Indian Defense: Anti-Nimzo-Indian,22,0.077796,0.013378,0.274575,0.03745,3.015369
200,Indian Defense: London System,35,0.031142,3.7e-05,0.350224,0.05641,3.485905
200,Italian Game: Classical Variation,18,0.028309,0.000188,0.364866,0.031454,5.899069
200,"Italian Game: Classical Variation, Albin Gambit",16,0.032121,9.9e-05,0.380332,0.028566,4.325584
200,"Italian Game: Classical Variation, Center Attack",16,0.031847,9.9e-05,0.428088,0.023157,4.333868
200,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.030784,0.000121,0.346306,0.017855,4.692161
200,"Italian Game: Giuoco Pianissimo, Normal",27,0.032028,0.00012,0.349352,0.016064,4.494019
200,Italian Game: Giuoco Piano,22,0.031946,7.4e-05,0.369313,0.020547,4.090053
200,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.033898,4.1e-05,0.444001,0.080385,3.400796
200,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.028745,0.000194,0.299176,0.015923,5.814133
200,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.035608,4.3e-05,0.323835,0.020155,3.350937
200,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.037674,0.000173,0.372124,0.029836,3.31943
200,King's Indian Defense,10,0.037649,5.5e-05,0.405792,0.040393,3.29876
200,King's Indian Defense: Fianchetto Variation,22,0.036216,3.6e-05,0.441064,0.108347,3.331292
200,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.037591,3.9e-05,0.291299,0.054513,3.294421
200,King's Indian Defense: Four Pawns Attack,9,0.038102,6e-05,0.459675,0.05215,3.28928
200,King's Indian Defense: Normal Variation,10,0.031792,0.000288,0.400227,0.041976,6.2756
200,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.037132,3.9e-05,0.414267,0.048594,3.306959
200,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.036004,4.2e-05,0.43958,0.049356,3.340046
200,King's Indian Defense: Smyslov Variation,21,0.03675,4e-05,0.407008,0.054143,3.318089
200,London System,29,0.030942,0.000113,0.341028,0.051066,4.457189
200,"London System, with Bd3",13,0.036346,5.7e-05,0.399965,0.07114,3.335885
200,"London System, with Be2",13,0.036346,5.7e-05,0.383035,0.07741,3.335885
200,Neo-Grünfeld Defense: with Nf3,24,0.035589,3.2e-05,0.320509,0.051207,3.347072
200,Nimzo-Indian Defense,21,0.043374,0.000511,0.272688,0.013207,3.220453
200,Nimzo-Indian Defense: Classical Variation,10,0.028166,0.000367,0.336314,0.019322,7.783433
200,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.034227,0.000173,0.339277,0.020024,4.798598
200,Nimzo-Indian Defense: Three Knights Variation,30,0.053715,0.00308,0.326212,0.067083,3.171049
200,Petrov's Defense: Italian Variation,20,0.037503,0.000255,0.314097,0.012347,3.350937
200,Philidor Defense,51,0.030345,0.000115,0.3688,0.063277,4.605742
200,Philidor Defense: Exchange Variation,20,0.029198,6e-05,0.372259,0.040539,3.565465
200,Queen's Gambit Accepted,33,0.030728,5.8e-05,0.340622,0.036558,3.918003
200,Queen's Gambit Accepted: Old Variation,34,0.030745,5.5e-05,0.377624,0.054529,3.903782
200,Queen's Gambit Declined,38,0.042195,0.001506,0.336386,0.029532,3.322866
200,Queen's Gambit Declined: Harrwitz Attack,34,0.035908,7.1e-05,0.334187,0.015322,3.349501
200,Queen's Gambit Declined: Modern Variation,19,0.035768,4.3e-05,0.329033,0.019593,3.345349
200,Queen's Gambit Declined: Ragozin Defense,39,0.034776,2.6e-05,0.329671,0.017334,3.368069
200,Queen's Gambit Declined: Three Knights Variation,34,0.035908,7.1e-05,0.359526,0.014769,3.349501
200,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.036378,4.7e-05,0.303791,0.005946,3.329804
200,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.034156,4.2e-05,0.263161,0.008344,3.392349
200,Queen's Pawn Game: Accelerated London System,98,0.029857,2.8e-05,0.320097,0.018738,3.662866
200,Queen's Pawn Game: London System,35,0.031248,5.2e-05,0.323223,0.028665,3.87464
200,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.033341,0.000153,0.373112,0.028875,4.817901
200,Ruy Lopez: Exchange Variation,9,0.041444,9.7e-05,0.467343,0.036089,3.208143
200,"Ruy Lopez: Exchange Variation, Lutikov Variation",10,0.044838,0.000202,0.401795,0.027337,3.147746
200,"Ruy Lopez: Exchange Variation, Normal Variation",9,0.041444,9.7e-05,0.473418,0.034082,3.208143
200,Ruy Lopez: Morphy Defense,9,0.040314,0.000108,0.497945,0.022661,3.239766
200,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.040314,0.000108,0.453968,0.026772,3.239766
200,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.039986,9.8e-05,0.460445,0.07087,3.245373
200,Ruy Lopez: Steinitz Defense,17,0.083995,0.041435,0.371974,0.05218,4.874606
200,Semi-Slav Defense,14,0.033774,4.3e-05,0.367238,0.0222,3.404082
200,Semi-Slav Defense: Accelerated Move Order,17,0.032577,9.6e-05,0.33232,0.02061,4.259849
200,Semi-Slav Defense: Main Line,17,0.03323,3.7e-05,0.323265,0.020431,3.418366
200,Sicilian Defense,10,0.034915,7.2e-05,0.479263,0.074454,3.384548
200,Sicilian Defense: Chekhover Variation,13,0.028987,0.000221,0.409734,0.052242,5.720188
200,Sicilian Defense: Closed,66,0.031003,8.9e-05,0.361892,0.055075,4.123058
200,"Sicilian Defense: Closed, Traditional",34,0.032218,0.000111,0.3396,0.063751,3.872823
200,Sicilian Defense: Franco-Sicilian Variation,20,0.030892,5.3e-05,0.384879,0.075675,3.501296
200,Sicilian Defense: Grand Prix Attack,35,0.033545,2.7e-05,0.377194,0.063665,3.405713
200,Sicilian Defense: Löwenthal Variation,10,0.030906,0.000276,0.501852,0.056042,6.299925
200,Sicilian Defense: Modern Variations,35,0.030572,9.4e-05,0.311342,0.025573,4.302075
200,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.031442,0.000108,0.38408,0.073125,4.30164
200,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.035589,5.9e-05,0.391511,0.061378,3.358598
200,"Sicilian Defense: Modern Variations, Main Line",10,0.034915,7.2e-05,0.567433,0.085864,3.384548
200,Sicilian Defense: Old Sicilian,35,0.031761,5.9e-05,0.32401,0.04858,3.861557
200,Sicilian Defense: Open,17,0.033061,6.6e-05,0.45994,0.088346,3.438979
200,Sicilian Defense: Taimanov Variation,9,0.036506,5.7e-05,0.45596,0.071935,3.331271
300,Bishop's Opening,35,0.036711,0.000177,0.352661,0.054265,3.358897
300,Bishop's Opening: Berlin Defense,28,0.029186,0.000279,0.308934,0.012975,5.56747
300,Bogo-Indian Defense: Exchange Variation,18,0.144428,0.072007,0.347724,0.024347,2.769898
300,Bogo-Indian Defense: Nimzowitsch Variation,18,0.047088,0.000537,0.301482,0.012573,3.134094
300,Catalan Opening: Closed,24,0.035878,3.3e-05,0.379432,0.059839,3.339256
300,Grünfeld Defense,10,0.037241,4.6e-05,0.346147,0.059713,3.30625
300,Grünfeld Defense: Exchange Variation,10,0.037442,4.3e-05,0.436404,0.082957,3.2999
300,Grünfeld Defense: Three Knights Variation,30,0.033494,6.9e-05,0.330739,0.060153,3.875829
300,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.036149,3.4e-05,0.377614,0.068151,3.33243
300,Indian Defense: Anti-Nimzo-Indian,22,0.089633,0.022203,0.274575,0.03745,2.994718
300,Indian Defense: London System,35,0.029356,0.000113,0.350224,0.05641,4.737349
300,Italian Game: Classical Variation,18,0.028133,0.000188,0.364866,0.031454,5.905356
300,"Italian Game: Classical Variation, Albin Gambit",16,0.032603,0.000103,0.380332,0.028566,4.312125
300,"Italian Game: Classical Variation, Center Attack",16,0.03165,0.0001,0.428088,0.023157,4.34094
300,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.029827,0.000104,0.346306,0.017855,4.717059
300,"Italian Game: Giuoco Pianissimo, Normal",27,0.030954,0.000101,0.349352,0.016064,4.520756
300,Italian Game: Giuoco Piano,22,0.032297,7.7e-05,0.369313,0.020547,4.080265
300,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.032851,2.9e-05,0.444001,0.080385,3.427986
300,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.032053,2.9e-05,0.299176,0.015923,3.453051
300,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.034419,3.3e-05,0.323835,0.020155,3.381835
300,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.036485,0.000168,0.372124,0.029836,3.350328
300,King's Indian Defense,10,0.037284,5e-05,0.405792,0.040393,3.307183
300,King's Indian Defense: Fianchetto Variation,22,0.03631,3.2e-05,0.441064,0.108347,3.327425
300,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.037513,3.5e-05,0.291299,0.054513,3.295308
300,King's Indian Defense: Four Pawns Attack,9,0.037855,5.5e-05,0.459675,0.05215,3.294445
300,King's Indian Defense: Normal Variation,10,0.03657,6.4e-05,0.400227,0.041976,3.333889
300,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.036248,4.1e-05,0.414267,0.048594,3.332836
300,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.034538,8.8e-05,0.43958,0.049356,3.96611
300,King's Indian Defense: Smyslov Variation,21,0.036611,3.4e-05,0.407008,0.054143,3.319939
300,London System,29,0.031701,8e-05,0.341028,0.051066,3.952398
300,"London System, with Bd3",13,0.037288,4.8e-05,0.399965,0.07114,3.30643
300,"London System, with Be2",13,0.037288,4.8e-05,0.383035,0.07741,3.30643
300,Neo-Grünfeld Defense: with Nf3,24,0.035354,3e-05,0.320509,0.051207,3.353164
300,Nimzo-Indian Defense,21,0.041982,0.000586,0.272688,0.013207,3.928605
300,Nimzo-Indian Defense: Classical Variation,10,0.037019,4.2e-05,0.336314,0.019322,3.31106
300,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.037019,4.2e-05,0.339277,0.020024,3.31106
300,Nimzo-Indian Defense: Three Knights Variation,30,0.038163,0.000445,0.326212,0.067083,3.809718
300,Petrov's Defense: Italian Variation,20,0.032128,0.00018,0.314097,0.012347,4.180041
300,Philidor Defense,51,0.030938,9.6e-05,0.3688,0.063277,4.312739
300,Philidor Defense: Exchange Variation,20,0.029292,6e-05,0.372259,0.040539,3.562388
300,Queen's Gambit Accepted,33,0.031013,3e-05,0.340622,0.036558,3.487007
300,Queen's Gambit Accepted: Old Variation,34,0.032201,3.9e-05,0.377624,0.054529,3.451856
300,Queen's Gambit Declined,38,0.04056,0.001588,0.336386,0.029532,4.109152
300,Queen's Gambit Declined: Harrwitz Attack,34,0.035314,4.8e-05,0.334187,0.015322,3.359864
300,Queen's Gambit Declined: Modern Variation,19,0.035602,3.6e-05,0.329033,0.019593,3.348343
300,Queen's Gambit Declined: Ragozin Defense,39,0.034976,2.2e-05,0.329671,0.017334,3.36107
300,Queen's Gambit Declined: Three Knights Variation,34,0.035314,4.8e-05,0.359526,0.014769,3.359864
300,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.036115,4.5e-05,0.303791,0.005946,3.337003
300,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.034327,3.7e-05,0.263161,0.008344,3.385966
300,Queen's Pawn Game: Accelerated London System,98,0.029541,4.9e-05,0.320097,0.018738,3.819082
300,Queen's Pawn Game: London System,35,0.029842,0.000106,0.323223,0.028665,4.717236
300,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.036838,3.2e-05,0.373112,0.028875,3.311854
