step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll_sum,human_nll_sum
0,Bishop's Opening,35,0.271313,0.129017,0.352661,0.054265,314.141601,45.741233
0,Bishop's Opening: Berlin Defense,28,0.314711,0.099159,0.308934,0.012975,183.89372,34.812974
0,Bogo-Indian Defense: Exchange Variation,18,0.324426,0.04815,0.347724,0.024347,25.304711,20.703641
0,Bogo-Indian Defense: Nimzowitsch Variation,18,0.316531,0.076019,0.301482,0.012573,74.591038,22.691327
0,Catalan Opening: Closed,24,0.422002,0.026496,0.379432,0.059839,23.507614,27.006645
0,Grünfeld Defense,10,0.364444,0.1376,0.346147,0.059713,77.319486,14.212191
0,Grünfeld Defense: Exchange Variation,10,0.454921,0.105417,0.436404,0.082957,42.089833,10.904629
0,Grünfeld Defense: Three Knights Variation,30,0.32504,0.155676,0.330739,0.060153,268.939677,42.197992
0,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.300437,0.135182,0.377614,0.068151,162.749828,25.488274
0,Indian Defense: Anti-Nimzo-Indian,22,0.352267,0.047125,0.274575,0.03745,59.150234,36.274228
0,Indian Defense: London System,35,0.305966,0.086097,0.350224,0.05641,194.272027,45.473879
0,Italian Game: Classical Variation,18,0.410759,0.133439,0.364866,0.031454,86.166769,20.864884
0,"Italian Game: Classical Variation, Albin Gambit",16,0.413492,0.085922,0.380332,0.028566,49.961985,17.306238
0,"Italian Game: Classical Variation, Center Attack",16,0.48128,0.111345,0.428088,0.023157,16.268236,14.92749
0,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.438908,0.079721,0.346306,0.017855,83.735111,39.841182
0,"Italian Game: Giuoco Pianissimo, Normal",27,0.37236,0.056216,0.349352,0.016064,79.012679,30.233633
0,Italian Game: Giuoco Piano,22,0.423929,0.057179,0.369313,0.020547,22.964718,23.673696
0,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.509127,0.143972,0.444001,0.080385,104.498177,30.973696
0,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.308176,0.058104,0.299176,0.015923,92.628551,40.095809
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.40757,0.095304,0.323835,0.020155,105.3781,27.153871
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.340445,0.078389,0.372124,0.029836,108.623293,24.647432
0,King's Indian Defense,10,0.231111,0.105896,0.405792,0.040393,113.062236,10.220564
0,King's Indian Defense: Fianchetto Variation,22,0.343088,0.10003,0.441064,0.108347,110.988511,26.620346
0,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.305993,0.105579,0.291299,0.054513,104.948906,25.066807
0,King's Indian Defense: Four Pawns Attack,9,0.307295,0.105536,0.459675,0.05215,77.009332,8.295772
0,King's Indian Defense: Normal Variation,10,0.328514,0.099507,0.400227,0.041976,77.674308,10.360807
0,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.355327,0.145437,0.414267,0.048594,136.725144,18.514729
0,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.353702,0.119548,0.43958,0.049356,176.064031,22.951681
0,King's Indian Defense: Smyslov Variation,21,0.209328,0.093824,0.407008,0.054143,228.828548,22.122515
0,London System,29,0.355304,0.133083,0.341028,0.051066,200.612535,39.710726
0,"London System, with Bd3",13,0.270773,0.088303,0.399965,0.07114,115.9418,14.833596
0,"London System, with Be2",13,0.322055,0.074995,0.383035,0.07741,81.297663,15.926746
0,Neo-Grünfeld Defense: with Nf3,24,0.32611,0.170514,0.320509,0.051207,244.568036,33.330833
0,Nimzo-Indian Defense,21,0.32949,0.027869,0.272688,0.013207,26.983231,28.684242
0,Nimzo-Indian Defense: Classical Variation,10,0.368721,0.032213,0.336314,0.019322,27.106231,11.678434
0,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.395388,0.068726,0.339277,0.020024,27.106231,11.632695
0,Nimzo-Indian Defense: Three Knights Variation,30,0.331834,0.086027,0.326212,0.067083,137.373784,48.718731
0,Petrov's Defense: Italian Variation,20,0.387828,0.187583,0.314097,0.012347,171.808363,24.594656
0,Philidor Defense,51,0.328789,0.154851,0.3688,0.063277,461.148594,67.006097
0,Philidor Defense: Exchange Variation,20,0.46165,0.177409,0.372259,0.040539,135.576444,23.163618
0,Queen's Gambit Accepted,33,0.323259,0.115621,0.340622,0.036558,239.530253,40.516912
0,Queen's Gambit Accepted: Old Variation,34,0.360649,0.118428,0.377624,0.054529,221.218689,40.351444
0,Queen's Gambit Declined,38,0.328436,0.062551,0.336386,0.029532,178.096364,48.541262
0,Queen's Gambit Declined: Harrwitz Attack,34,0.359713,0.020888,0.334187,0.015322,38.359261,39.44284
0,Queen's Gambit Declined: Modern Variation,19,0.279799,0.029547,0.329033,0.019593,89.982267,22.827387
0,Queen's Gambit Declined: Ragozin Defense,39,0.332656,0.022734,0.329671,0.017334,48.057532,46.597633
0,Queen's Gambit Declined: Three Knights Variation,34,0.308651,0.029731,0.359526,0.014769,62.118681,36.819853
0,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.160935,0.042297,0.303791,0.005946,96.611182,11.032204
0,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.337045,0.019464,0.263161,0.008344,32.285164,19.747827
0,Queen's Pawn Game: Accelerated London System,98,0.265644,0.075229,0.320097,0.018738,605.200068,120.309382
0,Queen's Pawn Game: London System,35,0.258499,0.050372,0.323223,0.028665,182.606936,44.757004
0,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.345003,0.128876,0.373112,0.028875,62.367736,10.892678
0,Ruy Lopez: Exchange Variation,9,0.482102,0.152765,0.467343,0.036089,41.749831,7.637707
0,"Ruy Lopez: Exchange Variation, Lutikov Variation",10,0.363892,0.123252,0.401795,0.027337,61.374485,10.063152
0,"Ruy Lopez: Exchange Variation, Normal Variation",9,0.502304,0.136551,0.473418,0.034082,25.033899,7.458076
0,Ruy Lopez: Morphy Defense,9,0.627971,0.094591,0.497945,0.022661,5.837664,6.825701
0,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.613156,0.101126,0.453968,0.026772,6.174136,7.823029
0,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.533892,0.161628,0.460445,0.07087,41.749831,14.01498
0,Ruy Lopez: Steinitz Defense,17,0.363965,0.150011,0.371974,0.05218,120.187759,21.672759
0,Semi-Slav Defense,14,0.340238,0.078635,0.367238,0.0222,81.931179,15.58745
0,Semi-Slav Defense: Accelerated Move Order,17,0.332647,0.111631,0.33232,0.02061,119.565778,20.551942
0,Semi-Slav Defense: Main Line,17,0.341159,0.074504,0.323265,0.020431,101.629941,21.182156
0,Sicilian Defense,10,0.437923,0.124754,0.479263,0.074454,43.301288,9.42369
0,Sicilian Defense: Chekhover Variation,13,0.312354,0.094436,0.409734,0.052242,82.798374,14.236131
0,Sicilian Defense: Closed,66,0.352052,0.150113,0.361892,0.055075,512.279535,86.780789
0,"Sicilian Defense: Closed, Traditional",34,0.326229,0.17531,0.3396,0.063751,341.438444,53.151613
0,Sicilian Defense: Franco-Sicilian Variation,20,0.338182,0.150516,0.384879,0.075675,142.799118,27.274444
0,Sicilian Defense: Grand Prix Attack,35,0.349796,0.131388,0.377194,0.063665,195.440786,45.203963
0,Sicilian Defense: Löwenthal Variation,10,0.476299,0.176777,0.501852,0.056042,44.598787,8.032144
0,Sicilian Defense: Modern Variations,35,0.298781,0.104334,0.311342,0.025573,277.149766,44.998593
0,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.460521,0.198127,0.38408,0.073125,118.032668,23.126486
0,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.483838,0.146155,0.391511,0.061378,42.855818,13.855622
0,"Sicilian Defense: Modern Variations, Main Line",10,0.537708,0.145003,0.567433,0.085864,41.396795,8.220391
0,Sicilian Defense: Old Sicilian,35,0.352182,0.136623,0.32401,0.04858,241.413651,47.564828
0,Sicilian Defense: Open,17,0.462949,0.180374,0.45994,0.088346,100.229927,18.280124
0,Sicilian Defense: Taimanov Variation,9,0.533345,0.166258,0.45596,0.071935,25.668434,8.850648
10,Bishop's Opening,35,0.032498,8.8e-05,0.352661,0.054265,120.966632,45.741233
10,Bishop's Opening: Berlin Defense,28,0.031384,0.000105,0.308934,0.012975,97.915275,34.812974
10,Bogo-Indian Defense: Exchange Variation,18,0.050918,0.001809,0.347724,0.024347,70.976806,20.703641
10,Bogo-Indian Defense: Nimzowitsch Variation,18,0.04579,0.000502,0.301482,0.012573,70.98093,22.691327
10,Catalan Opening: Closed,24,0.050091,0.004679,0.379432,0.059839,121.038528,27.006645
10,Grünfeld Defense,10,0.040859,0.000181,0.346147,0.059713,32.399628,14.212191
10,Grünfeld Defense: Exchange Variation,10,0.040859,0.000181,0.436404,0.082957,32.399628,10.904629
10,Grünfeld Defense: Three Knights Variation,30,0.040803,0.000888,0.330739,0.060153,170.178438,42.197992
10,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.036561,0.000638,0.377614,0.068151,127.496141,25.488274
10,Indian Defense: Anti-Nimzo-Indian,22,0.119419,0.054401,0.274575,0.03745,109.472549,36.274228
10,Indian Defense: London System,35,0.028985,0.000307,0.350224,0.05641,209.209259,45.473879
10,Italian Game: Classical Variation,18,0.030709,0.000307,0.364866,0.031454,105.331778,20.864884
10,"Italian Game: Classical Variation, Albin Gambit",16,0.030237,0.000335,0.380332,0.028566,98.54476,17.306238
10,"Italian Game: Classical Variation, Center Attack",16,0.032709,0.000282,0.428088,0.023157,83.384737,14.92749
10,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.025141,0.000321,0.346306,0.017855,268.544299,39.841182
10,"Italian Game: Giuoco Pianissimo, Normal",27,0.025422,0.000352,0.349352,0.016064,211.030562,30.233633
10,Italian Game: Giuoco Piano,22,0.039721,0.000754,0.369313,0.020547,101.414701,23.673696
10,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.031439,0.00036,0.444001,0.080385,157.581407,30.973696
10,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.02556,0.000351,0.299176,0.015923,239.644186,40.095809
10,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.029494,0.000358,0.323835,0.020155,148.197644,27.153871
10,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.040881,0.002796,0.372124,0.029836,145.895059,24.647432
10,King's Indian Defense,10,0.040843,0.000188,0.405792,0.040393,32.434711,10.220564
10,King's Indian Defense: Fianchetto Variation,22,0.038271,0.000285,0.441064,0.108347,100.937433,26.620346
10,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.036692,0.000318,0.291299,0.054513,81.713224,25.066807
10,King's Indian Defense: Four Pawns Attack,9,0.04181,0.000202,0.459675,0.05215,29.012894,8.295772
10,King's Indian Defense: Normal Variation,10,0.040129,0.000207,0.400227,0.041976,32.701773,10.360807
10,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.029194,0.000524,0.414267,0.048594,148.452101,18.514729
10,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.035449,0.000296,0.43958,0.049356,123.327998,22.951681
10,King's Indian Defense: Smyslov Variation,21,0.037584,0.000267,0.407008,0.054143,97.897821,22.122515
10,London System,29,0.032927,0.000144,0.341028,0.051066,113.982303,39.710726
10,"London System, with Bd3",13,0.048049,0.000493,0.399965,0.07114,40.509135,14.833596
10,"London System, with Be2",13,0.039502,0.000292,0.383035,0.07741,56.732591,15.926746
10,Neo-Grünfeld Defense: with Nf3,24,0.03908,0.000879,0.320509,0.051207,151.038726,33.330833
10,Nimzo-Indian Defense,21,0.070203,0.029838,0.272688,0.013207,154.89073,28.684242
10,Nimzo-Indian Defense: Classical Variation,10,0.04027,0.000182,0.336314,0.019322,32.55148,11.678434
10,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.04027,0.000182,0.339277,0.020024,32.55148,11.632695
10,Nimzo-Indian Defense: Three Knights Variation,30,0.119716,0.0515,0.326212,0.067083,189.809817,48.718731
10,Petrov's Defense: Italian Variation,20,0.032182,0.000132,0.314097,0.012347,69.554091,24.594656
10,Philidor Defense,51,0.031715,5.9e-05,0.3688,0.063277,177.014348,67.006097
10,Philidor Defense: Exchange Variation,20,0.030881,0.000156,0.372259,0.040539,70.697908,23.163618
10,Queen's Gambit Accepted,33,0.028821,0.000193,0.340622,0.036558,161.744062,40.516912
10,Queen's Gambit Accepted: Old Variation,34,0.03263,7.9e-05,0.377624,0.054529,117.20301,40.351444
10,Queen's Gambit Declined,38,0.045046,0.001859,0.336386,0.029532,167.233216,48.541262
10,Queen's Gambit Declined: Harrwitz Attack,34,0.029045,0.000395,0.334187,0.015322,221.833965,39.44284
10,Queen's Gambit Declined: Modern Variation,19,0.034328,0.000399,0.329033,0.019593,107.229554,22.827387
10,Queen's Gambit Declined: Ragozin Defense,39,0.022955,0.000461,0.329671,0.017334,370.265536,46.597633
10,Queen's Gambit Declined: Three Knights Variation,34,0.029045,0.000395,0.359526,0.014769,221.833965,36.819853
10,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.0364,0.000342,0.303791,0.005946,32.482394,11.032204
10,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.034885,0.000233,0.263161,0.008344,61.567472,19.747827
10,Queen's Pawn Game: Accelerated London System,98,0.032143,0.003486,0.320097,0.018738,606.078116,120.309382
10,Queen's Pawn Game: London System,35,0.022324,0.000421,0.323223,0.028665,327.941905,44.757004
10,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.040113,0.000168,0.373112,0.028875,32.537262,10.892678
10,Ruy Lopez: Exchange Variation,9,0.04151,0.000177,0.467343,0.036089,28.983806,7.637707
10,"Ruy Lopez: Exchange Variation, Lutikov Variation",10,0.041359,0.00016,0.401795,0.027337,32.202682,10.063152
10,"Ruy Lopez: Exchange Variation, Normal Variation",9,0.04151,0.000177,0.473418,0.034082,28.983806,7.458076
10,Ruy Lopez: Morphy Defense,9,0.040379,0.000188,0.497945,0.022661,29.268406,6.825701
10,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.040379,0.000188,0.453968,0.026772,29.268406,7.823029
10,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.04033,0.000169,0.460445,0.07087,32.488763,14.01498
10,Ruy Lopez: Steinitz Defense,17,0.095884,0.042881,0.371974,0.05218,66.214765,21.672759
10,Semi-Slav Defense,14,0.031798,0.000313,0.367238,0.0222,76.885569,15.58745
10,Semi-Slav Defense: Accelerated Move Order,17,0.032993,0.0002,0.33232,0.02061,72.647248,20.551942
10,Semi-Slav Defense: Main Line,17,0.031603,0.000258,0.323265,0.020431,87.34064,21.182156
10,Sicilian Defense,10,0.052262,0.00236,0.479263,0.074454,45.872893,9.42369
10,Sicilian Defense: Chekhover Variation,13,0.03487,0.000225,0.409734,0.052242,44.636483,14.236131
10,Sicilian Defense: Closed,66,0.029322,0.000288,0.361892,0.055075,361.061424,86.780789
10,"Sicilian Defense: Closed, Traditional",34,0.029931,0.000235,0.3396,0.063751,190.06793,53.151613
10,Sicilian Defense: Franco-Sicilian Variation,20,0.032517,0.000146,0.384879,0.075675,69.466795,27.274444
10,Sicilian Defense: Grand Prix Attack,35,0.03406,7.4e-05,0.377194,0.063665,119.038796,45.203963
10,Sicilian Defense: Löwenthal Variation,10,0.039189,0.000217,0.501852,0.056042,32.986691,8.032144
10,Sicilian Defense: Modern Variations,35,0.028394,0.000217,0.311342,0.025573,195.275777,44.998593
10,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.034266,0.000401,0.38408,0.073125,73.532126,23.126486
10,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.038194,0.000218,0.391511,0.061378,33.238891,13.855622
10,"Sicilian Defense: Modern Variations, Main Line",10,0.038274,0.000224,0.567433,0.085864,33.253575,8.220391
10,Sicilian Defense: Old Sicilian,35,0.033233,0.000146,0.32401,0.04858,134.407194,47.564828
10,Sicilian Defense: Open,17,0.035064,0.000167,0.45994,0.088346,57.864313,18.280124
10,Sicilian Defense: Taimanov Variation,9,0.04014,0.000215,0.45596,0.071935,29.419676,8.850648
20,Bishop's Opening,35,0.032498,8.8e-05,0.352661,0.054265,120.966632,45.741233
20,Bishop's Opening: Berlin Defense,28,0.031384,0.000105,0.308934,0.012975,97.915275,34.812974
20,Bogo-Indian Defense: Exchange Variation,18,0.050366,0.001809,0.347724,0.024347,71.195466,20.703641
20,Bogo-Indian Defense: Nimzowitsch Variation,18,0.04579,0.000502,0.301482,0.012573,70.98093,22.691327
20,Catalan Opening: Closed,24,0.050091,0.004679,0.379432,0.059839,121.038528,27.006645
20,Grünfeld Defense,10,0.040859,0.000181,0.346147,0.059713,32.399628,14.212191
20,Grünfeld Defense: Exchange Variation,10,0.040859,0.000181,0.436404,0.082957,32.399628,10.904629
20,Grünfeld Defense: Three Knights Variation,30,0.04329,0.000769,0.330739,0.060153,139.912414,42.197992
20,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.036561,0.000638,0.377614,0.068151,127.496141,25.488274
20,Indian Defense: Anti-Nimzo-Indian,22,0.049099,0.005018,0.274575,0.03745,115.125416,36.274228
20,Indian Defense: London System,35,0.028985,0.000307,0.350224,0.05641,209.209259,45.473879
20,Italian Game: Classical Variation,18,0.030709,0.000307,0.364866,0.031454,105.331778,20.864884
20,"Italian Game: Classical Variation, Albin Gambit",16,0.030237,0.000335,0.380332,0.028566,98.54476,17.306238
20,"Italian Game: Classical Variation, Center Attack",16,0.032709,0.000282,0.428088,0.023157,83.384737,14.92749
20,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.025141,0.000321,0.346306,0.017855,268.544299,39.841182
20,"Italian Game: Giuoco Pianissimo, Normal",27,0.025422,0.000352,0.349352,0.016064,211.030562,30.233633
20,Italian Game: Giuoco Piano,22,0.039721,0.000754,0.369313,0.020547,101.414701,23.673696
20,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.031439,0.00036,0.444001,0.080385,157.581407,30.973696
20,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.02556,0.000351,0.299176,0.015923,239.644186,40.095809
20,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.029494,0.000358,0.323835,0.020155,148.197644,27.153871
20,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.040881,0.002796,0.372124,0.029836,145.895059,24.647432
20,King's Indian Defense,10,0.040843,0.000188,0.405792,0.040393,32.434711,10.220564
20,King's Indian Defense: Fianchetto Variation,22,0.038271,0.000285,0.441064,0.108347,100.937433,26.620346
20,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.036692,0.000318,0.291299,0.054513,81.713224,25.066807
20,King's Indian Defense: Four Pawns Attack,9,0.04181,0.000202,0.459675,0.05215,29.012894,8.295772
20,King's Indian Defense: Normal Variation,10,0.040129,0.000207,0.400227,0.041976,32.701773,10.360807
20,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.029194,0.000524,0.414267,0.048594,148.452101,18.514729
20,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.035449,0.000296,0.43958,0.049356,123.327998,22.951681
20,King's Indian Defense: Smyslov Variation,21,0.037584,0.000267,0.407008,0.054143,97.897821,22.122515
20,London System,29,0.032927,0.000144,0.341028,0.051066,113.982303,39.710726
