step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll_sum,human_nll_sum
0,Bishop's Opening,35,0.276333,0.105273,0.352661,0.054265,264.509524,45.741233
0,Bishop's Opening: Berlin Defense,28,0.372956,0.075601,0.308934,0.012975,99.536535,34.812974
0,Bogo-Indian Defense: Exchange Variation,18,0.43321,0.074736,0.347724,0.024347,35.889899,20.703641
0,Bogo-Indian Defense: Nimzowitsch Variation,18,0.448987,0.08542,0.301482,0.012573,66.673137,22.691327
0,Catalan Opening: Closed,24,0.503034,0.071237,0.379432,0.059839,20.681341,27.006645
0,Grünfeld Defense,10,0.489192,0.07557,0.346147,0.059713,25.181112,14.212191
0,Grünfeld Defense: Exchange Variation,10,0.580101,0.080759,0.436404,0.082957,22.961414,10.904629
0,Grünfeld Defense: Three Knights Variation,30,0.419405,0.1246,0.330739,0.060153,162.737541,42.197992
0,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.446274,0.099985,0.377614,0.068151,54.3141,25.488274
0,Indian Defense: Anti-Nimzo-Indian,22,0.390487,0.075936,0.274575,0.03745,73.825099,36.274228
0,Indian Defense: London System,35,0.363338,0.080261,0.350224,0.05641,124.297921,45.473879
0,Italian Game: Classical Variation,18,0.421606,0.123416,0.364866,0.031454,101.308704,20.864884
0,"Italian Game: Classical Variation, Albin Gambit",16,0.454557,0.116744,0.380332,0.028566,49.515642,17.306238
0,"Italian Game: Classical Variation, Center Attack",16,0.505351,0.118631,0.428088,0.023157,47.274837,14.92749
0,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.588591,0.070009,0.346306,0.017855,71.186017,39.841182
0,"Italian Game: Giuoco Pianissimo, Normal",27,0.500082,0.083186,0.349352,0.016064,71.691738,30.233633
0,Italian Game: Giuoco Piano,22,0.485177,0.133486,0.369313,0.020547,87.27669,23.673696
0,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.507758,0.174926,0.444001,0.080385,122.269382,30.973696
0,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.442075,0.103151,0.299176,0.015923,83.467787,40.095809
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.419146,0.141931,0.323835,0.020155,122.810979,27.153871
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.316529,0.120489,0.372124,0.029836,144.697396,24.647432
0,King's Indian Defense,10,0.47404,0.052729,0.405792,0.040393,9.068714,10.220564
0,King's Indian Defense: Fianchetto Variation,22,0.502132,0.097234,0.441064,0.108347,52.741651,26.620346
0,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.434201,0.082602,0.291299,0.054513,48.447629,25.066807
0,King's Indian Defense: Four Pawns Attack,9,0.563468,0.073913,0.459675,0.05215,22.525178,8.295772
0,King's Indian Defense: Normal Variation,10,0.493788,0.074108,0.400227,0.041976,25.279748,10.360807
0,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.500233,0.078052,0.414267,0.048594,16.314314,18.514729
0,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.55151,0.079737,0.43958,0.049356,18.803685,22.951681
0,King's Indian Defense: Smyslov Variation,21,0.408688,0.089103,0.407008,0.054143,41.617442,22.122515
0,London System,29,0.372552,0.102175,0.341028,0.051066,149.167442,39.710726
0,"London System, with Bd3",13,0.389583,0.110352,0.399965,0.07114,79.882166,14.833596
0,"London System, with Be2",13,0.430583,0.087665,0.383035,0.07741,45.686782,15.926746
0,Neo-Grünfeld Defense: with Nf3,24,0.385382,0.085478,0.320509,0.051207,108.388445,33.330833
0,Nimzo-Indian Defense,21,0.364183,0.06061,0.272688,0.013207,74.12915,28.684242
0,Nimzo-Indian Defense: Classical Variation,10,0.576111,0.073114,0.336314,0.019322,22.912624,11.678434
0,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.509444,0.086225,0.339277,0.020024,24.858534,11.632695
0,Nimzo-Indian Defense: Three Knights Variation,30,0.340988,0.109057,0.326212,0.067083,185.857207,48.718731
0,Petrov's Defense: Italian Variation,20,0.367222,0.115089,0.314097,0.012347,122.442663,24.594656
0,Philidor Defense,51,0.35763,0.120442,0.3688,0.063277,340.654836,67.006097
0,Philidor Defense: Exchange Variation,20,0.498007,0.147749,0.372259,0.040539,100.366822,23.163618
0,Queen's Gambit Accepted,33,0.295978,0.06391,0.340622,0.036558,176.011542,40.516912
0,Queen's Gambit Accepted: Old Variation,34,0.449989,0.143616,0.377624,0.054529,182.832085,40.351444
0,Queen's Gambit Declined,38,0.398792,0.072766,0.336386,0.029532,123.433617,48.541262
