step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll
0,Bishop's Opening,35,0.243333,0.115929,0.352661,0.054265,9.938366
0,Bishop's Opening: Berlin Defense,28,0.309005,0.079293,0.308934,0.012975,6.545714
0,Bogo-Indian Defense: Exchange Variation,18,0.35009,0.052458,0.347724,0.024347,2.996338
0,Bogo-Indian Defense: Nimzowitsch Variation,18,0.291052,0.057888,0.301482,0.012573,6.733983
0,Catalan Opening: Closed,24,0.468217,0.05125,0.379432,0.059839,2.228664
0,Grünfeld Defense,10,0.421068,0.134106,0.346147,0.059713,5.971591
0,Grünfeld Defense: Exchange Variation,10,0.521068,0.095448,0.436404,0.082957,2.437863
0,Grünfeld Defense: Three Knights Variation,30,0.356516,0.158448,0.330739,0.060153,7.80554
0,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.335307,0.145741,0.377614,0.068151,8.30043
0,Indian Defense: Anti-Nimzo-Indian,22,0.440888,0.098179,0.274575,0.03745,4.698396
0,Indian Defense: London System,35,0.352433,0.095357,0.350224,0.05641,4.960195
0,Italian Game: Classical Variation,18,0.415795,0.139689,0.364866,0.031454,4.823359
0,"Italian Game: Classical Variation, Albin Gambit",16,0.418223,0.107853,0.380332,0.028566,3.241752
0,"Italian Game: Classical Variation, Center Attack",16,0.482475,0.120594,0.428088,0.023157,1.088617
0,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.484575,0.106867,0.346306,0.017855,2.36169
0,"Italian Game: Giuoco Pianissimo, Normal",27,0.406973,0.091373,0.349352,0.016064,2.936174
0,Italian Game: Giuoco Piano,22,0.429434,0.082808,0.369313,0.020547,2.582387
0,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.523919,0.157598,0.444001,0.080385,4.205888
0,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.314585,0.06674,0.299176,0.015923,2.943306
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.441644,0.127298,0.323835,0.020155,4.798118
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.322635,0.114189,0.372124,0.029836,7.29133
