network,step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll_sum,human_nll_sum
48x5_20260611_lr1e-9,10,Nimzo-Indian Defense,21,0.302257,0.043452,0.272688,0.013207,60.568535,28.684242
48x5_20260611_lr1e-9,10,Nimzo-Indian Defense: Classical Variation,10,0.277521,0.078073,0.336314,0.019322,62.983581,11.678434
48x5_20260611_lr1e-9,10,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.364188,0.059791,0.339277,0.020024,27.751657,11.632695
48x5_20260611_lr1e-9,10,Nimzo-Indian Defense: Three Knights Variation,30,0.315043,0.092348,0.326212,0.067083,123.415212,48.718731
48x5_20260611_lr1e-9,10,Petrov's Defense: Italian Variation,20,0.374747,0.144839,0.314097,0.012347,154.904182,24.594656
48x5_20260611_lr1e-9,10,Philidor Defense,51,0.313115,0.106224,0.3688,0.063277,362.561383,67.006097
48x5_20260611_lr1e-9,10,Philidor Defense: Exchange Variation,20,0.422319,0.070134,0.372259,0.040539,39.170739,23.163618
48x5_20260611_lr1e-9,10,Queen's Gambit Accepted,33,0.315295,0.101922,0.340622,0.036558,208.323845,40.516912
48x5_20260611_lr1e-9,10,Queen's Gambit Accepted: Old Variation,34,0.372463,0.084741,0.377624,0.054529,138.78734,40.351444
48x5_20260611_lr1e-9,10,Queen's Gambit Declined,38,0.320983,0.058968,0.336386,0.029532,178.093927,48.541262
48x5_20260611_lr1e-9,10,Queen's Gambit Declined: Harrwitz Attack,34,0.414876,0.021218,0.334187,0.015322,31.903333,39.44284
48x5_20260611_lr1e-9,10,Queen's Gambit Declined: Modern Variation,19,0.40302,0.033643,0.329033,0.019593,19.078206,22.827387
48x5_20260611_lr1e-9,10,Queen's Gambit Declined: Ragozin Defense,39,0.394024,0.021323,0.329671,0.017334,38.781041,46.597633
48x5_20260611_lr1e-9,10,Queen's Gambit Declined: Three Knights Variation,34,0.396381,0.024342,0.359526,0.014769,33.892412,36.819853
48x5_20260611_lr1e-9,10,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.17151,0.021036,0.303791,0.005946,48.523713,11.032204
48x5_20260611_lr1e-9,10,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.233593,0.041727,0.263161,0.008344,70.806652,19.747827
48x5_20260611_lr1e-9,10,Queen's Pawn Game: Accelerated London System,98,0.29377,0.052742,0.320097,0.018738,250.034827,120.309382
48x5_20260611_lr1e-9,10,Queen's Pawn Game: London System,35,0.290584,0.039509,0.323223,0.028665,128.716952,44.757004
48x5_20260611_lr1e-9,10,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.408765,0.059572,0.373112,0.028875,42.558897,10.892678
48x5_20260611_lr1e-9,10,Ruy Lopez: Exchange Variation,9,0.520003,0.106184,0.467343,0.036089,25.1061,7.637707
48x5_20260611_lr1e-9,10,"Ruy Lopez: Exchange Variation, Lutikov Variation",10,0.477849,0.076643,0.401795,0.027337,25.1221,10.063152
48x5_20260611_lr1e-9,10,"Ruy Lopez: Exchange Variation, Normal Variation",9,0.580935,0.076447,0.473418,0.034082,22.215728,7.458076
48x5_20260611_lr1e-9,10,Ruy Lopez: Morphy Defense,9,0.408754,0.06366,0.497945,0.022661,41.603385,6.825701
48x5_20260611_lr1e-9,10,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.36835,0.073019,0.453968,0.026772,43.212823,7.823029
48x5_20260611_lr1e-9,10,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.402424,0.113059,0.460445,0.07087,59.928756,14.01498
48x5_20260611_lr1e-9,10,Ruy Lopez: Steinitz Defense,17,0.372517,0.076883,0.371974,0.05218,84.181823,21.672759
48x5_20260611_lr1e-9,10,Semi-Slav Defense,14,0.295414,0.035999,0.367238,0.0222,51.145708,15.58745
48x5_20260611_lr1e-9,10,Semi-Slav Defense: Accelerated Move Order,17,0.334335,0.066839,0.33232,0.02061,71.183905,20.551942
48x5_20260611_lr1e-9,10,Semi-Slav Defense: Main Line,17,0.410448,0.047669,0.323265,0.020431,49.380582,21.182156
48x5_20260611_lr1e-9,10,Sicilian Defense,10,0.447754,0.096219,0.479263,0.074454,26.436952,9.42369
48x5_20260611_lr1e-9,10,Sicilian Defense: Chekhover Variation,13,0.404817,0.068806,0.409734,0.052242,15.437473,14.236131
48x5_20260611_lr1e-9,10,Sicilian Defense: Closed,66,0.350264,0.110129,0.361892,0.055075,350.298979,86.780789
48x5_20260611_lr1e-9,10,"Sicilian Defense: Closed, Traditional",34,0.398268,0.123268,0.3396,0.063751,186.178522,53.151613
48x5_20260611_lr1e-9,10,Sicilian Defense: Franco-Sicilian Variation,20,0.384621,0.110097,0.384879,0.075675,104.887213,27.274444
48x5_20260611_lr1e-9,10,Sicilian Defense: Grand Prix Attack,35,0.416439,0.105376,0.377194,0.063665,122.307998,45.203963
48x5_20260611_lr1e-9,10,Sicilian Defense: Löwenthal Variation,10,0.498768,0.094436,0.501852,0.056042,25.449355,8.032144
48x5_20260611_lr1e-9,10,Sicilian Defense: Modern Variations,35,0.308063,0.078096,0.311342,0.025573,164.963693,44.998593
48x5_20260611_lr1e-9,10,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.403637,0.128218,0.38408,0.073125,85.138723,23.126486
48x5_20260611_lr1e-9,10,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.4,0.06442,0.391511,0.061378,11.43241,13.855622
48x5_20260611_lr1e-9,10,"Sicilian Defense: Modern Variations, Main Line",10,0.468796,0.061935,0.567433,0.085864,9.543658,8.220391
48x5_20260611_lr1e-9,10,Sicilian Defense: Old Sicilian,35,0.374587,0.081628,0.32401,0.04858,155.222809,47.564828
48x5_20260611_lr1e-9,10,Sicilian Defense: Open,17,0.474164,0.093347,0.45994,0.088346,33.120046,18.280124
48x5_20260611_lr1e-9,10,Sicilian Defense: Taimanov Variation,9,0.576421,0.061496,0.45596,0.071935,5.909576,8.850648
48x5_20260611_lr1e-9,20,Bishop's Opening,35,0.293774,0.126518,0.352661,0.054265,279.709365,45.741233
48x5_20260611_lr1e-9,20,Bishop's Opening: Berlin Defense,28,0.350263,0.098272,0.308934,0.012975,150.572781,34.812974
48x5_20260611_lr1e-9,20,Bogo-Indian Defense: Exchange Variation,18,0.422569,0.072959,0.347724,0.024347,19.450104,20.703641
48x5_20260611_lr1e-9,20,Bogo-Indian Defense: Nimzowitsch Variation,18,0.303406,0.08526,0.301482,0.012573,90.337664,22.691327
48x5_20260611_lr1e-9,20,Catalan Opening: Closed,24,0.371443,0.048201,0.379432,0.059839,75.281083,27.006645
48x5_20260611_lr1e-9,20,Grünfeld Defense,10,0.365007,0.122866,0.346147,0.059713,61.227708,14.212191
48x5_20260611_lr1e-9,20,Grünfeld Defense: Exchange Variation,10,0.450007,0.09084,0.436404,0.082957,26.129316,10.904629
48x5_20260611_lr1e-9,20,Grünfeld Defense: Three Knights Variation,30,0.326162,0.103215,0.330739,0.060153,187.252116,42.197992
48x5_20260611_lr1e-9,20,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.26541,0.058196,0.377614,0.068151,96.015403,25.488274
48x5_20260611_lr1e-9,20,Indian Defense: Anti-Nimzo-Indian,22,0.326056,0.069163,0.274575,0.03745,93.407889,36.274228
48x5_20260611_lr1e-9,20,Indian Defense: London System,35,0.313024,0.068349,0.350224,0.05641,116.630365,45.473879
48x5_20260611_lr1e-9,20,Italian Game: Classical Variation,18,0.379398,0.091305,0.364866,0.031454,71.257966,20.864884
48x5_20260611_lr1e-9,20,"Italian Game: Classical Variation, Albin Gambit",16,0.329838,0.093656,0.380332,0.028566,87.604845,17.306238
