step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll_sum,human_nll_sum
0,Bishop's Opening,35,0.294434,0.153781,0.352661,0.054265,360.440803,45.741233
0,Bishop's Opening: Berlin Defense,28,0.353622,0.14588,0.308934,0.012975,231.218498,34.812974
0,Bogo-Indian Defense: Exchange Variation,18,0.362335,0.121864,0.347724,0.024347,88.587618,20.703641
0,Bogo-Indian Defense: Nimzowitsch Variation,18,0.281656,0.101609,0.301482,0.012573,123.892589,22.691327
0,Catalan Opening: Closed,24,0.511755,0.165292,0.379432,0.059839,74.613175,27.006645
0,Grünfeld Defense,10,0.516667,0.172748,0.346147,0.059713,58.266073,14.212191
0,Grünfeld Defense: Exchange Variation,10,0.616667,0.159415,0.436404,0.082957,39.845393,10.904629
0,Grünfeld Defense: Three Knights Variation,30,0.44429,0.204498,0.330739,0.060153,246.02126,42.197992
0,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.359452,0.178889,0.377614,0.068151,190.525025,25.488274
0,Indian Defense: Anti-Nimzo-Indian,22,0.445774,0.132142,0.274575,0.03745,74.508754,36.274228
0,Indian Defense: London System,35,0.387633,0.138216,0.350224,0.05641,191.116111,45.473879
0,Italian Game: Classical Variation,18,0.364823,0.162142,0.364866,0.031454,138.233889,20.864884
0,"Italian Game: Classical Variation, Albin Gambit",16,0.427294,0.16301,0.380332,0.028566,86.342731,17.306238
0,"Italian Game: Classical Variation, Center Attack",16,0.443199,0.164429,0.428088,0.023157,83.557742,14.92749
0,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.494185,0.145377,0.346306,0.017855,133.423452,39.841182
0,"Italian Game: Giuoco Pianissimo, Normal",27,0.470466,0.12912,0.349352,0.016064,125.0121,30.233633
0,Italian Game: Giuoco Piano,22,0.424922,0.148373,0.369313,0.020547,124.111724,23.673696
0,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.430609,0.193059,0.444001,0.080385,160.582719,30.973696
0,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.381163,0.16549,0.299176,0.015923,206.464241,40.095809
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.233991,0.104964,0.323835,0.020155,166.851816,27.153871
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.331156,0.144331,0.372124,0.029836,161.111666,24.647432
0,King's Indian Defense,10,0.421667,0.15214,0.405792,0.040393,60.163193,10.220564
0,King's Indian Defense: Fianchetto Variation,22,0.353433,0.152977,0.441064,0.108347,144.718337,26.620346
0,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.390546,0.139316,0.291299,0.054513,85.895249,25.066807
0,King's Indian Defense: Four Pawns Attack,9,0.480423,0.143024,0.459675,0.05215,41.385838,8.295772
0,King's Indian Defense: Normal Variation,10,0.472063,0.14341,0.400227,0.041976,42.995276,10.360807
0,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.509869,0.163342,0.414267,0.048594,67.691591,18.514729
0,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.559396,0.132072,0.43958,0.049356,68.615215,22.951681
0,King's Indian Defense: Smyslov Variation,21,0.439281,0.139606,0.407008,0.054143,105.91846,22.122515
0,London System,29,0.351075,0.192312,0.341028,0.051066,252.440836,39.710726
0,"London System, with Bd3",13,0.318473,0.161892,0.399965,0.07114,116.323177,14.833596
0,"London System, with Be2",13,0.423666,0.155752,0.383035,0.07741,80.242172,15.926746
0,Neo-Grünfeld Defense: with Nf3,24,0.396506,0.188507,0.320509,0.051207,132.080866,33.330833
0,Nimzo-Indian Defense,21,0.416415,0.141848,0.272688,0.013207,90.296863,28.684242
0,Nimzo-Indian Defense: Classical Variation,10,0.608123,0.151307,0.336314,0.019322,23.81626,11.678434
0,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.585901,0.172902,0.339277,0.020024,40.732863,11.632695
0,Nimzo-Indian Defense: Three Knights Variation,30,0.39598,0.165524,0.326212,0.067083,200.07901,48.718731
0,Petrov's Defense: Italian Variation,20,0.409441,0.189999,0.314097,0.012347,171.019906,24.594656
0,Philidor Defense,51,0.363872,0.167622,0.3688,0.063277,410.190454,67.006097
0,Philidor Defense: Exchange Variation,20,0.469608,0.217913,0.372259,0.040539,153.052663,23.163618
0,Queen's Gambit Accepted,33,0.32382,0.148188,0.340622,0.036558,305.877912,40.516912
0,Queen's Gambit Accepted: Old Variation,34,0.427617,0.178528,0.377624,0.054529,266.705077,40.351444
0,Queen's Gambit Declined,38,0.427086,0.150719,0.336386,0.029532,223.208276,48.541262
0,Queen's Gambit Declined: Harrwitz Attack,34,0.505317,0.142699,0.334187,0.015322,66.870159,39.44284
0,Queen's Gambit Declined: Modern Variation,19,0.42944,0.168078,0.329033,0.019593,120.4147,22.827387
0,Queen's Gambit Declined: Ragozin Defense,39,0.400031,0.126223,0.329671,0.017334,176.849832,46.597633
0,Queen's Gambit Declined: Three Knights Variation,34,0.520649,0.132545,0.359526,0.014769,63.910383,36.819853
0,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.131313,0.097541,0.303791,0.005946,130.649513,11.032204
0,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.288064,0.1075,0.263161,0.008344,101.496915,19.747827
0,Queen's Pawn Game: Accelerated London System,98,0.301911,0.105462,0.320097,0.018738,523.565969,120.309382
0,Queen's Pawn Game: London System,35,0.314986,0.115729,0.323223,0.028665,215.789669,44.757004
0,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.475919,0.191175,0.373112,0.028875,60.013578,10.892678
0,Ruy Lopez: Exchange Variation,9,0.433928,0.178715,0.467343,0.036089,75.176162,7.637707
0,"Ruy Lopez: Exchange Variation, Lutikov Variation",10,0.390535,0.14579,0.401795,0.027337,77.008743,10.063152
0,"Ruy Lopez: Exchange Variation, Normal Variation",9,0.529166,0.168625,0.473418,0.034082,56.909632,7.458076
0,Ruy Lopez: Morphy Defense,9,0.640277,0.149798,0.497945,0.022661,38.488951,6.825701
0,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.529166,0.168625,0.453968,0.026772,56.909632,7.823029
0,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.490535,0.189683,0.460445,0.07087,75.176162,14.01498
0,Ruy Lopez: Steinitz Defense,17,0.424475,0.168754,0.371974,0.05218,117.481143,21.672759
0,Semi-Slav Defense,14,0.408225,0.133202,0.367238,0.0222,80.946774,15.58745
