step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll_sum,human_nll_sum
0,Bishop's Opening,35,0.294434,0.153781,0.352661,0.054265,360.440803,45.741233
0,Bishop's Opening: Berlin Defense,28,0.348418,0.144022,0.308934,0.012975,231.528124,34.812974
0,Bogo-Indian Defense: Exchange Variation,18,0.362335,0.121864,0.347724,0.024347,88.587618,20.703641
0,Bogo-Indian Defense: Nimzowitsch Variation,18,0.280588,0.101696,0.301482,0.012573,123.972632,22.691327
0,Catalan Opening: Closed,24,0.511755,0.165292,0.379432,0.059839,74.613175,27.006645
0,Grünfeld Defense,10,0.516667,0.172748,0.346147,0.059713,58.266073,14.212191
0,Grünfeld Defense: Exchange Variation,10,0.616667,0.159415,0.436404,0.082957,39.845393,10.904629
0,Grünfeld Defense: Three Knights Variation,30,0.44429,0.204498,0.330739,0.060153,246.02126,42.197992
0,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.359452,0.178889,0.377614,0.068151,190.525025,25.488274
0,Indian Defense: Anti-Nimzo-Indian,22,0.450918,0.140791,0.274575,0.03745,89.625437,36.274228
0,Indian Defense: London System,35,0.388125,0.134702,0.350224,0.05641,190.907654,45.473879
0,Italian Game: Classical Variation,18,0.363525,0.162643,0.364866,0.031454,138.370502,20.864884
0,"Italian Game: Classical Variation, Albin Gambit",16,0.429807,0.163979,0.380332,0.028566,85.447422,17.306238
0,"Italian Game: Classical Variation, Center Attack",16,0.441481,0.165296,0.428088,0.023157,83.704905,14.92749
0,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.497241,0.149187,0.346306,0.017855,133.492697,39.841182
0,"Italian Game: Giuoco Pianissimo, Normal",27,0.476211,0.13327,0.349352,0.016064,124.82111,30.233633
0,Italian Game: Giuoco Piano,22,0.422628,0.149124,0.369313,0.020547,124.775228,23.673696
0,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.428705,0.194242,0.444001,0.080385,160.988185,30.973696
0,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.383988,0.168709,0.299176,0.015923,206.534967,40.095809
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.231827,0.105456,0.323835,0.020155,167.257281,27.153871
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.328992,0.145245,0.372124,0.029836,161.517131,24.647432
0,King's Indian Defense,10,0.421667,0.15214,0.405792,0.040393,60.163193,10.220564
0,King's Indian Defense: Fianchetto Variation,22,0.349301,0.155506,0.441064,0.108347,160.741123,26.620346
0,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.390546,0.139316,0.291299,0.054513,85.895249,25.066807
0,King's Indian Defense: Four Pawns Attack,9,0.480423,0.143024,0.459675,0.05215,41.385838,8.295772
0,King's Indian Defense: Normal Variation,10,0.472063,0.14341,0.400227,0.041976,42.995276,10.360807
