step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll
0,Bishop's Opening,35,0.273535,0.12843,0.352661,0.054265,8.963883
0,Bishop's Opening: Berlin Defense,28,0.333922,0.101578,0.308934,0.012975,5.953679
0,Bogo-Indian Defense: Exchange Variation,18,0.321164,0.051435,0.347724,0.024347,2.268868
0,Bogo-Indian Defense: Nimzowitsch Variation,18,0.311765,0.080214,0.301482,0.012573,5.849161
0,Catalan Opening: Closed,24,0.417721,0.028023,0.379432,0.059839,0.992437
0,Grünfeld Defense,10,0.373535,0.131718,0.346147,0.059713,6.12967
0,Grünfeld Defense: Exchange Variation,10,0.473535,0.099673,0.436404,0.082957,2.589636
0,Grünfeld Defense: Three Knights Variation,30,0.33227,0.156474,0.330739,0.060153,8.422019
0,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.311597,0.136349,0.377614,0.068151,6.957644
0,Indian Defense: Anti-Nimzo-Indian,22,0.35252,0.047383,0.274575,0.03745,2.685156
0,Indian Defense: London System,35,0.308811,0.084762,0.350224,0.05641,5.11329
0,Italian Game: Classical Variation,18,0.425066,0.137208,0.364866,0.031454,4.755534
0,"Italian Game: Classical Variation, Albin Gambit",16,0.425,0.092272,0.380332,0.028566,3.111452
0,"Italian Game: Classical Variation, Center Attack",16,0.496488,0.113814,0.428088,0.023157,0.985351
0,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.444106,0.083643,0.346306,0.017855,2.386169
0,"Italian Game: Giuoco Pianissimo, Normal",27,0.374903,0.060401,0.349352,0.016064,2.927077
0,Italian Game: Giuoco Piano,22,0.428626,0.063292,0.369313,0.020547,1.050147
0,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.504419,0.145146,0.444001,0.080385,4.193769
0,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.312213,0.062389,0.299176,0.015923,2.978826
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.407111,0.099101,0.323835,0.020155,4.799268
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.330205,0.078899,0.372124,0.029836,4.974516
0,King's Indian Defense,10,0.240202,0.102438,0.405792,0.040393,9.703945
0,King's Indian Defense: Fianchetto Variation,22,0.339981,0.095299,0.441064,0.108347,4.325436
0,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.326258,0.105935,0.291299,0.054513,5.512193
0,King's Indian Defense: Four Pawns Attack,9,0.317396,0.100144,0.459675,0.05215,6.776283
0,King's Indian Defense: Normal Variation,10,0.338497,0.094447,0.400227,0.041976,6.16309
0,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.358397,0.143354,0.414267,0.048594,6.717828
0,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.357405,0.116223,0.43958,0.049356,5.455414
0,King's Indian Defense: Smyslov Variation,21,0.214216,0.091901,0.407008,0.054143,8.746435
0,London System,29,0.355416,0.12956,0.341028,0.051066,6.902052
0,"London System, with Bd3",13,0.277986,0.104937,0.399965,0.07114,8.923221
0,"London System, with Be2",13,0.337095,0.091329,0.383035,0.07741,6.236564
0,Neo-Grünfeld Defense: with Nf3,24,0.33468,0.171518,0.320509,0.051207,9.513232
0,Nimzo-Indian Defense,21,0.320865,0.038754,0.272688,0.013207,2.82643
