network,step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll_sum,human_nll_sum
256x20_20260617_lr1e-9,70,Sicilian Defense: Old Sicilian,35,0.376363,0.101998,0.32401,0.04858,156.669903,47.564828
256x20_20260617_lr1e-9,70,Sicilian Defense: Open,17,0.543629,0.146031,0.45994,0.088346,79.527551,18.280124
256x20_20260617_lr1e-9,70,Sicilian Defense: Taimanov Variation,9,0.624834,0.094294,0.45596,0.071935,5.888957,8.850648
256x20_20260617_lr1e-9,80,Bishop's Opening,35,0.256821,0.119255,0.352661,0.054265,299.563848,45.741233
256x20_20260617_lr1e-9,80,Bishop's Opening: Berlin Defense,28,0.331819,0.07948,0.308934,0.012975,150.062628,34.812974
256x20_20260617_lr1e-9,80,Bogo-Indian Defense: Exchange Variation,18,0.473286,0.109853,0.347724,0.024347,68.014113,20.703641
256x20_20260617_lr1e-9,80,Bogo-Indian Defense: Nimzowitsch Variation,18,0.489178,0.107133,0.301482,0.012573,67.0904,22.691327
256x20_20260617_lr1e-9,80,Catalan Opening: Closed,24,0.566032,0.080448,0.379432,0.059839,17.28678,27.006645
256x20_20260617_lr1e-9,80,Grünfeld Defense,10,0.457906,0.072472,0.346147,0.059713,25.986223,14.212191
256x20_20260617_lr1e-9,80,Grünfeld Defense: Exchange Variation,10,0.554573,0.064912,0.436404,0.082957,7.366236,10.904629
256x20_20260617_lr1e-9,80,Grünfeld Defense: Three Knights Variation,30,0.498835,0.131515,0.330739,0.060153,157.460574,42.197992
256x20_20260617_lr1e-9,80,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.50782,0.099375,0.377614,0.068151,50.838943,25.488274
256x20_20260617_lr1e-9,80,Indian Defense: Anti-Nimzo-Indian,22,0.417482,0.106221,0.274575,0.03745,89.488454,36.274228
256x20_20260617_lr1e-9,80,Indian Defense: London System,35,0.343374,0.101915,0.350224,0.05641,177.045101,45.473879
256x20_20260617_lr1e-9,80,Italian Game: Classical Variation,18,0.307919,0.089143,0.364866,0.031454,90.201978,20.864884
256x20_20260617_lr1e-9,80,"Italian Game: Classical Variation, Albin Gambit",16,0.392057,0.088243,0.380332,0.028566,50.744424,17.306238
256x20_20260617_lr1e-9,80,"Italian Game: Classical Variation, Center Attack",16,0.416639,0.105113,0.428088,0.023157,50.021502,14.92749
256x20_20260617_lr1e-9,80,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.428724,0.077959,0.346306,0.017855,68.033993,39.841182
256x20_20260617_lr1e-9,80,"Italian Game: Giuoco Pianissimo, Normal",27,0.44116,0.064141,0.349352,0.016064,58.041554,30.233633
256x20_20260617_lr1e-9,80,Italian Game: Giuoco Piano,22,0.373914,0.082916,0.369313,0.020547,90.825044,23.673696
256x20_20260617_lr1e-9,80,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.489642,0.171437,0.444001,0.080385,155.02105,30.973696
256x20_20260617_lr1e-9,80,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.452233,0.087836,0.299176,0.015923,63.662707,40.095809
256x20_20260617_lr1e-9,80,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.283684,0.114053,0.323835,0.020155,210.283092,27.153871
256x20_20260617_lr1e-9,80,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.283684,0.114053,0.372124,0.029836,210.283092,24.647432
256x20_20260617_lr1e-9,80,King's Indian Defense,10,0.494113,0.053989,0.405792,0.040393,24.247337,10.220564
256x20_20260617_lr1e-9,80,King's Indian Defense: Fianchetto Variation,22,0.560262,0.11211,0.441064,0.108347,66.58876,26.620346
256x20_20260617_lr1e-9,80,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.475856,0.093638,0.291299,0.054513,47.34107,25.066807
256x20_20260617_lr1e-9,80,King's Indian Defense: Four Pawns Attack,9,0.501377,0.04657,0.459675,0.05215,23.223448,8.295772
256x20_20260617_lr1e-9,80,King's Indian Defense: Normal Variation,10,0.531239,0.065939,0.400227,0.041976,23.628913,10.360807
256x20_20260617_lr1e-9,80,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.554686,0.084917,0.414267,0.048594,17.315637,18.514729
256x20_20260617_lr1e-9,80,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.549729,0.082449,0.43958,0.049356,50.911408,22.951681
256x20_20260617_lr1e-9,80,King's Indian Defense: Smyslov Variation,21,0.409847,0.101275,0.407008,0.054143,104.499955,22.122515
256x20_20260617_lr1e-9,80,London System,29,0.392825,0.137191,0.341028,0.051066,212.74275,39.710726
