step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll
0,Bishop's Opening,35,0.307263,0.118232,0.352661,0.054265,7.482297
0,Bishop's Opening: Berlin Defense,28,0.33753,0.082243,0.308934,0.012975,5.334135
0,Bogo-Indian Defense: Exchange Variation,18,0.432103,0.064612,0.347724,0.024347,1.034637
0,Bogo-Indian Defense: Nimzowitsch Variation,18,0.297319,0.081681,0.301482,0.012573,5.109099
0,Catalan Opening: Closed,24,0.358511,0.037299,0.379432,0.059839,3.152075
0,Grünfeld Defense,10,0.395105,0.143103,0.346147,0.059713,4.571908
0,Grünfeld Defense: Exchange Variation,10,0.458566,0.102308,0.436404,0.082957,2.608897
0,Grünfeld Defense: Three Knights Variation,30,0.313819,0.093388,0.330739,0.060153,5.805067
0,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.255366,0.052008,0.377614,0.068151,4.64462
0,Indian Defense: Anti-Nimzo-Indian,22,0.301225,0.047888,0.274575,0.03745,4.273069
0,Indian Defense: London System,35,0.334869,0.071715,0.350224,0.05641,3.215011
0,Italian Game: Classical Variation,18,0.37962,0.097249,0.364866,0.031454,3.941191
0,"Italian Game: Classical Variation, Albin Gambit",16,0.344577,0.090632,0.380332,0.028566,5.375263
0,"Italian Game: Classical Variation, Center Attack",16,0.466854,0.118012,0.428088,0.023157,4.096184
0,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.325205,0.083298,0.346306,0.017855,4.19281
0,"Italian Game: Giuoco Pianissimo, Normal",27,0.32089,0.065954,0.349352,0.016064,4.307275
0,Italian Game: Giuoco Piano,22,0.351302,0.110416,0.369313,0.020547,5.739534
0,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.437527,0.155254,0.444001,0.080385,3.357911
0,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.29717,0.066713,0.299176,0.015923,4.066399
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.242238,0.077301,0.323835,0.020155,6.153626
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.34681,0.120275,0.372124,0.029836,5.876748
0,King's Indian Defense,10,0.351161,0.070518,0.405792,0.040393,3.017415
0,King's Indian Defense: Fianchetto Variation,22,0.293509,0.0511,0.441064,0.108347,5.049342
0,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.238847,0.053264,0.291299,0.054513,6.616246
0,King's Indian Defense: Four Pawns Attack,9,0.356555,0.063312,0.459675,0.05215,3.039388
0,King's Indian Defense: Normal Variation,10,0.325445,0.04032,0.400227,0.041976,2.852024
0,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.355118,0.086598,0.414267,0.048594,4.001063
0,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.383857,0.056623,0.43958,0.049356,2.447687
0,King's Indian Defense: Smyslov Variation,21,0.32127,0.074112,0.407008,0.054143,3.074578
0,London System,29,0.296781,0.073116,0.341028,0.051066,4.828156
0,"London System, with Bd3",13,0.293768,0.063417,0.399965,0.07114,3.939885
0,"London System, with Be2",13,0.292863,0.063745,0.383035,0.07741,3.94799
0,Neo-Grünfeld Defense: with Nf3,24,0.355653,0.097457,0.320509,0.051207,4.704892
0,Nimzo-Indian Defense,21,0.309197,0.028564,0.272688,0.013207,2.093277
0,Nimzo-Indian Defense: Classical Variation,10,0.292468,0.044853,0.336314,0.019322,3.033699
0,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.350563,0.048265,0.339277,0.020024,2.836291
0,Nimzo-Indian Defense: Three Knights Variation,30,0.310869,0.083049,0.326212,0.067083,3.597738
0,Petrov's Defense: Italian Variation,20,0.400275,0.136359,0.314097,0.012347,4.535024
0,Philidor Defense,51,0.304653,0.098751,0.3688,0.063277,6.202622
0,Philidor Defense: Exchange Variation,20,0.423594,0.078844,0.372259,0.040539,3.469771
0,Queen's Gambit Accepted,33,0.310725,0.089764,0.340622,0.036558,4.913012
0,Queen's Gambit Accepted: Old Variation,34,0.36858,0.089833,0.377624,0.054529,4.562857
0,Queen's Gambit Declined,38,0.298832,0.046751,0.336386,0.029532,4.330861
0,Queen's Gambit Declined: Harrwitz Attack,34,0.390291,0.014426,0.334187,0.015322,0.99226
0,Queen's Gambit Declined: Modern Variation,19,0.366622,0.021503,0.329033,0.019593,1.085067
0,Queen's Gambit Declined: Ragozin Defense,39,0.368189,0.014248,0.329671,0.017334,1.050745
0,Queen's Gambit Declined: Three Knights Variation,34,0.37382,0.016572,0.359526,0.014769,1.045119
0,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.194052,0.022206,0.303791,0.005946,5.262601
0,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.229911,0.035627,0.263161,0.008344,5.023763
0,Queen's Pawn Game: Accelerated London System,98,0.284646,0.043121,0.320097,0.018738,2.832053
0,Queen's Pawn Game: London System,35,0.277693,0.032602,0.323223,0.028665,2.418445
0,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.391068,0.060338,0.373112,0.028875,4.307273
0,Ruy Lopez: Exchange Variation,9,0.488224,0.089234,0.467343,0.036089,2.711687
0,"Ruy Lopez: Exchange Variation, Lutikov Variation",10,0.470311,0.081413,0.401795,0.027337,0.996936
0,"Ruy Lopez: Exchange Variation, Normal Variation",9,0.547483,0.059463,0.473418,0.034082,0.73479
0,Ruy Lopez: Morphy Defense,9,0.43525,0.047974,0.497945,0.022661,1.003858
0,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.374644,0.064001,0.453968,0.026772,2.983252
0,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.403846,0.094906,0.460445,0.07087,2.776556
0,Ruy Lopez: Steinitz Defense,17,0.362578,0.082224,0.371974,0.05218,4.99555
0,Semi-Slav Defense,14,0.274981,0.029286,0.367238,0.0222,3.687474
0,Semi-Slav Defense: Accelerated Move Order,17,0.321076,0.06462,0.33232,0.02061,5.095239
0,Semi-Slav Defense: Main Line,17,0.358596,0.038047,0.323265,0.020431,3.029253
0,Sicilian Defense,10,0.367055,0.051919,0.479263,0.074454,1.271454
0,Sicilian Defense: Chekhover Variation,13,0.369856,0.044293,0.409734,0.052242,1.182032
0,Sicilian Defense: Closed,66,0.343188,0.094605,0.361892,0.055075,4.998433
0,"Sicilian Defense: Closed, Traditional",34,0.38459,0.116907,0.3396,0.063751,5.04598
0,Sicilian Defense: Franco-Sicilian Variation,20,0.378124,0.121964,0.384879,0.075675,5.313284
0,Sicilian Defense: Grand Prix Attack,35,0.400773,0.086799,0.377194,0.063665,3.448306
0,Sicilian Defense: Löwenthal Variation,10,0.497187,0.087906,0.501852,0.056042,0.987635
0,Sicilian Defense: Modern Variations,35,0.304261,0.073799,0.311342,0.025573,4.701301
0,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.392403,0.11293,0.38408,0.073125,4.10127
0,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.411096,0.054145,0.391511,0.061378,1.062501
0,"Sicilian Defense: Modern Variations, Main Line",10,0.435703,0.067732,0.567433,0.085864,1.100609
0,Sicilian Defense: Old Sicilian,35,0.377224,0.078463,0.32401,0.04858,3.515362
0,Sicilian Defense: Open,17,0.472173,0.0936,0.45994,0.088346,1.946568
0,Sicilian Defense: Taimanov Variation,9,0.531247,0.058332,0.45596,0.071935,0.733495
10,Bishop's Opening,35,0.304029,0.136002,0.352661,0.054265,8.430954
10,Bishop's Opening: Berlin Defense,28,0.361678,0.111499,0.308934,0.012975,5.369996
