step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll
0,Bishop's Opening,35,0.296709,0.124016,0.352661,0.054265,8.433157
0,Bishop's Opening: Berlin Defense,28,0.315592,0.089175,0.308934,0.012975,6.009776
0,Bogo-Indian Defense: Exchange Variation,18,0.414889,0.04528,0.347724,0.024347,1.07966
0,Bogo-Indian Defense: Nimzowitsch Variation,18,0.284586,0.078282,0.301482,0.012573,5.169629
0,Catalan Opening: Closed,24,0.348395,0.047192,0.379432,0.059839,3.227325
0,Grünfeld Defense,10,0.393483,0.142664,0.346147,0.059713,4.54076
0,Grünfeld Defense: Exchange Variation,10,0.465705,0.121969,0.436404,0.082957,2.645214
0,Grünfeld Defense: Three Knights Variation,30,0.297067,0.116425,0.330739,0.060153,7.925118
0,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.227095,0.071267,0.377614,0.068151,6.277093
0,Indian Defense: Anti-Nimzo-Indian,22,0.296029,0.054901,0.274575,0.03745,3.662274
0,Indian Defense: London System,35,0.349323,0.062733,0.350224,0.05641,2.652932
0,Italian Game: Classical Variation,18,0.395294,0.099661,0.364866,0.031454,4.750442
0,"Italian Game: Classical Variation, Albin Gambit",16,0.303722,0.094051,0.380332,0.028566,6.509385
0,"Italian Game: Classical Variation, Center Attack",16,0.47406,0.130729,0.428088,0.023157,5.051938
0,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.32694,0.085429,0.346306,0.017855,5.037824
0,"Italian Game: Giuoco Pianissimo, Normal",27,0.339058,0.067218,0.349352,0.016064,4.251543
0,Italian Game: Giuoco Piano,22,0.353725,0.111227,0.369313,0.020547,6.453545
0,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.44543,0.167204,0.444001,0.080385,5.777885
0,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.293674,0.075621,0.299176,0.015923,4.170681
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.234004,0.089099,0.323835,0.020155,9.077125
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.370368,0.143048,0.372124,0.029836,6.565214
0,King's Indian Defense,10,0.357036,0.074587,0.405792,0.040393,3.014025
0,King's Indian Defense: Fianchetto Variation,22,0.295475,0.061508,0.441064,0.108347,5.069377
0,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.24802,0.069001,0.291299,0.054513,6.626565
0,King's Indian Defense: Four Pawns Attack,9,0.380954,0.072462,0.459675,0.05215,2.968414
0,King's Indian Defense: Normal Variation,10,0.359417,0.048145,0.400227,0.041976,2.755071
0,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.368031,0.105299,0.414267,0.048594,4.002536
0,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.403511,0.072382,0.43958,0.049356,2.422626
0,King's Indian Defense: Smyslov Variation,21,0.338502,0.095151,0.407008,0.054143,3.81251
0,London System,29,0.309953,0.08713,0.341028,0.051066,5.319406
0,"London System, with Bd3",13,0.276157,0.030475,0.399965,0.07114,3.862059
0,"London System, with Be2",13,0.245028,0.039113,0.383035,0.07741,5.290043
0,Neo-Grünfeld Defense: with Nf3,24,0.358389,0.132758,0.320509,0.051207,6.154613
0,Nimzo-Indian Defense,21,0.304253,0.031629,0.272688,0.013207,2.125377
0,Nimzo-Indian Defense: Classical Variation,10,0.289971,0.059579,0.336314,0.019322,4.634972
0,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.324921,0.056528,0.339277,0.020024,4.486812
0,Nimzo-Indian Defense: Three Knights Variation,30,0.323005,0.081296,0.326212,0.067083,3.529344
0,Petrov's Defense: Italian Variation,20,0.368563,0.149721,0.314097,0.012347,6.247133
0,Philidor Defense,51,0.289706,0.103216,0.3688,0.063277,6.580542
0,Philidor Defense: Exchange Variation,20,0.395707,0.075025,0.372259,0.040539,2.805752
0,Queen's Gambit Accepted,33,0.298352,0.108525,0.340622,0.036558,7.353418
0,Queen's Gambit Accepted: Old Variation,34,0.362235,0.10178,0.377624,0.054529,4.653525
0,Queen's Gambit Declined,38,0.309213,0.058002,0.336386,0.029532,4.34172
0,Queen's Gambit Declined: Harrwitz Attack,34,0.40074,0.019723,0.334187,0.015322,0.978577
0,Queen's Gambit Declined: Modern Variation,19,0.379855,0.026647,0.329033,0.019593,1.062189
0,Queen's Gambit Declined: Ragozin Defense,39,0.381336,0.018686,0.329671,0.017334,1.025918
0,Queen's Gambit Declined: Three Knights Variation,34,0.384057,0.021493,0.359526,0.014769,1.028345
0,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.114815,0.025898,0.303791,0.005946,10.90081
0,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.295891,0.060819,0.263161,0.008344,3.733699
