step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll_sum,human_nll_sum
0,Bishop's Opening,35,0.280864,0.109002,0.352661,0.054265,264.745609,45.741233
0,Bishop's Opening: Berlin Defense,28,0.373215,0.075308,0.308934,0.012975,99.4144,34.812974
0,Bogo-Indian Defense: Exchange Variation,18,0.453589,0.082286,0.347724,0.024347,19.720218,20.703641
0,Bogo-Indian Defense: Nimzowitsch Variation,18,0.467548,0.092312,0.301482,0.012573,50.503456,22.691327
0,Catalan Opening: Closed,24,0.525776,0.071452,0.379432,0.059839,19.012951,27.006645
0,Grünfeld Defense,10,0.490114,0.080676,0.346147,0.059713,25.2567,14.212191
0,Grünfeld Defense: Exchange Variation,10,0.581023,0.085697,0.436404,0.082957,23.037003,10.904629
0,Grünfeld Defense: Three Knights Variation,30,0.417447,0.1269,0.330739,0.060153,163.044324,42.197992
0,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.442426,0.103845,0.377614,0.068151,54.713928,25.488274
0,Indian Defense: Anti-Nimzo-Indian,22,0.396504,0.086675,0.274575,0.03745,74.43536,36.274228
0,Indian Defense: London System,35,0.366312,0.078494,0.350224,0.05641,108.661416,45.473879
0,Italian Game: Classical Variation,18,0.410843,0.113252,0.364866,0.031454,101.461888,20.864884
0,"Italian Game: Classical Variation, Albin Gambit",16,0.445399,0.115234,0.380332,0.028566,50.097719,17.306238
0,"Italian Game: Classical Variation, Center Attack",16,0.505089,0.116558,0.428088,0.023157,47.080783,14.92749
0,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.586427,0.068318,0.346306,0.017855,71.241106,39.841182
0,"Italian Game: Giuoco Pianissimo, Normal",27,0.498442,0.081976,0.349352,0.016064,71.772025,30.233633
0,Italian Game: Giuoco Piano,22,0.485439,0.131727,0.369313,0.020547,86.797003,23.673696
0,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.508654,0.172272,0.444001,0.080385,122.022486,30.973696
0,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.446296,0.099611,0.299176,0.015923,82.599895,40.095809
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.420165,0.139095,0.323835,0.020155,122.564083,27.153871
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.317548,0.117863,0.372124,0.029836,144.450499,24.647432
0,King's Indian Defense,10,0.492524,0.068662,0.405792,0.040393,9.189477,10.220564
0,King's Indian Defense: Fianchetto Variation,22,0.505474,0.102497,0.441064,0.108347,53.004312,26.620346
0,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.433366,0.087837,0.291299,0.054513,48.697586,25.066807
0,King's Indian Defense: Four Pawns Attack,9,0.581323,0.079651,0.459675,0.05215,22.317538,8.295772
0,King's Indian Defense: Normal Variation,10,0.510334,0.0832,0.400227,0.041976,25.260278,10.360807
0,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.498264,0.08113,0.414267,0.048594,16.525093,18.514729
0,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.545957,0.080463,0.43958,0.049356,19.135738,22.951681
0,King's Indian Defense: Smyslov Variation,21,0.411569,0.090978,0.407008,0.054143,26.277659,22.122515
0,London System,29,0.371624,0.102844,0.341028,0.051066,149.153853,39.710726
0,"London System, with Bd3",13,0.383173,0.111566,0.399965,0.07114,80.169848,14.833596
0,"London System, with Be2",13,0.421975,0.090197,0.383035,0.07741,46.092247,15.926746
0,Neo-Grünfeld Defense: with Nf3,24,0.384787,0.088481,0.320509,0.051207,108.607135,33.330833
0,Nimzo-Indian Defense,21,0.34443,0.072378,0.272688,0.013207,61.090363,28.684242
0,Nimzo-Indian Defense: Classical Variation,10,0.579093,0.078677,0.336314,0.019322,22.96701,11.678434
0,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.512426,0.092186,0.339277,0.020024,24.912921,11.632695
0,Nimzo-Indian Defense: Three Knights Variation,30,0.347062,0.116924,0.326212,0.067083,171.026661,48.718731
0,Petrov's Defense: Italian Variation,20,0.365079,0.114607,0.314097,0.012347,122.329334,24.594656
0,Philidor Defense,51,0.354689,0.118027,0.3688,0.063277,325.586232,67.006097
0,Philidor Defense: Exchange Variation,20,0.498007,0.147749,0.372259,0.040539,100.366822,23.163618
0,Queen's Gambit Accepted,33,0.308597,0.063872,0.340622,0.036558,174.254643,40.516912
0,Queen's Gambit Accepted: Old Variation,34,0.454379,0.144628,0.377624,0.054529,182.286879,40.351444
0,Queen's Gambit Declined,38,0.403901,0.085945,0.336386,0.029532,154.863821,48.541262
0,Queen's Gambit Declined: Harrwitz Attack,34,0.484243,0.029611,0.334187,0.015322,26.877782,39.44284
0,Queen's Gambit Declined: Modern Variation,19,0.405568,0.048319,0.329033,0.019593,36.919105,22.827387
0,Queen's Gambit Declined: Ragozin Defense,39,0.435992,0.046362,0.329671,0.017334,38.668959,46.597633
0,Queen's Gambit Declined: Three Knights Variation,34,0.517212,0.027678,0.359526,0.014769,24.449308,36.819853
0,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.284217,0.056406,0.303791,0.005946,44.938916,11.032204
0,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.33469,0.069842,0.263161,0.008344,49.886466,19.747827
0,Queen's Pawn Game: Accelerated London System,98,0.289997,0.06116,0.320097,0.018738,386.362049,120.309382
0,Queen's Pawn Game: London System,35,0.313609,0.049867,0.323223,0.028665,96.247494,44.757004
0,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.460707,0.130149,0.373112,0.028875,42.78219,10.892678
0,Ruy Lopez: Exchange Variation,9,0.561279,0.138234,0.467343,0.036089,39.644722,7.637707
0,"Ruy Lopez: Exchange Variation, Lutikov Variation",10,0.495152,0.103767,0.401795,0.027337,41.25416,10.063152
0,"Ruy Lopez: Exchange Variation, Normal Variation",9,0.651557,0.102093,0.473418,0.034082,21.43168,7.458076
0,Ruy Lopez: Morphy Defense,9,0.783502,0.061616,0.497945,0.022661,2.80336,6.825701
0,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.672391,0.112271,0.453968,0.026772,21.224041,7.823029
0,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.605152,0.141734,0.460445,0.07087,39.644722,14.01498
0,Ruy Lopez: Steinitz Defense,17,0.44801,0.135028,0.371974,0.05218,98.786264,21.672759
0,Semi-Slav Defense,14,0.459936,0.038203,0.367238,0.0222,12.110526,15.58745
0,Semi-Slav Defense: Accelerated Move Order,17,0.376103,0.067698,0.33232,0.02061,67.697885,20.551942
0,Semi-Slav Defense: Main Line,17,0.533495,0.049994,0.323265,0.020431,12.317085,21.182156
0,Sicilian Defense,10,0.645556,0.155122,0.479263,0.074454,39.038586,9.42369
0,Sicilian Defense: Chekhover Variation,13,0.524786,0.140991,0.409734,0.052242,59.984995,14.236131
0,Sicilian Defense: Closed,66,0.385101,0.113842,0.361892,0.055075,338.906961,86.780789
0,"Sicilian Defense: Closed, Traditional",34,0.418451,0.13857,0.3396,0.063751,186.20722,53.151613
0,Sicilian Defense: Franco-Sicilian Variation,20,0.378175,0.154948,0.384879,0.075675,139.278563,27.274444
0,Sicilian Defense: Grand Prix Attack,35,0.419391,0.120879,0.377194,0.063665,153.958472,45.203963
0,Sicilian Defense: Löwenthal Variation,10,0.614646,0.1429,0.501852,0.056042,23.74977,8.032144
0,Sicilian Defense: Modern Variations,35,0.351305,0.086565,0.311342,0.025573,174.452007,44.998593
0,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.48669,0.188235,0.38408,0.073125,101.247672,23.126486
0,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.49,0.151517,0.391511,0.061378,58.270197,13.855622
0,"Sicilian Defense: Modern Variations, Main Line",10,0.745556,0.116011,0.567433,0.085864,20.617905,8.220391
0,Sicilian Defense: Old Sicilian,35,0.360619,0.117882,0.32401,0.04858,175.266474,47.564828
0,Sicilian Defense: Open,17,0.545157,0.142302,0.45994,0.088346,63.339775,18.280124
0,Sicilian Defense: Taimanov Variation,9,0.573625,0.106391,0.45596,0.071935,22.91044,8.850648
10,Bishop's Opening,35,0.240171,0.113906,0.352661,0.054265,302.018322,45.741233
10,Bishop's Opening: Berlin Defense,28,0.350595,0.083808,0.308934,0.012975,133.387447,34.812974
10,Bogo-Indian Defense: Exchange Variation,18,0.474294,0.094338,0.347724,0.024347,67.100036,20.703641
10,Bogo-Indian Defense: Nimzowitsch Variation,18,0.489235,0.108214,0.301482,0.012573,66.96764,22.691327
10,Catalan Opening: Closed,24,0.579834,0.073964,0.379432,0.059839,16.313874,27.006645
10,Grünfeld Defense,10,0.417127,0.071249,0.346147,0.059713,26.771239,14.212191
10,Grünfeld Defense: Exchange Variation,10,0.513794,0.077124,0.436404,0.082957,8.481237,10.904629
10,Grünfeld Defense: Three Knights Variation,30,0.495315,0.127859,0.330739,0.060153,157.601511,42.197992
10,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.512086,0.102129,0.377614,0.068151,50.879872,25.488274
10,Indian Defense: Anti-Nimzo-Indian,22,0.425809,0.096057,0.274575,0.03745,73.193967,36.274228
10,Indian Defense: London System,35,0.358121,0.098837,0.350224,0.05641,158.815222,45.473879
10,Italian Game: Classical Variation,18,0.308093,0.077145,0.364866,0.031454,89.419038,20.864884
10,"Italian Game: Classical Variation, Albin Gambit",16,0.38444,0.082187,0.380332,0.028566,51.014172,17.306238
10,"Italian Game: Classical Variation, Center Attack",16,0.418703,0.105504,0.428088,0.023157,50.103339,14.92749
10,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.42372,0.082353,0.346306,0.017855,69.208215,39.841182
10,"Italian Game: Giuoco Pianissimo, Normal",27,0.4358,0.067898,0.349352,0.016064,58.808018,30.233633
10,Italian Game: Giuoco Piano,22,0.393648,0.083777,0.369313,0.020547,89.325337,23.673696
10,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.494724,0.175637,0.444001,0.080385,141.247552,30.973696
10,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.451685,0.090924,0.299176,0.015923,64.266835,40.095809
10,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.289459,0.121201,0.323835,0.020155,196.509594,27.153871
10,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.29974,0.116696,0.372124,0.029836,164.435522,24.647432
10,King's Indian Defense,10,0.463704,0.057206,0.405792,0.040393,25.009712,10.220564
10,King's Indian Defense: Fianchetto Variation,22,0.55152,0.120446,0.441064,0.108347,67.22836,26.620346
10,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.44825,0.095868,0.291299,0.054513,48.581513,25.066807
10,King's Indian Defense: Four Pawns Attack,9,0.487458,0.053093,0.459675,0.05215,23.597884,8.295772
10,King's Indian Defense: Normal Variation,10,0.502668,0.064916,0.400227,0.041976,24.249307,10.360807
10,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.545275,0.082701,0.414267,0.048594,16.375451,18.514729
10,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.535321,0.074647,0.43958,0.049356,21.282002,22.951681
10,King's Indian Defense: Smyslov Variation,21,0.416451,0.096825,0.407008,0.054143,29.487243,22.122515
10,London System,29,0.407233,0.128136,0.341028,0.051066,179.820238,39.710726
10,"London System, with Bd3",13,0.408338,0.122947,0.399965,0.07114,64.210105,14.833596
10,"London System, with Be2",13,0.450311,0.098575,0.383035,0.07741,29.985734,15.926746
10,Neo-Grünfeld Defense: with Nf3,24,0.373716,0.100727,0.320509,0.051207,94.82398,33.330833
10,Nimzo-Indian Defense,21,0.406856,0.07936,0.272688,0.013207,41.98156,28.684242
10,Nimzo-Indian Defense: Classical Variation,10,0.501549,0.070364,0.336314,0.019322,8.880271,11.678434
10,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.381549,0.064335,0.339277,0.020024,27.994099,11.632695
10,Nimzo-Indian Defense: Three Knights Variation,30,0.333908,0.124206,0.326212,0.067083,173.467321,48.718731
10,Petrov's Defense: Italian Variation,20,0.21812,0.093145,0.314097,0.012347,195.450408,24.594656
10,Philidor Defense,51,0.289851,0.119653,0.3688,0.063277,417.641067,67.006097
10,Philidor Defense: Exchange Variation,20,0.448915,0.170341,0.372259,0.040539,104.563244,23.163618
10,Queen's Gambit Accepted,33,0.313262,0.125389,0.340622,0.036558,258.809193,40.516912
10,Queen's Gambit Accepted: Old Variation,34,0.402419,0.159064,0.377624,0.054529,206.091733,40.351444
10,Queen's Gambit Declined,38,0.389153,0.106908,0.336386,0.029532,192.01137,48.541262
10,Queen's Gambit Declined: Harrwitz Attack,34,0.491821,0.074721,0.334187,0.015322,30.265927,39.44284
10,Queen's Gambit Declined: Modern Variation,19,0.405749,0.11224,0.329033,0.019593,87.611286,22.827387
10,Queen's Gambit Declined: Ragozin Defense,39,0.453347,0.079883,0.329671,0.017334,41.037981,46.597633
10,Queen's Gambit Declined: Three Knights Variation,34,0.543743,0.059342,0.359526,0.014769,25.008087,36.819853
10,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.301066,0.097439,0.303791,0.005946,62.565212,11.032204
10,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.444515,0.143923,0.263161,0.008344,80.540606,19.747827
10,Queen's Pawn Game: Accelerated London System,98,0.32526,0.079972,0.320097,0.018738,369.035728,120.309382
