step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll
0,Bishop's Opening,35,0.298305,0.117517,0.352661,0.054265,8.412643
0,Bishop's Opening: Berlin Defense,28,0.312507,0.087338,0.308934,0.012975,6.030327
0,Bogo-Indian Defense: Exchange Variation,18,0.460483,0.076583,0.347724,0.024347,2.732995
0,Bogo-Indian Defense: Nimzowitsch Variation,18,0.287644,0.101637,0.301482,0.012573,8.615999
0,Catalan Opening: Closed,24,0.371099,0.063126,0.379432,0.059839,3.219858
0,Grünfeld Defense,10,0.376389,0.145388,0.346147,0.059713,7.729441
0,Grünfeld Defense: Exchange Variation,10,0.476389,0.11811,0.436404,0.082957,4.20137
0,Grünfeld Defense: Three Knights Variation,30,0.321162,0.147632,0.330739,0.060153,7.42509
0,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.190837,0.061302,0.377614,0.068151,7.198182
0,Indian Defense: Anti-Nimzo-Indian,22,0.30169,0.079612,0.274575,0.03745,5.813245
0,Indian Defense: London System,35,0.348331,0.072872,0.350224,0.05641,3.549188
0,Italian Game: Classical Variation,18,0.390707,0.124377,0.364866,0.031454,4.838926
0,"Italian Game: Classical Variation, Albin Gambit",16,0.307601,0.109305,0.380332,0.028566,7.490566
0,"Italian Game: Classical Variation, Center Attack",16,0.512192,0.150293,0.428088,0.023157,5.002701
0,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.331073,0.091936,0.346306,0.017855,5.480134
0,"Italian Game: Giuoco Pianissimo, Normal",27,0.317684,0.056231,0.349352,0.016064,4.29123
0,Italian Game: Giuoco Piano,22,0.351429,0.131914,0.369313,0.020547,7.247038
0,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.425176,0.163959,0.444001,0.080385,7.011519
0,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.287821,0.091945,0.299176,0.015923,8.22929
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.210428,0.074737,0.323835,0.020155,10.479546
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.346791,0.135116,0.372124,0.029836,7.967635
0,King's Indian Defense,10,0.372854,0.089286,0.405792,0.040393,4.410816
0,King's Indian Defense: Fianchetto Variation,22,0.292045,0.06528,0.441064,0.108347,5.79241
0,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.225174,0.052565,0.291299,0.054513,7.628866
0,King's Indian Defense: Four Pawns Attack,9,0.43153,0.082405,0.459675,0.05215,2.849582
0,King's Indian Defense: Normal Variation,10,0.388845,0.054905,0.400227,0.041976,2.702011
0,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.374228,0.124518,0.414267,0.048594,4.873929
0,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.423977,0.086119,0.43958,0.049356,2.41077
0,King's Indian Defense: Smyslov Variation,21,0.362963,0.104743,0.407008,0.054143,5.092609
0,London System,29,0.34122,0.105557,0.341028,0.051066,5.248777
0,"London System, with Bd3",13,0.284382,0.028577,0.399965,0.07114,2.632697
0,"London System, with Be2",13,0.253613,0.038976,0.383035,0.07741,5.219043
0,Neo-Grünfeld Defense: with Nf3,24,0.384585,0.13961,0.320509,0.051207,6.668069
0,Nimzo-Indian Defense,21,0.323525,0.044521,0.272688,0.013207,4.297785
0,Nimzo-Indian Defense: Classical Variation,10,0.341996,0.070844,0.336314,0.019322,2.946427
0,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.364868,0.069103,0.339277,0.020024,4.390612
0,Nimzo-Indian Defense: Three Knights Variation,30,0.348689,0.087786,0.326212,0.067083,5.000925
0,Petrov's Defense: Italian Variation,20,0.366719,0.14122,0.314097,0.012347,6.243802
0,Philidor Defense,51,0.291365,0.115728,0.3688,0.063277,7.537156
0,Philidor Defense: Exchange Variation,20,0.454942,0.084314,0.372259,0.040539,2.652379
0,Queen's Gambit Accepted,33,0.305271,0.110525,0.340622,0.036558,7.801255
0,Queen's Gambit Accepted: Old Variation,34,0.36972,0.101785,0.377624,0.054529,5.045867
0,Queen's Gambit Declined,38,0.29572,0.050351,0.336386,0.029532,4.364748
0,Queen's Gambit Declined: Harrwitz Attack,34,0.43699,0.018699,0.334187,0.015322,0.876749
0,Queen's Gambit Declined: Modern Variation,19,0.380612,0.024501,0.329033,0.019593,1.03688
0,Queen's Gambit Declined: Ragozin Defense,39,0.420787,0.020736,0.329671,0.017334,0.922313
0,Queen's Gambit Declined: Three Knights Variation,34,0.45333,0.01686,0.359526,0.014769,0.834443
0,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.124691,0.026606,0.303791,0.005946,10.8355
0,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.287479,0.047293,0.263161,0.008344,3.699399
0,Queen's Pawn Game: Accelerated London System,98,0.311168,0.057334,0.320097,0.018738,4.631788
0,Queen's Pawn Game: London System,35,0.328938,0.042507,0.323223,0.028665,2.229503
0,"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",10,0.390451,0.079847,0.373112,0.028875,4.359597
0,Ruy Lopez: Exchange Variation,9,0.517996,0.096173,0.467343,0.036089,2.65085
0,"Ruy Lopez: Exchange Variation, Lutikov Variation",10,0.44953,0.087077,0.401795,0.027337,2.666101
0,"Ruy Lopez: Exchange Variation, Normal Variation",9,0.594919,0.063818,0.473418,0.034082,0.644966
0,Ruy Lopez: Morphy Defense,9,0.422015,0.04392,0.497945,0.022661,1.048251
0,"Ruy Lopez: Morphy Defense, Anderssen Variation",9,0.37151,0.06104,0.453968,0.026772,3.007386
0,"Ruy Lopez: Morphy Defense, Caro Variation",10,0.412137,0.094482,0.460445,0.07087,2.775963
0,Ruy Lopez: Steinitz Defense,17,0.363656,0.077556,0.371974,0.05218,4.982097
0,Semi-Slav Defense,14,0.244805,0.037876,0.367238,0.0222,6.080245
0,Semi-Slav Defense: Accelerated Move Order,17,0.340226,0.065502,0.33232,0.02061,4.114934
0,Semi-Slav Defense: Main Line,17,0.37448,0.081815,0.323265,0.020431,3.09169
0,Sicilian Defense,10,0.371551,0.049565,0.479263,0.074454,2.747739
0,Sicilian Defense: Chekhover Variation,13,0.389871,0.043351,0.409734,0.052242,2.299368
0,Sicilian Defense: Closed,66,0.349317,0.103296,0.361892,0.055075,6.176128
0,"Sicilian Defense: Closed, Traditional",34,0.414672,0.124022,0.3396,0.063751,5.871624
0,Sicilian Defense: Franco-Sicilian Variation,20,0.341377,0.126873,0.384879,0.075675,7.028397
0,Sicilian Defense: Grand Prix Attack,35,0.410103,0.09922,0.377194,0.063665,4.356808
0,Sicilian Defense: Löwenthal Variation,10,0.506227,0.106098,0.501852,0.056042,2.556785
0,Sicilian Defense: Modern Variations,35,0.308603,0.0815,0.311342,0.025573,6.476573
0,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order",17,0.390039,0.115611,0.38408,0.073125,4.979212
0,"Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted",10,0.423975,0.054339,0.391511,0.061378,1.00071
0,"Sicilian Defense: Modern Variations, Main Line",10,0.396551,0.072724,0.567433,0.085864,2.765971
0,Sicilian Defense: Old Sicilian,35,0.367392,0.085338,0.32401,0.04858,5.340425
0,Sicilian Defense: Open,17,0.458565,0.106258,0.45994,0.088346,2.937509
0,Sicilian Defense: Taimanov Variation,9,0.595721,0.060934,0.45596,0.071935,0.610656
100,Bishop's Opening,35,0.30114,0.133569,0.352661,0.054265,8.89987
100,Bishop's Opening: Berlin Defense,28,0.343651,0.105473,0.308934,0.012975,7.062451
100,Bogo-Indian Defense: Exchange Variation,18,0.477445,0.117115,0.347724,0.024347,3.697717
100,Bogo-Indian Defense: Nimzowitsch Variation,18,0.295347,0.126752,0.301482,0.012573,9.533919
100,Catalan Opening: Closed,24,0.407378,0.081587,0.379432,0.059839,3.789
