uci_line,opening,move_index,move,human_cond_prob,mean_lc0_prob,var_lc0_prob
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 c2c3 g8f6 g1f3,Queen's Pawn Game: Accelerated London System,5,e2e3,0.59506511,0.65625,0.000586
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 c2c3 g8f6 g1f3,Queen's Pawn Game: Accelerated London System,6,c8f5,0.30120088,0.576957,0.001584
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 c2c3 g8f6 g1f3,Queen's Pawn Game: Accelerated London System,7,c2c3,0.20399977,0.0,0.0
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 c2c3 g8f6 g1f3,Queen's Pawn Game: Accelerated London System,8,g8f6,0.31906381,0.092365,0.000143
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 c2c3 g8f6 g1f3,Queen's Pawn Game: Accelerated London System,9,g1f3,0.34289964,0.289709,0.000307
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 e7e6 c2c3,Queen's Pawn Game: Accelerated London System,1,d2d4,0.25279522,0.046317,0.005545
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 e7e6 c2c3,Queen's Pawn Game: Accelerated London System,2,d7d5,0.41761442,0.199748,0.031157
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 e7e6 c2c3,Queen's Pawn Game: Accelerated London System,3,c1f4,0.18299051,0.215294,0.003601
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 e7e6 c2c3,Queen's Pawn Game: Accelerated London System,4,b8c6,0.2472211,0.0,0.0
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 e7e6 c2c3,Queen's Pawn Game: Accelerated London System,5,e2e3,0.59506511,0.65625,0.000586
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 e7e6 c2c3,Queen's Pawn Game: Accelerated London System,6,c8f5,0.30120088,0.576957,0.001584
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 e7e6 c2c3,Queen's Pawn Game: Accelerated London System,7,g1f3,0.31615772,0.401522,0.000382
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 e7e6 c2c3,Queen's Pawn Game: Accelerated London System,8,e7e6,0.36322226,0.884954,0.002078
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 e7e6 c2c3,Queen's Pawn Game: Accelerated London System,9,c2c3,0.22017448,0.0,0.0
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 e7e6 f1d3,Queen's Pawn Game: Accelerated London System,1,d2d4,0.25279522,0.046317,0.005545
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 e7e6 f1d3,Queen's Pawn Game: Accelerated London System,2,d7d5,0.41761442,0.199748,0.031157
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 e7e6 f1d3,Queen's Pawn Game: Accelerated London System,3,c1f4,0.18299051,0.215294,0.003601
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 e7e6 f1d3,Queen's Pawn Game: Accelerated London System,4,b8c6,0.2472211,0.0,0.0
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 e7e6 f1d3,Queen's Pawn Game: Accelerated London System,5,e2e3,0.59506511,0.65625,0.000586
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 e7e6 f1d3,Queen's Pawn Game: Accelerated London System,6,c8f5,0.30120088,0.576957,0.001584
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 e7e6 f1d3,Queen's Pawn Game: Accelerated London System,7,g1f3,0.31615772,0.401522,0.000382
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 e7e6 f1d3,Queen's Pawn Game: Accelerated London System,8,e7e6,0.36322226,0.884954,0.002078
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 e7e6 f1d3,Queen's Pawn Game: Accelerated London System,9,f1d3,0.30123547,0.226069,0.000204
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 g8f6 c2c3,Queen's Pawn Game: Accelerated London System,1,d2d4,0.25279522,0.046317,0.005545
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 g8f6 c2c3,Queen's Pawn Game: Accelerated London System,2,d7d5,0.41761442,0.199748,0.031157
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 g8f6 c2c3,Queen's Pawn Game: Accelerated London System,3,c1f4,0.18299051,0.215294,0.003601
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 g8f6 c2c3,Queen's Pawn Game: Accelerated London System,4,b8c6,0.2472211,0.0,0.0
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 g8f6 c2c3,Queen's Pawn Game: Accelerated London System,5,e2e3,0.59506511,0.65625,0.000586
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 g8f6 c2c3,Queen's Pawn Game: Accelerated London System,6,c8f5,0.30120088,0.576957,0.001584
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 g8f6 c2c3,Queen's Pawn Game: Accelerated London System,7,g1f3,0.31615772,0.401522,0.000382
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 g8f6 c2c3,Queen's Pawn Game: Accelerated London System,8,g8f6,0.24126127,0.038082,0.000909
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 g8f6 c2c3,Queen's Pawn Game: Accelerated London System,9,c2c3,0.21989357,0.0,0.0
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 g8f6 f1d3,Queen's Pawn Game: Accelerated London System,1,d2d4,0.25279522,0.046317,0.005545
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 g8f6 f1d3,Queen's Pawn Game: Accelerated London System,2,d7d5,0.41761442,0.199748,0.031157
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 g8f6 f1d3,Queen's Pawn Game: Accelerated London System,3,c1f4,0.18299051,0.215294,0.003601
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 g8f6 f1d3,Queen's Pawn Game: Accelerated London System,4,b8c6,0.2472211,0.0,0.0
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 g8f6 f1d3,Queen's Pawn Game: Accelerated London System,5,e2e3,0.59506511,0.65625,0.000586
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 g8f6 f1d3,Queen's Pawn Game: Accelerated London System,6,c8f5,0.30120088,0.576957,0.001584
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 g8f6 f1d3,Queen's Pawn Game: Accelerated London System,7,g1f3,0.31615772,0.401522,0.000382
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 g8f6 f1d3,Queen's Pawn Game: Accelerated London System,8,g8f6,0.24126127,0.038082,0.000909
d2d4 d7d5 c1f4 b8c6 e2e3 c8f5 g1f3 g8f6 f1d3,Queen's Pawn Game: Accelerated London System,9,f1d3,0.31037216,0.0,0.0
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 c8f5 f1d3,Queen's Pawn Game: Accelerated London System,1,d2d4,0.25279522,0.046317,0.005545
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 c8f5 f1d3,Queen's Pawn Game: Accelerated London System,2,d7d5,0.41761442,0.199748,0.031157
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 c8f5 f1d3,Queen's Pawn Game: Accelerated London System,3,c1f4,0.18299051,0.215294,0.003601
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 c8f5 f1d3,Queen's Pawn Game: Accelerated London System,4,b8c6,0.2472211,0.0,0.0
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 c8f5 f1d3,Queen's Pawn Game: Accelerated London System,5,e2e3,0.59506511,0.65625,0.000586
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 c8f5 f1d3,Queen's Pawn Game: Accelerated London System,6,g8f6,0.34703583,0.314678,0.000584
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 c8f5 f1d3,Queen's Pawn Game: Accelerated London System,7,c2c3,0.17181858,0.033023,0.000224
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 c8f5 f1d3,Queen's Pawn Game: Accelerated London System,8,c8f5,0.3548243,0.997396,0.00021
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 c8f5 f1d3,Queen's Pawn Game: Accelerated London System,9,f1d3,0.30086861,0.124585,0.000247
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 c8f5 g1f3,Queen's Pawn Game: Accelerated London System,1,d2d4,0.25279522,0.046317,0.005545
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 c8f5 g1f3,Queen's Pawn Game: Accelerated London System,2,d7d5,0.41761442,0.199748,0.031157
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 c8f5 g1f3,Queen's Pawn Game: Accelerated London System,3,c1f4,0.18299051,0.215294,0.003601
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 c8f5 g1f3,Queen's Pawn Game: Accelerated London System,4,b8c6,0.2472211,0.0,0.0
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 c8f5 g1f3,Queen's Pawn Game: Accelerated London System,5,e2e3,0.59506511,0.65625,0.000586
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 c8f5 g1f3,Queen's Pawn Game: Accelerated London System,6,g8f6,0.34703583,0.314678,0.000584
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 c8f5 g1f3,Queen's Pawn Game: Accelerated London System,7,c2c3,0.17181858,0.033023,0.000224
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 c8f5 g1f3,Queen's Pawn Game: Accelerated London System,8,c8f5,0.3548243,0.997396,0.00021
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 c8f5 g1f3,Queen's Pawn Game: Accelerated London System,9,g1f3,0.34289964,0.25524,0.00024
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 e7e6 f1d3,Queen's Pawn Game: Accelerated London System,1,d2d4,0.25279522,0.046317,0.005545
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 e7e6 f1d3,Queen's Pawn Game: Accelerated London System,2,d7d5,0.41761442,0.199748,0.031157
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 e7e6 f1d3,Queen's Pawn Game: Accelerated London System,3,c1f4,0.18299051,0.215294,0.003601
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 e7e6 f1d3,Queen's Pawn Game: Accelerated London System,4,b8c6,0.2472211,0.0,0.0
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 e7e6 f1d3,Queen's Pawn Game: Accelerated London System,5,e2e3,0.59506511,0.65625,0.000586
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 e7e6 f1d3,Queen's Pawn Game: Accelerated London System,6,g8f6,0.34703583,0.314678,0.000584
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 e7e6 f1d3,Queen's Pawn Game: Accelerated London System,7,c2c3,0.17181858,0.033023,0.000224
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 e7e6 f1d3,Queen's Pawn Game: Accelerated London System,8,e7e6,0.30345305,0.0,0.0
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 e7e6 f1d3,Queen's Pawn Game: Accelerated London System,9,f1d3,0.29370982,0.261418,0.00487
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 e7e6 g1f3,Queen's Pawn Game: Accelerated London System,1,d2d4,0.25279522,0.046317,0.005545
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 e7e6 g1f3,Queen's Pawn Game: Accelerated London System,2,d7d5,0.41761442,0.199748,0.031157
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 e7e6 g1f3,Queen's Pawn Game: Accelerated London System,3,c1f4,0.18299051,0.215294,0.003601
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 e7e6 g1f3,Queen's Pawn Game: Accelerated London System,4,b8c6,0.2472211,0.0,0.0
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 e7e6 g1f3,Queen's Pawn Game: Accelerated London System,5,e2e3,0.59506511,0.65625,0.000586
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 e7e6 g1f3,Queen's Pawn Game: Accelerated London System,6,g8f6,0.34703583,0.314678,0.000584
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 e7e6 g1f3,Queen's Pawn Game: Accelerated London System,7,c2c3,0.17181858,0.033023,0.000224
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 e7e6 g1f3,Queen's Pawn Game: Accelerated London System,8,e7e6,0.30345305,0.0,0.0
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 c2c3 e7e6 g1f3,Queen's Pawn Game: Accelerated London System,9,g1f3,0.40539756,0.447999,0.027155
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 g1f3 c8g4 b1d2,Queen's Pawn Game: Accelerated London System,1,d2d4,0.25279522,0.046317,0.005545
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 g1f3 c8g4 b1d2,Queen's Pawn Game: Accelerated London System,2,d7d5,0.41761442,0.199748,0.031157
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 g1f3 c8g4 b1d2,Queen's Pawn Game: Accelerated London System,3,c1f4,0.18299051,0.215294,0.003601
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 g1f3 c8g4 b1d2,Queen's Pawn Game: Accelerated London System,4,b8c6,0.2472211,0.0,0.0
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 g1f3 c8g4 b1d2,Queen's Pawn Game: Accelerated London System,5,e2e3,0.59506511,0.65625,0.000586
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 g1f3 c8g4 b1d2,Queen's Pawn Game: Accelerated London System,6,g8f6,0.34703583,0.314678,0.000584
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 g1f3 c8g4 b1d2,Queen's Pawn Game: Accelerated London System,7,g1f3,0.42060484,0.346244,0.000482
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 g1f3 c8g4 b1d2,Queen's Pawn Game: Accelerated London System,8,c8g4,0.26339914,0.513019,0.001653
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 g1f3 c8g4 b1d2,Queen's Pawn Game: Accelerated London System,9,b1d2,0.21387266,0.304464,0.000138
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 g1f3 c8g4 f1e2,Queen's Pawn Game: Accelerated London System,1,d2d4,0.25279522,0.046317,0.005545
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 g1f3 c8g4 f1e2,Queen's Pawn Game: Accelerated London System,2,d7d5,0.41761442,0.199748,0.031157
d2d4 d7d5 c1f4 b8c6 e2e3 g8f6 g1f3 c8g4 f1e2,Queen's Pawn Game: Accelerated London System,3,c1f4,0.18299051,0.215294,0.003601
