step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll
0,Bishop's Opening,35,0.295368,0.110133,0.352661,0.054265,7.049536
0,Bishop's Opening: Berlin Defense,28,0.365281,0.074344,0.308934,0.012975,3.5753
0,Bogo-Indian Defense: Exchange Variation,18,0.442626,0.065341,0.347724,0.024347,1.918297
0,Bogo-Indian Defense: Nimzowitsch Variation,18,0.453849,0.098231,0.301482,0.012573,3.717634
0,Catalan Opening: Closed,24,0.516378,0.07592,0.379432,0.059839,0.833767
0,Grünfeld Defense,10,0.5,0.101689,0.346147,0.059713,4.117137
0,Grünfeld Defense: Exchange Variation,10,0.590909,0.08516,0.436404,0.082957,2.2846
0,Grünfeld Defense: Three Knights Variation,30,0.426792,0.129012,0.330739,0.060153,5.416287
0,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.45755,0.105481,0.377614,0.068151,2.572627
0,Indian Defense: Anti-Nimzo-Indian,22,0.401604,0.076467,0.274575,0.03745,2.651291
0,Indian Defense: London System,35,0.368699,0.08415,0.350224,0.05641,3.558447
0,Italian Game: Classical Variation,18,0.411225,0.110958,0.364866,0.031454,5.633743
0,"Italian Game: Classical Variation, Albin Gambit",16,0.450203,0.11162,0.380332,0.028566,3.103309
0,"Italian Game: Classical Variation, Center Attack",16,0.504484,0.115547,0.428088,0.023157,2.949697
0,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.594306,0.068017,0.346306,0.017855,2.021575
0,"Italian Game: Giuoco Pianissimo, Normal",27,0.497407,0.084906,0.349352,0.016064,2.673939
0,Italian Game: Giuoco Piano,22,0.489965,0.131326,0.369313,0.020547,3.934706
0,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.513902,0.170847,0.444001,0.080385,4.867295
0,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.451327,0.100538,0.299176,0.015923,2.644075
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.405273,0.122156,0.323835,0.020155,5.581773
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.329921,0.115243,0.372124,0.029836,5.802439
0,King's Indian Defense,10,0.499311,0.062172,0.405792,0.040393,0.874945
0,King's Indian Defense: Fianchetto Variation,22,0.508738,0.105826,0.441064,0.108347,2.422268
0,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.442587,0.090812,0.291299,0.054513,3.025519
0,King's Indian Defense: Four Pawns Attack,9,0.587654,0.08027,0.459675,0.05215,2.470211
0,King's Indian Defense: Normal Variation,10,0.514315,0.083834,0.400227,0.041976,2.519817
0,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.51322,0.085286,0.414267,0.048594,0.888925
0,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.556385,0.08271,0.43958,0.049356,0.782136
0,King's Indian Defense: Smyslov Variation,21,0.417775,0.095972,0.407008,0.054143,1.973655
0,London System,29,0.386214,0.100255,0.341028,0.051066,4.548798
0,"London System, with Bd3",13,0.394722,0.114964,0.399965,0.07114,6.142623
0,"London System, with Be2",13,0.438458,0.091042,0.383035,0.07741,3.502702
0,Neo-Grünfeld Defense: with Nf3,24,0.388386,0.090671,0.320509,0.051207,4.519129
0,Nimzo-Indian Defense,21,0.372685,0.069968,0.272688,0.013207,3.54188
0,Nimzo-Indian Defense: Classical Variation,10,0.579755,0.075895,0.336314,0.019322,2.289502
0,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",10,0.539755,0.088675,0.339277,0.020024,2.399363
0,Nimzo-Indian Defense: Three Knights Variation,30,0.349148,0.113636,0.326212,0.067083,5.684968
0,Petrov's Defense: Italian Variation,20,0.365884,0.109806,0.314097,0.012347,6.111991
0,Philidor Defense,51,0.347915,0.111751,0.3688,0.063277,6.387657
0,Philidor Defense: Exchange Variation,20,0.502374,0.149927,0.372259,0.040539,5.016827
0,Queen's Gambit Accepted,33,0.303761,0.068564,0.340622,0.036558,6.2455
0,Queen's Gambit Accepted: Old Variation,34,0.440546,0.151493,0.377624,0.054529,5.901945
0,Queen's Gambit Declined,38,0.406996,0.080468,0.336386,0.029532,3.229819
0,Queen's Gambit Declined: Harrwitz Attack,34,0.498803,0.033553,0.334187,0.015322,0.767432
0,Queen's Gambit Declined: Modern Variation,19,0.399382,0.057693,0.329033,0.019593,2.771847
0,Queen's Gambit Declined: Ragozin Defense,39,0.446257,0.050289,0.329671,0.017334,0.97335
0,Queen's Gambit Declined: Three Knights Variation,34,0.534203,0.031508,0.359526,0.014769,0.693096
0,"Queen's Gambit Declined: Three Knights, Vienna Variation",9,0.25,0.060014,0.303791,0.005946,6.888852
0,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",14,0.299191,0.051991,0.263161,0.008344,3.659958
0,Queen's Pawn Game: Accelerated London System,98,0.291209,0.061731,0.320097,0.018738,3.771538
0,Queen's Pawn Game: London System,35,0.30106,0.049631,0.323223,0.028665,2.789858
