step,opening,n_moves,mean_lc0_prob,var_lc0_prob,mean_human_prob,var_human_prob,nll_sum,human_nll_sum
0,Bishop's Opening,35,0.308532,0.11606,0.352661,0.054265,245.867675,45.741233
0,Bishop's Opening: Berlin Defense,28,0.335906,0.082531,0.308934,0.012975,149.546413,34.812974
0,Bogo-Indian Defense: Exchange Variation,18,0.430005,0.053681,0.347724,0.024347,18.127319,20.703641
0,Bogo-Indian Defense: Nimzowitsch Variation,18,0.295625,0.075455,0.301482,0.012573,91.827952,22.691327
0,Catalan Opening: Closed,24,0.3437,0.033146,0.379432,0.059839,76.386868,27.006645
0,Grünfeld Defense,10,0.395105,0.143103,0.346147,0.059713,45.719082,14.212191
0,Grünfeld Defense: Exchange Variation,10,0.459324,0.102034,0.436404,0.082957,26.063507,10.904629
0,Grünfeld Defense: Three Knights Variation,30,0.301077,0.083498,0.330739,0.060153,189.539446,42.197992
0,"Grünfeld Defense: Three Knights Variation, Petrosian System",21,0.252684,0.051053,0.377614,0.068151,97.564211,25.488274
0,Indian Defense: Anti-Nimzo-Indian,22,0.329341,0.055115,0.274575,0.03745,77.289914,36.274228
0,Indian Defense: London System,35,0.332591,0.068963,0.350224,0.05641,81.436718,45.473879
0,Italian Game: Classical Variation,18,0.380315,0.101125,0.364866,0.031454,71.117168,20.864884
0,"Italian Game: Classical Variation, Albin Gambit",16,0.323248,0.087259,0.380332,0.028566,87.102323,17.306238
0,"Italian Game: Classical Variation, Center Attack",16,0.468377,0.118495,0.428088,0.023157,65.538083,14.92749
0,"Italian Game: Classical Variation, Giuoco Pianissimo",35,0.327704,0.08401,0.346306,0.017855,146.010102,39.841182
0,"Italian Game: Giuoco Pianissimo, Normal",27,0.319646,0.065557,0.349352,0.016064,116.363085,30.233633
0,Italian Game: Giuoco Piano,22,0.352833,0.106839,0.369313,0.020547,126.09747,23.673696
0,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",25,0.436511,0.15502,0.444001,0.080385,83.980308,30.973696
0,"Italian Game: Two Knights Defense, Modern Bishop's Opening",31,0.297492,0.06655,0.299176,0.015923,126.342724,40.095809
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line",22,0.241083,0.076584,0.323835,0.020155,135.412299,27.153871
0,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",22,0.345655,0.119799,0.372124,0.029836,129.320989,24.647432
0,King's Indian Defense,10,0.344865,0.06815,0.405792,0.040393,44.664683,10.220564
0,King's Indian Defense: Fianchetto Variation,22,0.293627,0.050813,0.441064,0.108347,111.067498,26.620346
0,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",16,0.236602,0.051833,0.291299,0.054513,105.92173,25.066807
0,King's Indian Defense: Four Pawns Attack,9,0.358149,0.062485,0.459675,0.05215,27.207887,8.295772
0,King's Indian Defense: Normal Variation,10,0.325445,0.04032,0.400227,0.041976,28.520243,10.360807
0,"King's Indian Defense: Normal Variation, King's Knight Variation",18,0.351857,0.084575,0.414267,0.048594,59.265196,18.514729
0,"King's Indian Defense: Normal Variation, Rare Defenses",24,0.379647,0.054722,0.43958,0.049356,58.925694,22.951681
0,King's Indian Defense: Smyslov Variation,21,0.318304,0.071762,0.407008,0.054143,64.983981,22.122515
0,London System,29,0.282324,0.066135,0.341028,0.051066,140.837943,39.710726
0,"London System, with Bd3",13,0.298454,0.054415,0.399965,0.07114,50.540878,14.833596
0,"London System, with Be2",13,0.287492,0.058149,0.383035,0.07741,51.74485,15.926746
0,Neo-Grünfeld Defense: with Nf3,24,0.36697,0.10293,0.320509,0.051207,112.396611,33.330833
0,Nimzo-Indian Defense,21,0.301645,0.026629,0.272688,0.013207,44.373109,28.684242
0,Nimzo-Indian Defense: Classical Variation,10,0.265621,0.046951,0.336314,0.019322,46.95692,11.678434
